1545.5175.7 <|> 17578.8
-85.5 <|> -9631.5
-10.7 <|> -1205.35
81.4 <|> 9169.64
62.8 <|> 7074.36
-29.2 <|> -3289.35
-75.6 <|> -8516.27
-33.1 <|> -3728.69
45.6 <|> 5136.8
64.1 <|> 7220.81
1.4 <|> 157.709
-49.1 <|> -5531.07
-36 <|> -4055.37
0.9 <|> 101.384
34.7 <|> 3908.92
44.5 <|> 5012.89
2.3 <|> 259.093
-50.7 <|> -5711.31
-44.6 <|> -5024.15
12.1 <|> 1363.05
55.1 <|> 6206.97
35.9 <|> 4044.1
-29 <|> -3266.82
-53 <|> -5970.4
-10 <|> -1126.49
31.5 <|> 3548.45
32.7 <|> 3683.63
4.1 <|> 461.861
-24.7 <|> -2782.43
-24.4 <|> -2748.64
-2.5 <|> -281.623
16.9 <|> 1903.77
20 <|> 2252.98
1.6 <|> 180.239
-13.5 <|> -1520.76
-6.5 <|> -732.219
0.6 <|> 67.5895
-3.6 <|> -405.537
-1.6 <|> -180.239
6.8 <|> 766.014
12.7 <|> 1430.64
1 <|> 112.649
-19.1 <|> -2151.6
-7.3 <|> -822.339
17.1 <|> 1926.3
10.3 <|> 1160.29
-9.6 <|> -1081.43
-20 <|> -2252.98
-5.2 <|> -585.775
24.8 <|> 2793.7
26.6 <|> 2996.47
-5.8 <|> -653.365
-36.3 <|> -4089.16
-25.6 <|> -2883.82
21.9 <|> 2467.02
33.6 <|> 3785.01
0.5 <|> 56.3246
-7.7 <|> -867.398
-2 <|> -225.298
-21.5 <|> -2421.96
-19.8 <|> -2230.45
24.7 <|> 2782.43
42.5 <|> 4787.59
-6.6 <|> -743.484
-52.4 <|> -5902.81
-11.6 <|> -1306.73
55.1 <|> 6206.97
20.9 <|> 2354.37
-53.9 <|> -6071.79
-32 <|> -3604.77
41.3 <|> 4652.41
45.3 <|> 5103
-19.6 <|> -2207.92
-48.1 <|> -5418.42
3.4 <|> 383.007
35.7 <|> 4021.57
1 <|> 112.649
-21.8 <|> -2455.75
-3.1 <|> -349.212
16.3 <|> 1836.18
8.2 <|> 923.723
-12.3 <|> -1385.58
-8.7 <|> -980.047
-0.3 <|> -33.7947
-3.3 <|> -371.742
11.8 <|> 1329.26
17.9 <|> 2016.42
-5.9 <|> -664.63
-22.1 <|> -2489.55
-18.5 <|> -2084.01
12.1 <|> 1363.05
40.5 <|> 4562.29
6.2 <|> 698.424
-37.8 <|> -4258.14
-28.2 <|> -3176.7
10.7 <|> 1205.35
41.2 <|> 4641.14
21.9 <|> 2467.02
-33.2 <|> -3739.95
-42.3 <|> -4765.06
5.7 <|> 642.1
41.5 <|> 4674.94
22 <|> 2478.28
-22 <|> -2478.28
-31.6 <|> -3559.71
-5.6 <|> -630.835
17.1 <|> 1926.3
19.1 <|> 2151.6
8.3 <|> 934.988
-6.9 <|> -777.279
-18.5 <|> -2084.01
-17.2 <|> -1937.56
-2.8 <|> -315.418
22.2 <|> 2500.81
33.4 <|> 3762.48
4 <|> 450.596
-35.3 <|> -3976.51
-36.8 <|> -4145.49
3.3 <|> 371.742
42.2 <|> 4753.79
28.7 <|> 3233.03
-15.5 <|> -1746.06
-34.4 <|> -3875.13
-18.7 <|> -2106.54
17.2 <|> 1937.56
35.3 <|> 3976.51
8.3 <|> 934.988
-30.3 <|> -3413.27
-32.4 <|> -3649.83
11.9 <|> 1340.52
41 <|> 4618.61
8.7 <|> 980.047
-25.8 <|> -2906.35
-22.5 <|> -2534.6
-3.1 <|> -349.212
23 <|> 2590.93
29.5 <|> 3323.15
-5.4 <|> -608.305
-39.9 <|> -4494.7
-26.8 <|> -3019
21.5 <|> 2421.96
51.3 <|> 5778.9
24.5 <|> 2759.9
-37.3 <|> -4201.81
-62.1 <|> -6995.51
-17.5 <|> -1971.36
46.3 <|> 5215.65
69.7 <|> 7851.64
18 <|> 2027.68
-67.3 <|> -7581.29
-73.3 <|> -8257.18
7.9 <|> 889.928
71.2 <|> 8020.62
51.5 <|> 5801.43
-19.7 <|> -2219.19
-57.8 <|> -6511.12
-29.7 <|> -3345.68
16.7 <|> 1881.24
35.1 <|> 3953.98
22.4 <|> 2523.34
-4.2 <|> -473.126
-26.1 <|> -2940.14
-29.2 <|> -3289.35
-1.3 <|> -146.444
39.4 <|> 4438.37
36.6 <|> 4122.96
-21.3 <|> -2399.43
-55.1 <|> -6206.97
-17.5 <|> -1971.36
44.2 <|> 4979.09
51.9 <|> 5846.49
-9.2 <|> -1036.37
-54.5 <|> -6139.38
-29.1 <|> -3278.09
21.5 <|> 2421.96
46 <|> 5181.86
21.4 <|> 2410.69
-29.4 <|> -3311.88
-38.8 <|> -4370.79
-8.6 <|> -968.782
16.2 <|> 1824.92
31 <|> 3492.12
22.4 <|> 2523.34
-8 <|> -901.193
-31.7 <|> -3570.98
-38.1 <|> -4291.93
-6.5 <|> -732.219
49.9 <|> 5621.19
54.4 <|> 6128.11
-3.7 <|> -416.802
-61.6 <|> -6939.19
-56.4 <|> -6353.41
20.6 <|> 2320.57
70.2 <|> 7907.97
27.3 <|> 3075.32
-33.6 <|> -3785.01
-40 <|> -4505.96
-9.5 <|> -1070.17
14.8 <|> 1667.21
20.3 <|> 2286.78
17.6 <|> 1982.62
-0.9 <|> -101.384
-29.6 <|> -3334.41
-23.7 <|> -2669.78
18 <|> 2027.68
32.7 <|> 3683.63
2.7 <|> 304.153
-24.5 <|> -2759.9
-18.9 <|> -2129.07
6.7 <|> 754.749
22.9 <|> 2579.66
12.5 <|> 1408.11
-12.6 <|> -1419.38
-26.1 <|> -2940.14
-11.4 <|> -1284.2
23.5 <|> 2647.25
36.3 <|> 4089.16
0.6 <|> 67.5895
-39.6 <|> -4460.9
-29 <|> -3266.82
12.1 <|> 1363.05
34.5 <|> 3886.39
21.2 <|> 2388.16
-10.9 <|> -1227.88
-25.4 <|> -2861.29
-15.1 <|> -1701
-0.7 <|> -78.8544
12.5 <|> 1408.11
21.2 <|> 2388.16
16 <|> 1802.39
-7.7 <|> -867.398
-37.3 <|> -4201.81
-26.4 <|> -2973.94
23.4 <|> 2635.99
44.5 <|> 5012.89
14.6 <|> 1644.68
-28.6 <|> -3221.76
-38.5 <|> -4336.99
-4 <|> -450.596
27.5 <|> 3097.85
23.1 <|> 2602.19
-0.7 <|> -78.8544
-18.1 <|> -2038.95
-12.8 <|> -1441.91
2.2 <|> 247.828
7.2 <|> 811.074
4.7 <|> 529.451
1.4 <|> 157.709
1.2 <|> 135.179
1.3 <|> 146.444
-6.8 <|> -766.014
133.8 <|> 15072.5
211.7 <|> 23847.8
-43.1 <|> -4855.18
-232.8 <|> -26224.7
-19.9 <|> -2241.72
225.6 <|> 25413.6
76.5 <|> 8617.66
-188.2 <|> -21200.6
-125.8 <|> -14171.3
130.1 <|> 14655.6
158.8 <|> 17888.7
-64.6 <|> -7277.13
-180.1 <|> -20288.1
-14.8 <|> -1667.21
175.6 <|> 19781.2
103.1 <|> 11614.1
-110.6 <|> -12459
-151.7 <|> -17088.9
-18.1 <|> -2038.95
99.8 <|> 11242.4
138.1 <|> 15556.8
51.8 <|> 5835.22
-144.8 <|> -16311.6
-219.3 <|> -24703.9
-10.7 <|> -1205.35
273.7 <|> 30832.1
249.4 <|> 28094.7
-142.5 <|> -16052.5
-395.2 <|> -44518.9
-109.7 <|> -12357.6
314.9 <|> 35473.2
300.7 <|> 33873.6
-63.4 <|> -7141.95
-297.9 <|> -33558.2
-148.5 <|> -16728.4
157.1 <|> 17697.2
168.4 <|> 18970.1
-59.4 <|> -6691.36
-70 <|> -7885.44
90.5 <|> 10194.7
47 <|> 5294.51
-131.3 <|> -14853.5
-156.2 <|> -17670.3
10.3 <|> 1165.2
235.3 <|> 26618.6
252.2 <|> 28530.5
-110.9 <|> -12545.7
-429.2 <|> -48553.9
-160.2 <|> -18122.9
345.3 <|> 39062.5
339.4 <|> 38395.1
-100.3 <|> -11346.6
-290.6 <|> -32874.5
-53.6 <|> -6063.58
137.4 <|> 15543.6
18.7 <|> 2115.46
-84 <|> -9502.62
58.3 <|> 6595.27
150.7 <|> 17048.1
-21.8 <|> -2466.16
-182.1 <|> -20600.3
-90.8 <|> -10271.9
79.7 <|> 9016.17
135.9 <|> 15373.9
73.3 <|> 8292.17
-66.8 <|> -7556.84
-138.7 <|> -15690.6
-32.8 <|> -3710.55
83.2 <|> 9412.12
71.2 <|> 8054.6
13.2 <|> 1493.27
-42.7 <|> -4830.5
-66.8 <|> -7556.84
4.5 <|> 509.069
67.1 <|> 7590.78
1.8 <|> 203.628
-62.8 <|> -7104.34
6.5 <|> 735.322
92.6 <|> 10475.5
23.7 <|> 2681.1
-131.6 <|> -14887.4
-104.9 <|> -11867
115 <|> 13009.5
174.1 <|> 19695.3
-27 <|> -3054.41
-164.2 <|> -18575.4
-68.1 <|> -7703.91
88.7 <|> 10034.3
96.5 <|> 10916.7
-23.8 <|> -2692.41
-57.7 <|> -6527.39
15.9 <|> 1798.71
17.1 <|> 1934.46
-40.7 <|> -4604.24
-32.5 <|> -3676.61
32 <|> 3620.04
93 <|> 10520.8
52.8 <|> 5973.07
-124.5 <|> -14084.2
-186.1 <|> -21052.8
64.5 <|> 7296.65
275.1 <|> 31121.1
59.8 <|> 6764.96
-251.6 <|> -28462.6
-149.5 <|> -16912.4
146.2 <|> 16539.1
141.4 <|> 15996.1
-52.7 <|> -5961.76
-83.5 <|> -9446.05
5.7 <|> 644.821
57.6 <|> 6516.08
47.4 <|> 5362.19
-54.8 <|> -6199.33
-127.8 <|> -14457.6
-6.2 <|> -701.384
147.3 <|> 16663.5
106.8 <|> 12081.9
-42.7 <|> -4830.5
-105.5 <|> -11934.8
-63.3 <|> -7160.9
-34.1 <|> -3857.61
-4.2 <|> -475.131
130.7 <|> 14785.6
183.4 <|> 20747.4
-65.8 <|> -7443.72
-248.7 <|> -28134.5
-2 <|> -226.253
184.4 <|> 20860.5
-74.7 <|> -8450.54
-180.2 <|> -20385.4
133.8 <|> 15136.3
203.6 <|> 23032.5
-19.7 <|> -2228.59
9.3 <|> 1052.08
-20.9 <|> -2364.34
-407.6 <|> -46110.3
-299.9 <|> -33926.6
530.8 <|> 60047.5
730.9 <|> 82684.1
-184.1 <|> -20826.6
-762.3 <|> -86236.3
-216.4 <|> -24480.6
380 <|> 42988
242 <|> 27376.6
-65.2 <|> -7375.84
-27.5 <|> -3110.98
73.5 <|> 8314.79
-40.2 <|> -4547.68
-161.8 <|> -18303.9
-88.3 <|> -9989.06
69.6 <|> 7873.6
152.2 <|> 17217.8
105.1 <|> 11889.6
-32.9 <|> -3721.86
-133.3 <|> -15079.7
-111.2 <|> -12579.7
-5.8 <|> -656.133
112.2 <|> 12692.8
146 <|> 16516.5
4.2 <|> 475.131
-157.1 <|> -17772.2
-93.9 <|> -10622.6
51.4 <|> 5814.7
54.3 <|> 6142.76
56.2 <|> 6357.7
91.7 <|> 10373.7
-48.1 <|> -5441.38
-222.4 <|> -25159.3
-86.1 <|> -9740.18
220.1 <|> 24899.1
232.7 <|> 26324.5
-75.8 <|> -8574.98
-263 <|> -29752.2
-101.5 <|> -11482.3
151.4 <|> 17127.3
183.8 <|> 20792.6
12.1 <|> 1368.83
-137.3 <|> -15532.3
-113.8 <|> -12873.8
37.9 <|> 4287.49
126.5 <|> 14310.5
40.1 <|> 4536.37
-104.5 <|> -11821.7
-110.4 <|> -12489.2
63.7 <|> 7206.15
200 <|> 22625.3
52.8 <|> 5973.07
-221.9 <|> -25102.7
-217.5 <|> -24605
65.2 <|> 7375.84
245.3 <|> 27749.9
173.8 <|> 19661.4
-25.4 <|> -2873.41
-227.2 <|> -25702.3
-257.3 <|> -29107.4
-7.5 <|> -848.448
297.1 <|> 33609.9
292.5 <|> 33089.5
-47.8 <|> -5407.44
-329.5 <|> -37275.2
-222.1 <|> -25125.4
111.1 <|> 12568.3
261.4 <|> 29571.2
113.1 <|> 12794.6
-102.3 <|> -11572.8
-157.9 <|> -17862.7
-44.3 <|> -5011.5
65.3 <|> 7387.15
54.2 <|> 6131.45
12.8 <|> 1448.02
21 <|> 2375.65
-6 <|> -678.758
-73.3 <|> -8292.17
-47.8 <|> -5407.44
63.1 <|> 7138.28
82.7 <|> 9355.55
-25.8 <|> -2918.66
-77.2 <|> -8733.36
3 <|> 339.379
54.3 <|> 6142.76
0.6 <|> 67.8758
-40.9 <|> -4626.87
-12.1 <|> -1368.83
32.2 <|> 3642.67
46.8 <|> 5294.32
1.4 <|> 158.377
-84 <|> -9502.62
-67.6 <|> -7647.34
81.4 <|> 9208.49
130.6 <|> 14774.3
-23.8 <|> -2692.41
-141 <|> -15950.8
-54 <|> -6108.83
81.8 <|> 9253.74
91.9 <|> 10396.3
13.6 <|> 1538.52
-58.2 <|> -6583.96
-75.2 <|> -8507.11
-23.3 <|> -2635.85
50 <|> 5656.32
85.8 <|> 9706.25
46.3 <|> 5237.75
-74.4 <|> -8416.6
-130.4 <|> -14751.7
-2.1 <|> -237.565
126.1 <|> 14265.2
73.5 <|> 8314.79
-37.9 <|> -4287.49
-71.6 <|> -8099.85
-52.5 <|> -5939.14
-0.7 <|> -79.1885
69 <|> 7805.72
72.1 <|> 8156.41
-14.1 <|> -1595.08
-73.2 <|> -8280.85
-39.4 <|> -4457.18
-2.3 <|> -260.191
14.1 <|> 1595.08
78.3 <|> 8857.8
95.4 <|> 10792.3
-59.2 <|> -6697.08
-202.5 <|> -22908.1
-70.7 <|> -7998.04
190.8 <|> 21584.5
207.8 <|> 23507.7
-35.3 <|> -3993.36
-218.7 <|> -24740.7
-152 <|> -17195.2
70.3 <|> 7952.79
220.3 <|> 24921.7
129 <|> 14593.3
-125.4 <|> -14186.1
-230.7 <|> -26098.3
-37.6 <|> -4253.55
176.7 <|> 19989.4
131.6 <|> 14887.4
-40.1 <|> -4536.37
-105.3 <|> -11912.2
-58.8 <|> -6651.83
19.9 <|> 2251.22
72.8 <|> 8235.6
43.8 <|> 4954.94
-38 <|> -4298.8
-80.6 <|> -9117.99
-19.1 <|> -2160.71
106.9 <|> 12093.2
111.3 <|> 12591
-80.8 <|> -9140.61
-198.9 <|> -22500.8
-29.5 <|> -3337.23
180.2 <|> 20385.4
126.4 <|> 14299.2
-48.6 <|> -5497.94
-81.4 <|> -9208.49
-42.8 <|> -4841.81
-59.5 <|> -6731.02
-20 <|> -2262.53
103.5 <|> 11708.6
129.8 <|> 14683.8
15.9 <|> 1798.71
-101 <|> -11425.8
-139.2 <|> -15747.2
-60.9 <|> -6889.4
105.8 <|> 11968.8
165.8 <|> 18756.4
33.5 <|> 3789.73
-98.5 <|> -11143
-98.6 <|> -11154.3
-38.7 <|> -4377.99
17.1 <|> 1934.46
63.7 <|> 7206.15
95.4 <|> 10792.3
61.7 <|> 6979.9
-84.7 <|> -9581.81
-196.2 <|> -22195.4
-63.2 <|> -7149.59
179.7 <|> 20328.8
206.5 <|> 23360.6
-11 <|> -1244.39
-201.7 <|> -22817.6
-160.7 <|> -18179.4
56.8 <|> 6425.58
192.5 <|> 21776.8
89.7 <|> 10147.4
-92.4 <|> -10452.9
-124.3 <|> -14061.6
-17.1 <|> -1934.46
62.8 <|> 7104.34
49.4 <|> 5588.44
4.5 <|> 509.069
-25.7 <|> -2907.35
-31.9 <|> -3608.73
5.5 <|> 622.195
35.9 <|> 4061.24
0.5 <|> 56.5632
-37.1 <|> -4196.99
-14.7 <|> -1662.96
30 <|> 3393.79
38.3 <|> 4332.74
-10.9 <|> -1233.08
-61 <|> -6900.71
-20.6 <|> -2330.4
80.6 <|> 9117.99
76.5 <|> 8654.17
-78.2 <|> -8846.48
-153.6 <|> -17376.2
17.7 <|> 2002.34
199.7 <|> 22591.3
89.8 <|> 10158.8
-157.6 <|> -17828.7
-169.2 <|> -19141
43.9 <|> 4966.25
156.1 <|> 17659
56.9 <|> 6436.89
-72.8 <|> -8235.6
-84.1 <|> -9513.93
-0.6 <|> -67.8758
55.8 <|> 6312.45
16.2 <|> 1832.65
-27.7 <|> -3133.6
6.4 <|> 724.009
26.9 <|> 3043.1
-22.3 <|> -2522.72
-41.8 <|> -4728.68
8.7 <|> 984.2
47.7 <|> 5396.13
19 <|> 2149.4
-29.5 <|> -3337.23
-32.5 <|> -3676.61
-7.1 <|> -803.197
14.8 <|> 1674.27
31.8 <|> 3597.42
16.6 <|> 1877.9
-20.9 <|> -2364.34
-26 <|> -2941.29
-11.3 <|> -1278.33
-2 <|> -226.253
26.2 <|> 2963.91
40.6 <|> 4592.93
-7.8 <|> -882.386
-55.5 <|> -6278.52
-23.3 <|> -2635.85
40.4 <|> 4570.31
41.1 <|> 4649.5
-13.6 <|> -1538.52
-36 <|> -4072.55
-8.9 <|> -1006.83
12.4 <|> 1402.77
19.5 <|> 2205.96
17.7 <|> 2002.34
-15.1 <|> -1708.21
-43.8 <|> -4954.94
-3.3 <|> -373.317
62.3 <|> 7047.78
30.9 <|> 3495.61
-71.6 <|> -8099.85
-66.5 <|> -7522.91
59.5 <|> 6731.02
108.8 <|> 12308.2
-7.7 <|> -871.073
-133.7 <|> -15125
-77.3 <|> -8744.67
99.6 <|> 11267.4
140.4 <|> 15882.9
-3.5 <|> -395.942
-117.1 <|> -13247.1
-83.5 <|> -9446.05
16.4 <|> 1855.27
76.1 <|> 8608.92
63.1 <|> 7138.28
12 <|> 1357.52
-35.9 <|> -4061.24
-71.8 <|> -8122.48
-63.1 <|> -7138.28
27.1 <|> 3065.73
114.2 <|> 12919
75.2 <|> 8507.11
-66.4 <|> -7511.59
-134.3 <|> -15192.9
-19.7 <|> -2228.59
114.4 <|> 12941.7
70.8 <|> 8009.35
-59.3 <|> -6708.4
-81.4 <|> -9208.49
12.7 <|> 1436.71
79.7 <|> 9016.17
20.5 <|> 2319.09
-68.2 <|> -7715.22
-47.9 <|> -5418.75
38.4 <|> 4344.05
58.6 <|> 6629.21
-6 <|> -678.758
-46.2 <|> -5226.44
-4.7 <|> -531.694
32.1 <|> 3631.36
-2.7 <|> -305.441
-42.3 <|> -4785.25
-8.1 <|> -916.324
62.5 <|> 7070.4
54.8 <|> 6199.33
-50.3 <|> -5690.26
-104.6 <|> -11833
-8.9 <|> -1006.83
103.2 <|> 11674.6
74.4 <|> 8416.6
-39.4 <|> -4457.18
-91 <|> -10294.5
-35.7 <|> -4038.61
42.4 <|> 4796.56
58.7 <|> 6640.52
27.2 <|> 3077.04
-20.2 <|> -2285.15
-59.1 <|> -6685.77
-35.1 <|> -3970.74
35.9 <|> 4061.24
57.7 <|> 6527.39
7.5 <|> 848.448
-38.4 <|> -4344.05
-30.3 <|> -3427.73
-2.9 <|> -328.067
18.7 <|> 2115.46
40.8 <|> 4615.56
20.3 <|> 2296.47
-54.5 <|> -6165.39
-74.6 <|> -8439.23
23.4 <|> 2647.16
112.6 <|> 12738
50.6 <|> 5724.2
-94.4 <|> -10679.1
-123.8 <|> -14005
12 <|> 1357.52
137.7 <|> 15577.5
80.1 <|> 9061.43
-80.4 <|> -9095.36
-118.8 <|> -13439.4
3.8 <|> 429.88
95.1 <|> 10758.3
34 <|> 3846.3
-55.5 <|> -6278.52
-30 <|> -3393.79
37.6 <|> 4253.55
21.9 <|> 2477.47
-31.2 <|> -3529.54
-24.7 <|> -2794.22
10 <|> 1131.26
14 <|> 1583.77
15 <|> 1696.9
20.9 <|> 2364.34
-7.3 <|> -825.823
-48.7 <|> -5509.26
-35.5 <|> -4015.99
33.6 <|> 3801.05
72.1 <|> 8156.41
20.8 <|> 2353.03
-64 <|> -7240.09
-75.2 <|> -8507.11
7.2 <|> 814.51
89.9 <|> 10170.1
65.8 <|> 7443.72
-50.4 <|> -5701.57
-106.6 <|> -12059.3
-15.1 <|> -1708.21
90.6 <|> 10249.3
53.1 <|> 6007.01
-50.3 <|> -5690.26
-47.2 <|> -5339.57
35.7 <|> 4038.61
37.2 <|> 4208.3
-42.5 <|> -4807.87
-55.7 <|> -6301.14
25.4 <|> 2873.41
69.7 <|> 7884.91
16.9 <|> 1911.84
-37.8 <|> -4276.18
-30.6 <|> -3461.67
-8.9 <|> -1006.83
-3.1 <|> -350.692
6.3 <|> 712.696
28.3 <|> 3201.48
41.5 <|> 4694.75
5.7 <|> 644.821
-62.7 <|> -7093.03
-66 <|> -7466.34
21.3 <|> 2409.59
84.8 <|> 9593.12
38.9 <|> 4400.62
-50.5 <|> -5712.88
-62.3 <|> -7047.78
8 <|> 905.011
45.7 <|> 5169.88
9.1 <|> 1029.45
-21.1 <|> -2386.97
-4 <|> -452.506
9.9 <|> 1119.95
-10.3 <|> -1165.2
-17.9 <|> -2024.96
20.8 <|> 2353.03
36.6 <|> 4140.43
-13.6 <|> -1538.52
-45.8 <|> -5181.19
-11.4 <|> -1289.64
29.8 <|> 3371.17
26.6 <|> 3009.16
0 <|> 0
-18.3 <|> -2070.21
-21.4 <|> -2420.91
0.8 <|> 90.5011
32.4 <|> 3665.3
14.2 <|> 1606.39
-44.6 <|> -5045.44
-41.3 <|> -4672.12
40.7 <|> 4604.24
78.1 <|> 8835.17
5.1 <|> 576.945
-85.4 <|> -9660.99
-71.4 <|> -8077.23
38.4 <|> 4344.05
96 <|> 10860.1
21.2 <|> 2398.28
-63.3 <|> -7160.9
-37 <|> -4185.68
23.9 <|> 2703.72
12.4 <|> 1402.77
-20.4 <|> -2307.78
3.7 <|> 418.568
34.5 <|> 3902.86
7.1 <|> 803.197
-29.7 <|> -3359.85
-18.1 <|> -2047.59
3.6 <|> 407.255
0.5 <|> 56.5632
11 <|> 1244.39
35 <|> 3959.42
8.6 <|> 972.887
-50.2 <|> -5678.95
-47.1 <|> -5328.25
25.5 <|> 2884.72
63.6 <|> 7194.84
13.9 <|> 1572.46
-38.7 <|> -4377.99
-24.4 <|> -2760.28
1.4 <|> 158.377
-2.2 <|> -248.878
4 <|> 452.506
24.1 <|> 2726.35
23.2 <|> 2624.53
-6 <|> -678.758
-39.2 <|> -4434.56
-33.1 <|> -3744.48
14.8 <|> 1674.27
46.9 <|> 5305.63
26.6 <|> 3009.16
-24.8 <|> -2805.53
-49.4 <|> -5588.44
-10 <|> -1131.26
44.9 <|> 5079.38
37.8 <|> 4276.18
-25.7 <|> -2907.35
-52.6 <|> -5950.45
-1.9 <|> -214.94
49.5 <|> 5599.76
31 <|> 3506.92
-26.7 <|> -3020.48
-44.9 <|> -5079.38
-4.5 <|> -509.069
34.2 <|> 3868.92
25 <|> 2828.16
-11.3 <|> -1278.33
-23.8 <|> -2692.41
-6.1 <|> -690.071
6.1 <|> 690.071
11.9 <|> 1346.2
12.1 <|> 1368.83
-7.6 <|> -859.761
-20.5 <|> -2319.09
-5.7 <|> -644.821
17.5 <|> 1979.71
17.5 <|> 1979.71
-5.2 <|> -588.257
-15.8 <|> -1787.4
-9.8 <|> -1108.64
-2.7 <|> -305.441
10.7 <|> 1210.45
17.9 <|> 2024.96
8.8 <|> 995.512
-11 <|> -1244.39
-27.6 <|> -3122.29
-12.1 <|> -1368.83
21.7 <|> 2454.84
23 <|> 2601.91
1.9 <|> 214.94
-8.7 <|> -984.2
-14.4 <|> -1629.02
-12.7 <|> -1436.71
1.8 <|> 203.628
14.9 <|> 1685.58
21.2 <|> 2398.28
4.7 <|> 531.694
-30.7 <|> -3472.98
-27.4 <|> -3099.66
17.6 <|> 1991.02
35.6 <|> 4027.3
5.7 <|> 644.821
-25 <|> -2828.16
-21.5 <|> -2432.22
0.6 <|> 67.8758
19.4 <|> 2194.65
22.9 <|> 2590.59
-1.1 <|> -124.439
-32.1 <|> -3631.36
-23.9 <|> -2703.72
21.7 <|> 2454.84
43.6 <|> 4932.31
1.7 <|> 192.315
-50.6 <|> -5724.2
-29.2 <|> -3303.29
36.6 <|> 4140.43
46.5 <|> 5260.38
0 <|> 0
-39.2 <|> -4434.56
-43 <|> -4864.44
4.2 <|> 475.131
62.7 <|> 7093.03
40.5 <|> 4581.62
-37.2 <|> -4208.3
-67.4 <|> -7624.72
-19 <|> -2149.4
52.2 <|> 5905.2
59.8 <|> 6764.96
-1.2 <|> -135.752
-50.2 <|> -5678.95
-46.7 <|> -5283
0.2 <|> 22.6253
50.2 <|> 5678.95
45.3 <|> 5124.63
-7.6 <|> -859.761
-49.6 <|> -5611.07
-41.8 <|> -4728.68
15.7 <|> 1776.08
55.7 <|> 6301.14
25.6 <|> 2896.04
-28.9 <|> -3269.35
-42.2 <|> -4773.93
-8.3 <|> -938.949
28.8 <|> 3258.04
25.8 <|> 2918.66
-4 <|> -452.506
-18.2 <|> -2058.9
-11.1 <|> -1255.7
-3.1 <|> -350.692
7 <|> 791.885
19.4 <|> 2194.65
11.7 <|> 1323.58
-16.6 <|> -1877.9
-28.7 <|> -3246.73
-3.7 <|> -418.568
26.6 <|> 3009.16
19.2 <|> 2172.03
-8.7 <|> -984.2
-15.7 <|> -1776.08
-4.8 <|> -543.007
2.9 <|> 328.067
1.7 <|> 192.315
0.5 <|> 56.5632
3.1 <|> 350.692
4.8 <|> 543.007
2.7 <|> 305.441
-2.1 <|> -237.565
-7.4 <|> -837.135
-7.6 <|> -859.761
-6.2 <|> -701.384
-0.5 <|> -56.5632
24.1 <|> 2726.35
33.5 <|> 3789.73
-14.4 <|> -1629.02
-58.8 <|> -6651.83
-26.3 <|> -2975.22
40.2 <|> 4547.68
55.6 <|> 6289.83
7.9 <|> 893.699
-38.8 <|> -4389.3
-36.5 <|> -4129.11
-5.6 <|> -633.508
18.9 <|> 2138.09
25.5 <|> 2884.72
18.7 <|> 2115.46
-2.9 <|> -328.067
-29.9 <|> -3382.48
-29.5 <|> -3337.23
2.6 <|> 294.129
29.9 <|> 3382.48
27.6 <|> 3122.29
1.6 <|> 181.002
-26.3 <|> -2975.22
-27.9 <|> -3156.23
0.1 <|> 11.3126
21.8 <|> 2466.16
16.3 <|> 1843.96
3 <|> 339.379
-7.6 <|> -859.761
-13.6 <|> -1538.52
-9.9 <|> -1119.95
1.8 <|> 203.628
10.4 <|> 1176.51
10 <|> 1131.26
6.9 <|> 780.572
-4 <|> -452.506
-18.1 <|> -2047.59
-10.4 <|> -1176.51
7.1 <|> 803.197
13.6 <|> 1538.52
10.3 <|> 1165.2
-1 <|> -113.126
-9.3 <|> -1052.08
-12.7 <|> -1436.71
-6.9 <|> -780.572
9.6 <|> 1086.01
14.9 <|> 1685.58
6.7 <|> 757.947
-1.3 <|> -147.064
-13.8 <|> -1561.14
-19.2 <|> -2172.03
-2.1 <|> -237.565
22.2 <|> 2511.41
26.5 <|> 2997.85
-4.1 <|> -463.818
-34.3 <|> -3880.24
-15.4 <|> -1742.15
22.5 <|> 2545.34
19.9 <|> 2251.22
-9.9 <|> -1119.95
-15.9 <|> -1798.71
7.7 <|> 871.073
16.2 <|> 1832.65
-8.9 <|> -1006.83
-25.5 <|> -2884.72
0.5 <|> 56.5632
30.8 <|> 3484.29
19.9 <|> 2251.22
-17.2 <|> -1945.77
-37.8 <|> -4276.18
-14.2 <|> -1606.39
33.8 <|> 3823.67
44.1 <|> 4988.87
-6.9 <|> -780.572
-49.2 <|> -5565.82
-23 <|> -2601.91
27.2 <|> 3077.04
36 <|> 4072.55
3.2 <|> 362.004
-29 <|> -3280.67
-23.1 <|> -2613.22
9.3 <|> 1052.08
26.2 <|> 2963.91
-187 <|> -21154.6
344.9 <|> 39017.3
481 <|> 54413.8
-6.7 <|> -757.947
-540.4 <|> -61133.5
-392.2 <|> -44368.2
300.4 <|> 33983.2
570 <|> 64482.1
45.5 <|> 5147.25
-447.8 <|> -50658
-229.5 <|> -25962.5
207.4 <|> 23462.4
173.9 <|> 19672.7
-86.5 <|> -9785.43
-44.4 <|> -5022.81
133.6 <|> 15113.7
31.4 <|> 3552.17
-193.5 <|> -21890
-137.1 <|> -15509.6
130.1 <|> 14717.7
212.1 <|> 23994.1
