,IDHM,IDHM Educação,IDHM Renda,IDHM Longevidade,Nome_Município,abstencao
469,0.682,0.623,0.633,0.804,LIMOEIRO DO NORTE,41.05691056910569
470,0.61,0.545,0.536,0.778,MADALENA,71.11801242236024
471,0.686,0.665,0.617,0.788,MARACANAÚ,55.2566371681416
472,0.659,0.618,0.587,0.788,MARANGUAPE,60.51587301587301
473,0.612,0.553,0.564,0.734,MARCO,36.56330749354005
474,0.616,0.554,0.541,0.778,MASSAPÊ,54.50000000000001
475,0.605,0.526,0.544,0.772,MAURITI,34.437086092715234
476,0.628,0.569,0.561,0.777,MILAGRES,41.62679425837321
477,0.622,0.518,0.59,0.789,MILAGRES,41.62679425837321
478,0.622,0.552,0.579,0.754,MISSÃO VELHA,47.935779816513765
479,0.582,0.489,0.549,0.735,MOMBAÇA,58.34564254062038
480,0.61,0.538,0.545,0.773,MONSENHOR TABOSA,61.20906801007556
481,0.61,0.525,0.569,0.758,MORADA NOVA,44.8
482,0.588,0.511,0.524,0.76,MORRINHOS,57.30478589420655
483,0.734,0.621,0.739,0.862,MORRINHOS,57.30478589420655
484,0.607,0.534,0.551,0.759,MULUNGU,40.41095890410959
485,0.565,0.423,0.548,0.778,MULUNGU,40.41095890410959
486,0.614,0.524,0.585,0.754,NOVA RUSSAS,49.48320413436693
487,0.605,0.526,0.552,0.763,NOVO ORIENTE,51.338199513382
488,0.594,0.519,0.524,0.771,OCARA,55.98802395209581
489,0.636,0.557,0.582,0.793,ORÓS,47.80487804878049
490,0.659,0.596,0.609,0.788,PACAJUS,55.120732722731056
491,0.675,0.652,0.605,0.779,PACATUBA,58.68167202572347
492,0.555,0.454,0.514,0.731,PACATUBA,58.68167202572347
493,0.635,0.58,0.571,0.773,PACOTI,40.78624078624078
494,0.637,0.581,0.597,0.746,PARACURU,32.95454545454545
495,0.634,0.602,0.574,0.738,PARAIPABA,59.71370143149284
496,0.57,0.46,0.526,0.764,PARAMBU,55.78703703703704
497,0.603,0.521,0.541,0.779,PEDRA BRANCA,44.48217317487266
498,0.599,0.532,0.532,0.761,PEDRA BRANCA,44.48217317487266
499,0.629,0.604,0.562,0.734,PENTECOSTE,39.481268011527376
500,0.636,0.588,0.581,0.754,PINDORETAMA,54.83870967741935
501,0.622,0.592,0.531,0.765,PORTEIRAS,49.57264957264957
502,0.594,0.518,0.524,0.774,QUITERIANÓPOLIS,44.76987447698745
503,0.659,0.624,0.592,0.775,QUIXADÁ,61.89848384970337
504,0.642,0.567,0.592,0.789,QUIXERAMOBIM,52.3225241016652
505,0.674,0.626,0.617,0.791,RUSSAS,54.50061652281134
506,0.587,0.5,0.536,0.755,SANTANA DO ACARAÚ,26.004728132387704
507,0.612,0.557,0.527,0.779,SANTANA DO CARIRI,51.86915887850467
508,0.616,0.553,0.546,0.775,SANTA QUITÉRIA,36.92870201096892
509,0.611,0.531,0.562,0.764,SÃO BENEDITO,42.39766081871345
510,0.665,0.646,0.587,0.775,SÃO GONÇALO DO AMARANTE,41.46341463414634
511,0.661,0.564,0.619,0.829,SÃO GONÇALO DO AMARANTE,41.46341463414634
512,0.619,0.537,0.574,0.77,SENADOR POMPEU,44.04145077720207
513,0.714,0.675,0.647,0.832,SOBRAL,46.09164420485176
514,0.625,0.574,0.565,0.754,SOLONÓPOLE,56.9620253164557
515,0.645,0.547,0.62,0.791,TABULEIRO DO NORTE,49.79423868312757
516,0.58,0.476,0.526,0.779,TAMBORIL,56.6990291262136
517,0.633,0.56,0.585,0.773,TAUÁ,53.38114754098361
518,0.584,0.52,0.517,0.742,TEJUÇUOCA,64.11149825783971
519,0.657,0.587,0.628,0.768,TIANGUÁ,48.512173128944994
520,0.606,0.577,0.522,0.739,TRAIRI,42.88052373158756
521,0.648,0.594,0.595,0.769,UBAJARA,50.990990990990994
522,0.639,0.608,0.564,0.76,URUBURETAMA,36.26543209876543
523,0.566,0.485,0.503,0.745,URUOCA,50.31446540880504
524,0.611,0.545,0.575,0.728,VARJOTA,27.27272727272727
525,0.629,0.576,0.569,0.759,VÁRZEA ALEGRE,44.5440956651719
526,0.571,0.475,0.521,0.753,VIÇOSA DO CEARÁ,59.83772819472617
527,0.679,0.634,0.633,0.779,ACARI,22.857142857142858
528,0.661,0.568,0.641,0.795,AÇU,29.211469534050178
529,0.606,0.491,0.581,0.779,ALEXANDRIA,31.351351351351354
530,0.672,0.585,0.647,0.8,ALTO DO RODRIGUES,31.92488262910798
531,0.624,0.53,0.606,0.756,ANGICOS,32.02416918429003
532,0.639,0.571,0.611,0.747,APODI,33.7995337995338
533,0.682,0.621,0.647,0.79,AREIA BRANCA,35.50488599348534
534,0.579,0.434,0.579,0.773,AREIA BRANCA,35.50488599348534
535,0.574,0.446,0.562,0.756,BARAÚNA,35.07853403141361
536,0.558,0.459,0.526,0.718,BARAÚNA,35.07853403141361
537,0.71,0.619,0.703,0.824,CAICÓ,27.60595647193585
538,0.579,0.486,0.557,0.718,CANGUARETAMA,48.06201550387597
539,0.638,0.556,0.594,0.786,CARAÚBAS,34.24657534246575
540,0.585,0.485,0.58,0.71,CARAÚBAS,34.24657534246575
541,0.616,0.505,0.599,0.774,CEARÁ-MIRIM,35.47297297297297
542,0.691,0.617,0.673,0.794,CURRAIS NOVOS,30.144927536231886
543,0.766,0.726,0.75,0.825,PARNAMIRIM,38.47283406754772
544,0.599,0.499,0.556,0.776,PARNAMIRIM,38.47283406754772
545,0.66,0.555,0.64,0.808,EXTREMOZ,33.07086614173229
546,0.638,0.537,0.619,0.783,GOIANINHA,34.79623824451411
547,0.603,0.518,0.568,0.744,IPANGUAÇU,41.74757281553398
548,0.603,0.469,0.59,0.792,JARDIM DE PIRANHAS,38.05309734513274
549,0.595,0.484,0.6,0.724,JOÃO CÂMARA,34.50087565674256
550,0.601,0.492,0.583,0.755,JUCURUTU,31.08108108108108
551,0.608,0.531,0.545,0.776,LUÍS GOMES,25.71428571428571
552,0.64,0.545,0.613,0.784,MACAÍBA,37.66519823788546
553,0.665,0.572,0.65,0.792,MACAU,40.59139784946236
554,0.72,0.663,0.694,0.811,MOSSORÓ,27.906050955414013
555,0.763,0.694,0.768,0.835,NATAL,27.629752983624755
556,0.622,0.518,0.601,0.773,NÍSIA FLORESTA,40.963855421686745
557,0.629,0.537,0.589,0.788,NOVA CRUZ,29.313543599257883
558,0.645,0.558,0.61,0.789,OURO BRANCO,26.43312101910828
559,0.547,0.434,0.538,0.7,OURO BRANCO,26.43312101910828
560,0.676,0.617,0.625,0.802,PARELHAS,27.39018087855297
561,0.618,0.513,0.599,0.768,PATU,28.40579710144928
562,0.59,0.477,0.554,0.779,SANTA MARIA,24.57482993197279
563,0.784,0.715,0.795,0.848,SANTA MARIA,24.57482993197279
564,0.678,0.584,0.666,0.803,PAU DOS FERROS,33.33333333333333
565,0.558,0.435,0.53,0.752,PEDRA PRETA,42.201834862385326
566,0.679,0.573,0.672,0.812,PEDRA PRETA,42.201834862385326
567,0.621,0.547,0.581,0.754,PORTALEGRE,25.274725274725277
568,0.591,0.489,0.545,0.776,RIACHO DE SANTANA,28.703703703703702
569,0.615,0.532,0.572,0.764,RIACHO DE SANTANA,28.703703703703702
570,0.592,0.481,0.561,0.767,RIACHUELO,54.49438202247191
571,0.617,0.52,0.591,0.766,RIACHUELO,54.49438202247191
572,0.635,0.53,0.627,0.769,TIBAU,40.0
573,0.605,0.517,0.548,0.78,RUY BARBOSA,46.01226993865031
574,0.61,0.505,0.583,0.77,RUY BARBOSA,46.01226993865031
575,0.635,0.564,0.597,0.761,SANTA CRUZ,31.66397415185784
576,0.618,0.523,0.578,0.779,SANTA CRUZ,31.66397415185784
577,0.549,0.438,0.522,0.722,SANTA CRUZ,31.66397415185784
578,0.62,0.512,0.595,0.782,SANTO ANTÔNIO,36.760925449871465
579,0.611,0.508,0.599,0.748,SÃO JOSÉ DE MIPIBU,35.390946502057616
580,0.606,0.518,0.574,0.747,SÃO MIGUEL,36.492890995260666
581,0.642,0.556,0.606,0.787,SÃO VICENTE,53.393351800554015
582,0.768,0.716,0.738,0.857,SÃO VICENTE,53.393351800554015
583,0.592,0.502,0.547,0.757,SERRINHA,30.623818525519848
584,0.634,0.532,0.615,0.778,SERRINHA,30.623818525519848
585,0.572,0.466,0.562,0.716,TOUROS,34.48275862068966
586,0.618,0.506,0.59,0.792,UMARIZAL,27.710843373493976
587,0.587,0.494,0.558,0.735,VERA CRUZ,47.0873786407767
588,0.645,0.52,0.632,0.817,VERA CRUZ,47.0873786407767
589,0.754,0.715,0.722,0.83,VERA CRUZ,47.0873786407767
590,0.737,0.643,0.738,0.842,VERA CRUZ,47.0873786407767
591,0.592,0.502,0.552,0.747,VIÇOSA,28.18287037037037
592,0.586,0.478,0.554,0.758,VIÇOSA,28.18287037037037
593,0.582,0.43,0.576,0.797,ALAGOA GRANDE,32.960893854748605
594,0.576,0.451,0.567,0.749,ALAGOA NOVA,31.9047619047619
595,0.595,0.462,0.574,0.795,ALAGOINHA,40.44943820224719
596,0.599,0.472,0.569,0.801,ALAGOINHA,40.44943820224719
597,0.582,0.465,0.544,0.778,ALHANDRA,51.95530726256983
598,0.608,0.49,0.586,0.782,SÃO JOÃO DO RIO DO PEIXE,28.35820895522388
599,0.606,0.551,0.537,0.752,AMPARO,46.1839530332681
600,0.785,0.711,0.78,0.871,AMPARO,46.1839530332681
601,0.578,0.456,0.567,0.747,APARECIDA,57.38831615120274
602,0.755,0.706,0.735,0.828,APARECIDA,57.38831615120274
603,0.567,0.439,0.549,0.758,ARARUNA,31.63265306122449
604,0.704,0.648,0.685,0.785,ARARUNA,31.63265306122449
605,0.594,0.467,0.593,0.756,AREIA,18.994413407821227
606,0.548,0.411,0.537,0.745,AROEIRAS,45.98930481283423
607,0.568,0.43,0.555,0.766,BANANEIRAS,32.72251308900523
608,0.649,0.566,0.619,0.779,BAYEUX,29.096477794793262
609,0.592,0.494,0.558,0.752,BOM SUCESSO,37.06896551724138
610,0.686,0.57,0.692,0.82,BOM SUCESSO,37.06896551724138
611,0.607,0.496,0.592,0.763,BOQUEIRÃO,33.58490566037736
612,0.602,0.509,0.565,0.757,CAAPORÃ,44.91525423728814
613,0.748,0.651,0.782,0.822,CABEDELO,30.526315789473685
614,0.564,0.419,0.551,0.777,CACIMBA DE DENTRO,36.71875
615,0.679,0.574,0.668,0.815,CAJAZEIRAS,40.65420560747664
616,0.72,0.654,0.702,0.812,CAMPINA GRANDE,27.134287032764192
617,0.64,0.539,0.617,0.787,CATOLÉ DO ROCHA,40.14492753623188
618,0.592,0.476,0.577,0.754,CONCEIÇÃO,45.51083591331269
619,0.591,0.47,0.574,0.766,CUITÉ,35.567970204841714
620,0.593,0.496,0.562,0.748,DIAMANTE,44.776119402985074
621,0.623,0.526,0.598,0.767,ESPERANÇA,31.890660592255127
622,0.673,0.586,0.641,0.812,GUARABIRA,34.01639344262295
623,0.592,0.471,0.573,0.768,INGÁ,40.41297935103245
624,0.613,0.536,0.592,0.727,ITABAIANA,30.28753993610224
625,0.642,0.513,0.645,0.801,ITABAIANA,30.28753993610224
626,0.615,0.517,0.607,0.742,ITAPORANGA,52.50379362670713
627,0.719,0.653,0.681,0.835,ITAPORANGA,52.50379362670713
628,0.564,0.437,0.543,0.757,ITAPOROROCA,45.18518518518518
629,0.558,0.435,0.554,0.72,JACARAÚ,26.23762376237624
630,0.763,0.693,0.77,0.832,JOÃO PESSOA,25.99404922910468
631,0.567,0.435,0.557,0.753,JUAZEIRINHO,31.84931506849315
632,0.585,0.453,0.585,0.756,MAMANGUAPE,36.36363636363637
633,0.548,0.429,0.553,0.692,MARI,31.14754098360656
634,0.628,0.558,0.625,0.709,MONTEIRO,44.93307839388145
635,0.701,0.628,0.667,0.821,PATOS,38.54224185532855
636,0.587,0.461,0.587,0.747,PAULISTA,29.88031366075113
637,0.732,0.703,0.673,0.83,PAULISTA,29.88031366075113
638,0.621,0.55,0.593,0.736,PIANCÓ,50.30487804878049
639,0.608,0.506,0.596,0.745,PICUÍ,30.15075376884422
640,0.579,0.461,0.544,0.775,PILAR,45.85798816568048
641,0.61,0.509,0.578,0.771,PILAR,45.85798816568048
642,0.591,0.477,0.556,0.779,POCINHOS,28.971962616822427
643,0.634,0.515,0.629,0.787,POMBAL,42.28395061728395
644,0.606,0.514,0.6,0.72,PRINCESA ISABEL,45.76271186440678
645,0.608,0.489,0.578,0.796,QUEIMADAS,32.748538011695906
646,0.592,0.493,0.55,0.764,QUEIMADAS,32.748538011695906
647,0.607,0.474,0.592,0.797,REMÍGIO,23.121387283236995
648,0.585,0.48,0.562,0.742,RIO TINTO,37.01067615658363
649,0.6,0.476,0.568,0.797,SANTO ANDRÉ,38.899049012436
650,0.815,0.769,0.819,0.861,SANTO ANDRÉ,38.899049012436
651,0.58,0.481,0.56,0.726,SÃO FRANCISCO,39.23766816143498
652,0.587,0.49,0.564,0.732,SÃO FRANCISCO,39.23766816143498
653,0.723,0.658,0.705,0.814,SÃO FRANCISCO,39.23766816143498
654,0.591,0.461,0.594,0.755,SÃO JOSÉ DE PIRANHAS,28.32369942196532
655,0.594,0.471,0.561,0.795,SÃO SEBASTIÃO DE LAGOA DE ROÇA,24.193548387096776
656,0.569,0.461,0.563,0.711,SAPÉ,36.54545454545455
657,0.621,0.561,0.554,0.769,SERTÃOZINHO,40.96109839816934
658,0.761,0.672,0.768,0.855,SERTÃOZINHO,40.96109839816934
659,0.595,0.468,0.592,0.762,SOLÂNEA,36.68639053254438
660,0.616,0.506,0.598,0.772,SOLEDADE,35.661764705882355
661,0.731,0.625,0.727,0.861,SOLEDADE,35.661764705882355
662,0.668,0.567,0.645,0.814,SOUSA,28.22878228782288
663,0.627,0.534,0.602,0.765,SUMÉ,37.52808988764045
664,0.578,0.456,0.564,0.749,TAPEROÁ,26.25
665,0.566,0.426,0.566,0.754,TAPEROÁ,26.25
666,0.586,0.462,0.56,0.777,TAVARES,46.35416666666667
667,0.656,0.492,0.692,0.828,TAVARES,46.35416666666667
668,0.609,0.501,0.578,0.78,TRIUNFO,48.68913857677903
669,0.67,0.591,0.624,0.817,TRIUNFO,48.68913857677903
670,0.733,0.629,0.717,0.873,TRIUNFO,48.68913857677903
671,0.636,0.528,0.612,0.797,UIRAÚNA,33.33333333333333
672,0.679,0.632,0.625,0.791,ABREU E LIMA,43.22766570605187
673,0.657,0.565,0.623,0.807,AFOGADOS DA INGAZEIRA,56.10972568578554
674,0.588,0.493,0.542,0.761,AFRÂNIO,60.18518518518518
675,0.592,0.47,0.581,0.76,AGRESTINA,47.05882352941176
676,0.553,0.432,0.514,0.761,ÁGUA PRETA,69.62025316455697
677,0.526,0.385,0.546,0.691,ÁGUAS BELAS,60.03086419753087
678,0.604,0.488,0.565,0.799,ALIANÇA,37.24137931034483
679,0.598,0.482,0.559,0.792,ALTINHO,42.028985507246375
680,0.592,0.498,0.544,0.765,ARAÇOIABA,58.85416666666666
681,0.602,0.467,0.595,0.785,ARARIPINA,47.73828756058158
682,0.667,0.567,0.654,0.799,ARCOVERDE,53.10899780541332
683,0.577,0.474,0.558,0.726,BARRA DE GUABIRABA,49.56521739130435
684,0.586,0.491,0.561,0.73,BARREIROS,51.461988304093566
685,0.642,0.553,0.611,0.784,BELÉM DO SÃO FRANCISCO,48.4
686,0.629,0.514,0.617,0.783,BELO JARDIM,38.64661654135338
687,0.606,0.487,0.608,0.752,BEZERROS,50.99866844207723
688,0.563,0.433,0.585,0.704,BOM CONSELHO,40.334128878281625
689,0.562,0.417,0.581,0.734,BREJO DA MADRE DE DEUS,43.812709030100336
690,0.686,0.609,0.654,0.812,CABO DE SANTO AGOSTINHO,43.574690150032616
691,0.623,0.539,0.581,0.773,CABROBÓ,53.4923339011925
692,0.522,0.392,0.497,0.732,CAETÉS,64.48087431693989
693,0.692,0.628,0.656,0.805,CAMARAGIBE,39.67741935483871
694,0.588,0.472,0.585,0.738,CAMOCIM DE SÃO FÉLIX,44.15584415584416
695,0.583,0.505,0.54,0.727,CARNAÍBA,54.15472779369628
696,0.573,0.508,0.491,0.755,CARNAUBEIRA DA PENHA,22.41379310344828
697,0.68,0.619,0.63,0.806,CARPINA,36.56542056074766
698,0.677,0.569,0.681,0.799,CARUARU,41.82322143517093
699,0.609,0.515,0.578,0.76,CATENDE,63.58695652173913
700,0.592,0.453,0.601,0.763,CUPIRA,42.85714285714285
701,0.594,0.489,0.607,0.706,CUSTÓDIA,38.92215568862276
702,0.632,0.543,0.594,0.781,ESCADA,69.21397379912663
703,0.576,0.454,0.543,0.775,EXU,54.292929292929294
704,0.788,0.748,0.781,0.839,FERNANDO DE NORONHA,50.0
705,0.626,0.538,0.588,0.775,FLORESTA,43.76731301939058
706,0.736,0.691,0.707,0.816,FLORESTA,43.76731301939058
707,0.664,0.556,0.662,0.795,GARANHUNS,42.69870609981516
708,0.604,0.506,0.57,0.765,GLÓRIA DO GOITÁ,45.14106583072101
709,0.651,0.576,0.614,0.779,GOIANA,50.0
710,0.634,0.51,0.63,0.794,GRAVATÁ,42.85714285714285
711,0.552,0.446,0.533,0.706,IBIMIRIM,57.70750988142292
712,0.665,0.606,0.622,0.781,IGARASSU,45.6078083407276
713,0.619,0.499,0.613,0.774,IPOJUCA,60.535117056856194
714,0.575,0.463,0.566,0.727,ITAMBÉ,39.85611510791367
715,0.578,0.436,0.589,0.75,ITAMBÉ,39.85611510791367
716,0.746,0.703,0.691,0.854,ITAMBÉ,39.85611510791367
717,0.717,0.642,0.692,0.83,JABOATÃO DOS GUARARAPES,36.84633950120676
718,0.602,0.509,0.555,0.774,LAGOA DE ITAENGA,57.460317460317455
719,0.597,0.52,0.581,0.705,LAGOA GRANDE,55.15695067264574
720,0.611,0.503,0.599,0.758,LAJEDO,42.96520423600605
721,0.663,0.583,0.628,0.797,LIMOEIRO,37.06293706293706
722,0.609,0.508,0.571,0.778,MACAPARANA,49.27884615384615
723,0.591,0.525,0.512,0.769,MIRANDIBA,44.73684210526316
724,0.652,0.564,0.61,0.805,MORENO,31.37254901960784
725,0.662,0.604,0.608,0.789,NAZARÉ DA MATA,37.41258741258741
726,0.735,0.675,0.704,0.836,OLINDA,30.50785531603946
727,0.61,0.528,0.545,0.787,OROBÓ,45.0171821305842
728,0.572,0.419,0.578,0.773,OURICURI,60.7095926412615
729,0.622,0.55,0.588,0.744,PALMARES,54.35952637244349
730,0.569,0.433,0.546,0.778,PANELAS,63.92785571142284
731,0.592,0.487,0.559,0.763,PASSIRA,41.81360201511335
732,0.639,0.545,0.612,0.782,PAUDALHO,44.49438202247191
733,0.61,0.506,0.597,0.751,PESQUEIRA,46.50205761316872
734,0.623,0.531,0.604,0.755,PETROLÂNDIA,50.39370078740157
735,0.716,0.618,0.74,0.802,PETROLÂNDIA,50.39370078740157
736,0.697,0.611,0.695,0.799,PETROLINA,36.35269334938309
737,0.772,0.698,0.798,0.825,RECIFE,31.903118692623217
738,0.602,0.516,0.595,0.711,RIBEIRÃO,60.43956043956044
739,0.613,0.506,0.562,0.809,RIO FORMOSO,62.13592233009708
740,0.669,0.58,0.645,0.799,SALGUEIRO,51.19161105815062
741,0.648,0.506,0.667,0.806,SANTA CRUZ DO CAPIBARIBE,44.5010183299389
742,0.59,0.472,0.564,0.773,SANTA MARIA DA BOA VISTA,45.69288389513109
743,0.593,0.446,0.593,0.789,SÃO BENTO DO UNA,50.40431266846361
744,0.591,0.469,0.583,0.756,SÃO CAITANO,42.391304347826086
745,0.61,0.52,0.569,0.769,SÃO JOSÉ DO BELMONTE,49.60629921259843
746,0.635,0.554,0.602,0.769,SÃO JOSÉ DO EGITO,40.833333333333336
747,0.653,0.571,0.614,0.793,SÃO LOURENÇO DA MATA,35.28693528693529
748,0.661,0.571,0.632,0.8,SERRA TALHADA,49.78540772532189
749,0.613,0.51,0.601,0.752,SERTÂNIA,32.71889400921659
750,0.635,0.548,0.617,0.756,SURUBIM,48.55855855855856
751,0.605,0.504,0.57,0.77,TABIRA,53.9553752535497
752,0.618,0.519,0.592,0.769,TIMBAÚBA,43.88586956521739
753,0.595,0.455,0.602,0.768,TRINDADE,56.65545410860163
754,0.699,0.608,0.682,0.822,TRINDADE,56.65545410860163
755,0.605,0.534,0.551,0.754,VICÊNCIA,47.3469387755102
756,0.64,0.543,0.629,0.768,VITÓRIA DE SANTO ANTÃO,46.57142857142857
757,0.649,0.549,0.638,0.78,ARAPIRACA,31.12128146453089
758,0.561,0.431,0.545,0.752,ATALAIA,50.0
759,0.736,0.66,0.707,0.854,ATALAIA,50.0
760,0.604,0.518,0.56,0.758,BOCA DA MATA,33.50785340314136
761,0.57,0.47,0.531,0.742,CAMPO ALEGRE,42.5925925925926
762,0.714,0.636,0.677,0.845,CAMPO ALEGRE,42.5925925925926
763,0.524,0.387,0.502,0.739,CAMPO GRANDE,39.758235919234856
764,0.784,0.724,0.79,0.844,CAMPO GRANDE,39.758235919234856
765,0.573,0.456,0.554,0.743,CAPELA,46.68587896253602
766,0.615,0.51,0.596,0.766,CAPELA,46.68587896253602
767,0.626,0.541,0.591,0.769,CORURIPE,43.28767123287671
768,0.612,0.494,0.599,0.774,DELMIRO GOUVEIA,49.47916666666667
769,0.536,0.405,0.498,0.762,GIRAU DO PONCIANO,39.416058394160586
770,0.564,0.424,0.547,0.774,IGACI,49.31506849315068
771,0.721,0.635,0.739,0.799,MACEIÓ,31.246619794483504
772,0.569,0.46,0.539,0.742,MARAVILHA,40.248226950354606
773,0.781,0.708,0.758,0.886,MARAVILHA,40.248226950354606
774,0.642,0.52,0.641,0.793,MARECHAL DEODORO,39.35860058309038
775,0.565,0.422,0.568,0.752,OLHO D'ÁGUA DAS FLORES,41.37931034482759
776,0.638,0.523,0.625,0.794,PALMEIRA DOS ÍNDIOS,41.4054054054054
777,0.63,0.536,0.602,0.774,PENEDO,41.5061295971979
778,0.586,0.498,0.558,0.723,PORTO CALVO,49.75369458128079
779,0.643,0.547,0.616,0.788,RIO LARGO,39.97289972899729
780,0.591,0.463,0.579,0.77,SANTANA DO IPANEMA,52.30061349693251
781,0.527,0.409,0.508,0.703,SÃO JOSÉ DA TAPERA,53.44129554655871
782,0.536,0.4,0.55,0.701,SÃO LUÍS DO QUITUNDE,46.3302752293578
783,0.623,0.514,0.612,0.77,SÃO MIGUEL DOS CAMPOS,33.82352941176471
784,0.549,0.432,0.537,0.714,SÃO SEBASTIÃO,57.4108818011257
785,0.772,0.703,0.747,0.875,SÃO SEBASTIÃO,57.4108818011257
786,0.564,0.466,0.549,0.7,TEOTÔNIO VILELA,52.75590551181102
787,0.532,0.395,0.499,0.765,TRAIPU,54.60526315789473
788,0.593,0.462,0.59,0.764,UNIÃO DOS PALMARES,43.13953488372093
789,0.77,0.708,0.784,0.823,ARACAJU,27.8921568627451
790,0.604,0.492,0.581,0.771,BOQUIM,33.42696629213483
791,0.621,0.484,0.625,0.793,CAMPO DO BRITO,25.882352941176475
792,0.567,0.435,0.566,0.741,CANINDÉ DE SÃO FRANCISCO,44.52554744525548
793,0.588,0.442,0.581,0.791,CARIRA,37.35632183908046
794,0.643,0.546,0.623,0.783,CARMÓPOLIS,45.37815126050421
795,0.647,0.552,0.627,0.782,ESTÂNCIA,39.0057361376673
796,0.564,0.422,0.544,0.783,GARARU,52.0
797,0.58,0.475,0.533,0.772,INDIAROBA,42.487046632124354
798,0.556,0.407,0.555,0.761,ITABAIANINHA,60.8286252354049
799,0.561,0.414,0.548,0.779,ITAPORANGA D'AJUDA,62.36559139784946
800,0.621,0.544,0.581,0.757,JAPARATUBA,34.25925925925926
801,0.625,0.515,0.613,0.775,LAGARTO,35.21400778210117
802,0.642,0.582,0.589,0.772,LARANJEIRAS,35.0
803,0.618,0.511,0.59,0.781,MARUIM,37.096774193548384
804,0.553,0.431,0.539,0.726,MONTE ALEGRE DE SERGIPE,33.33333333333333
805,0.589,0.505,0.575,0.702,NEÓPOLIS,61.5686274509804
806,0.577,0.43,0.577,0.774,NOSSA SENHORA APARECIDA,25.0
807,0.587,0.456,0.591,0.75,NOSSA SENHORA DA GLÓRIA,37.39669421487603
808,0.6,0.497,0.579,0.749,NOSSA SENHORA DAS DORES,41.66666666666667
809,0.664,0.581,0.62,0.811,NOSSA SENHORA DO SOCORRO,48.36138175376439
810,0.583,0.48,0.58,0.711,PINHÃO,47.8448275862069
811,0.654,0.534,0.649,0.806,PINHÃO,47.8448275862069
812,0.529,0.376,0.519,0.76,POÇO REDONDO,41.10169491525424
813,0.561,0.417,0.563,0.751,POÇO VERDE,34.08071748878923
814,0.568,0.462,0.537,0.739,PORTO DA FOLHA,43.333333333333336
815,0.661,0.593,0.629,0.776,PROPRIÁ,42.78606965174129
816,0.592,0.514,0.527,0.766,SANTA ROSA DE LIMA,39.53488372093023
817,0.757,0.71,0.726,0.843,SANTA ROSA DE LIMA,39.53488372093023
818,0.662,0.581,0.624,0.8,SÃO CRISTÓVÃO,36.0146252285192
819,0.604,0.492,0.579,0.775,SIMÃO DIAS,33.42618384401114
820,0.557,0.404,0.609,0.702,TOBIAS BARRETO,31.43418467583497
821,0.579,0.476,0.567,0.719,UMBAÚBA,54.22885572139303
822,0.683,0.592,0.681,0.79,ALAGOINHAS,31.5929203539823
823,0.625,0.492,0.616,0.807,AMARGOSA,23.48993288590604
824,0.666,0.6,0.609,0.81,AMÉLIA RODRIGUES,18.404907975460123
825,0.54,0.371,0.549,0.771,ANAGÉ,48.44444444444444
826,0.534,0.381,0.534,0.747,ARACI,36.5296803652968
827,0.585,0.471,0.549,0.775,BAIXA GRANDE,46.19883040935672
828,0.557,0.457,0.503,0.75,BARRA,41.57608695652174
829,0.575,0.469,0.566,0.717,BARRA DA ESTIVA,35.824175824175825
830,0.551,0.386,0.563,0.77,BARRA DO CHOÇA,39.02439024390244
831,0.721,0.668,0.695,0.807,BARREIRAS,32.16035634743875
832,0.633,0.533,0.615,0.775,BOM JESUS DA LAPA,38.92857142857143
833,0.603,0.497,0.564,0.782,BOQUIRA,33.10344827586207
834,0.597,0.49,0.56,0.775,BREJÕES,54.0
835,0.57,0.445,0.552,0.754,BROTAS DE MACAÚBAS,39.130434782608695
836,0.656,0.554,0.63,0.807,BRUMADO,35.2185089974293
837,0.613,0.495,0.604,0.772,BUERAREMA,35.38461538461539
838,0.647,0.577,0.615,0.762,CACHOEIRA,33.66834170854271
839,0.637,0.541,0.621,0.769,CACULÉ,25.108225108225103
840,0.625,0.484,0.631,0.801,CAETITÉ,28.000000000000004
841,0.581,0.419,0.608,0.768,CAMACAN,44.83775811209439
842,0.694,0.616,0.681,0.798,CAMAÇARI,35.82458307597282
843,0.565,0.452,0.562,0.71,CAMAMU,44.479495268138805
844,0.557,0.43,0.516,0.778,CAMPO ALEGRE DE LOURDES,25.925925925925924
845,0.586,0.475,0.566,0.749,CAMPO FORMOSO,32.42718446601941
846,0.587,0.496,0.555,0.734,CANARANA,44.18604651162791
847,0.693,0.549,0.735,0.825,CANARANA,44.18604651162791
848,0.59,0.434,0.596,0.796,CANAVIEIRAS,38.28125
849,0.691,0.616,0.652,0.823,CANDEIAS,35.43758967001435
850,0.601,0.482,0.565,0.798,CÂNDIDO SALES,43.50453172205438
851,0.557,0.438,0.53,0.745,CANSANÇÃO,43.34975369458128
852,0.621,0.514,0.62,0.752,CAPIM GROSSO,40.61135371179039
853,0.616,0.473,0.626,0.791,CARAVELAS,45.92592592592592
854,0.576,0.477,0.525,0.763,CARINHANHA,39.2
855,0.57,0.435,0.577,0.736,CASA NOVA,29.30232558139535
856,0.613,0.504,0.591,0.774,CASTRO ALVES,34.36123348017621
857,0.677,0.578,0.66,0.814,CATU,26.857142857142858
858,0.585,0.477,0.59,0.712,CÍCERO DANTAS,25.46419098143236
859,0.613,0.491,0.615,0.762,COARACI,38.2716049382716
