,IDHM,IDHM Educação,IDHM Renda,IDHM Longevidade,Nome_Município,abstencao
860,0.596,0.471,0.558,0.805,COCOS,31.88405797101449
861,0.634,0.548,0.606,0.766,CONCEIÇÃO DA FEIRA,26.15384615384616
862,0.611,0.517,0.587,0.752,CONCEIÇÃO DO COITÉ,25.73221757322176
863,0.663,0.579,0.63,0.799,CONCEIÇÃO DO JACUÍPE,31.03448275862069
864,0.592,0.489,0.558,0.762,CORAÇÃO DE MARIA,33.78378378378378
865,0.579,0.454,0.561,0.763,CORDEIROS,23.3201581027668
866,0.603,0.481,0.575,0.792,CORRENTINA,34.8936170212766
867,0.699,0.65,0.659,0.796,CRUZ DAS ALMAS,29.909365558912388
868,0.581,0.463,0.544,0.778,CURAÇÁ,36.0
869,0.676,0.584,0.651,0.811,DIAS D'ÁVILA,34.64203233256351
870,0.615,0.492,0.602,0.785,ENTRE RIOS,30.739299610894943
871,0.657,0.55,0.638,0.808,ENTRE RIOS,30.739299610894943
872,0.589,0.469,0.589,0.74,ESPLANADA,40.375586854460096
873,0.567,0.43,0.565,0.749,EUCLIDES DA CUNHA,35.12931034482759
874,0.677,0.572,0.687,0.791,EUNÁPOLIS,39.52282157676349
875,0.712,0.619,0.71,0.82,FEIRA DE SANTANA,29.81107205623902
876,0.618,0.536,0.576,0.763,FORMOSA DO RIO PRETO,40.51282051282051
877,0.632,0.508,0.645,0.771,GANDU,34.67432950191571
878,0.643,0.594,0.594,0.754,GOVERNADOR MANGABEIRA,24.22680412371134
879,0.673,0.584,0.663,0.789,GUANAMBI,23.581847649918963
880,0.625,0.524,0.609,0.764,IBICARAÍ,30.76923076923077
881,0.602,0.527,0.554,0.747,IBITITÁ,34.07407407407408
882,0.636,0.548,0.601,0.78,IBOTIRAMA,34.88372093023256
883,0.69,0.59,0.688,0.808,ILHÉUS,35.70934256055363
884,0.565,0.429,0.556,0.757,INHAMBUPE,33.18777292576419
885,0.67,0.551,0.687,0.796,IPIAÚ,27.808219178082197
886,0.549,0.39,0.568,0.748,IPIRÁ,32.46492985971944
887,0.599,0.523,0.548,0.749,IRAQUARA,33.45864661654135
888,0.62,0.501,0.587,0.809,IRARÁ,19.25287356321839
889,0.691,0.643,0.661,0.776,IRECÊ,32.367758186397985
890,0.599,0.465,0.614,0.751,ITABELA,36.02941176470589
891,0.62,0.485,0.638,0.769,ITABERABA,48.56439704675964
892,0.712,0.643,0.695,0.807,ITABUNA,35.96087456846951
893,0.599,0.466,0.609,0.759,ITAJUÍPE,35.79545454545455
894,0.627,0.502,0.641,0.767,ITAMARAJU,33.589743589743584
895,0.637,0.525,0.624,0.79,ITANHÉM,35.44303797468354
896,0.67,0.553,0.657,0.826,ITAPARICA,23.62204724409449
897,0.667,0.562,0.667,0.79,ITAPETINGA,39.19213973799127
898,0.606,0.482,0.601,0.769,ITUBERÁ,41.12903225806452
899,0.649,0.558,0.636,0.772,JACOBINA,41.2180052956752
900,0.58,0.446,0.586,0.747,JAGUAQUARA,41.86991869918699
901,0.659,0.551,0.644,0.806,JAGUARARI,39.67213114754099
902,0.665,0.568,0.656,0.79,JEQUIÉ,33.355006501950584
903,0.547,0.424,0.561,0.689,JEREMOABO,28.93258426966292
904,0.553,0.397,0.558,0.763,JIQUIRIÇÁ,37.93103448275862
905,0.593,0.513,0.573,0.709,JOÃO DOURADO,32.926829268292686
906,0.677,0.594,0.657,0.796,JUAZEIRO,33.021077283372364
907,0.571,0.476,0.544,0.72,JUSSARA,51.45631067961165
908,0.718,0.619,0.716,0.835,JUSSARA,51.45631067961165
909,0.743,0.635,0.768,0.842,JUSSARA,51.45631067961165
910,0.596,0.51,0.55,0.755,LAPÃO,34.065934065934066
911,0.754,0.663,0.781,0.827,LAURO DE FREITAS,26.60500544069641
912,0.611,0.491,0.587,0.793,LIVRAMENTO DE NOSSA SENHORA,28.640776699029125
913,0.716,0.59,0.754,0.826,LUÍS EDUARDO MAGALHÃES,35.87684069611781
914,0.609,0.513,0.557,0.791,MACAÚBAS,28.14814814814815
915,0.607,0.519,0.577,0.747,MARACÁS,43.58974358974359
916,0.621,0.518,0.582,0.793,MARAGOGIPE,25.71428571428571
917,0.668,0.562,0.648,0.818,MATA DE SÃO JOÃO,45.689655172413794
918,0.625,0.501,0.626,0.777,MEDEIROS NETO,42.94117647058823
919,0.586,0.472,0.571,0.745,MIGUEL CALMON,40.21164021164021
920,0.506,0.359,0.515,0.699,MONTE SANTO,36.09756097560975
921,0.588,0.478,0.554,0.766,MORRO DO CHAPÉU,40.63205417607224
922,0.665,0.541,0.679,0.801,MUCURI,40.19607843137255
923,0.66,0.573,0.629,0.796,MURITIBA,22.76422764227642
924,0.601,0.467,0.618,0.751,MUTUÍPE,23.44322344322344
925,0.654,0.546,0.657,0.78,NOVA VIÇOSA,33.5483870967742
926,0.597,0.503,0.558,0.757,NOVO HORIZONTE,41.81184668989547
927,0.753,0.665,0.741,0.865,NOVO HORIZONTE,41.81184668989547
928,0.706,0.594,0.7,0.846,NOVO HORIZONTE,41.81184668989547
929,0.554,0.427,0.533,0.747,OLIVEIRA DOS BREJINHOS,47.94520547945205
930,0.586,0.462,0.561,0.777,PALMAS DE MONTE ALTO,30.0
931,0.615,0.496,0.604,0.776,PARAMIRIM,37.469586374695865
932,0.59,0.51,0.519,0.774,PARATINGA,29.29292929292929
933,0.577,0.472,0.567,0.717,PARIPIRANGA,20.88607594936709
934,0.674,0.572,0.678,0.789,PAULO AFONSO,32.05546492659054
935,0.506,0.343,0.514,0.737,PILÃO ARCADO,51.578947368421055
936,0.577,0.482,0.527,0.757,PINDOBAÇU,43.93305439330544
937,0.604,0.474,0.583,0.798,POÇÕES,34.03990024937656
938,0.666,0.559,0.645,0.819,POJUCA,29.03225806451613
939,0.676,0.572,0.673,0.801,PORTO SEGURO,40.8105560791706
940,0.621,0.497,0.616,0.784,PRADO,31.360946745562128
941,0.559,0.424,0.566,0.727,PRESIDENTE TANCREDO NEVES,38.92617449664429
942,0.579,0.451,0.569,0.757,REMANSO,50.75987841945289
943,0.578,0.471,0.527,0.779,RIACHÃO DAS NEVES,49.41176470588236
944,0.628,0.559,0.588,0.755,RIACHÃO DO JACUÍPE,27.18676122931442
945,0.601,0.515,0.599,0.704,RIBEIRA DO POMBAL,39.31506849315068
946,0.605,0.498,0.58,0.767,RIO DE CONTAS,30.64516129032258
947,0.572,0.452,0.568,0.729,RIO REAL,32.56704980842912
948,0.759,0.679,0.772,0.835,SALVADOR,31.540781993270684
949,0.583,0.462,0.554,0.775,SANTA BÁRBARA,28.440366972477065
950,0.598,0.5,0.559,0.764,SANTALUZ,34.53237410071942
951,0.614,0.516,0.592,0.758,SANTA MARIA DA VITÓRIA,38.16631130063966
952,0.605,0.513,0.564,0.766,SANTA RITA DE CÁSSIA,38.19444444444444
953,0.646,0.559,0.626,0.772,SANTO AMARO,35.609756097560975
954,0.7,0.622,0.677,0.815,SANTO ANTÔNIO DE JESUS,26.763110307414102
955,0.626,0.498,0.611,0.808,SANTO ESTÊVÃO,30.24118738404453
956,0.639,0.583,0.582,0.769,SÃO FÉLIX,31.48148148148148
957,0.616,0.525,0.565,0.787,SÃO FELIPE,30.508474576271187
958,0.674,0.587,0.641,0.812,SÃO FRANCISCO DO CONDE,34.46601941747573
959,0.592,0.537,0.55,0.704,SÃO GABRIEL,32.054794520547944
960,0.699,0.585,0.711,0.822,SÃO GABRIEL,32.054794520547944
961,0.627,0.516,0.636,0.752,SÃO GONÇALO DOS CAMPOS,19.51219512195122
962,0.657,0.551,0.633,0.812,SÃO SEBASTIÃO DO PASSÉ,31.30434782608696
963,0.614,0.522,0.602,0.735,SAPEAÇU,33.82352941176471
964,0.635,0.572,0.588,0.761,SEABRA,36.42384105960264
965,0.666,0.599,0.638,0.773,SENHOR DO BONFIM,31.472081218274116
966,0.595,0.512,0.53,0.775,SERRA DO RAMALHO,38.51351351351352
967,0.585,0.48,0.535,0.778,SENTO SÉ,37.25490196078432
968,0.608,0.537,0.539,0.775,SERRA DOURADA,27.1523178807947
969,0.675,0.591,0.641,0.813,SIMÕES FILHO,35.47945205479452
970,0.631,0.555,0.605,0.748,SOBRADINHO,30.417495029821072
971,0.743,0.647,0.735,0.861,SOBRADINHO,30.417495029821072
972,0.685,0.588,0.683,0.8,TEIXEIRA DE FREITAS,33.33333333333333
973,0.594,0.477,0.567,0.774,TEODORO SAMPAIO,39.10614525139665
974,0.741,0.679,0.699,0.856,TEODORO SAMPAIO,39.10614525139665
975,0.579,0.458,0.596,0.712,TUCANO,27.881040892193308
976,0.605,0.535,0.554,0.747,UAUÁ,35.625
977,0.582,0.447,0.581,0.759,UBAÍRA,36.8
978,0.611,0.49,0.607,0.767,UBAITABA,47.349823321554766
979,0.617,0.54,0.575,0.758,UIBAÍ,29.78723404255319
980,0.515,0.413,0.469,0.705,UMBURANAS,48.31460674157304
981,0.56,0.424,0.584,0.71,UNA,32.0
982,0.598,0.469,0.595,0.766,URANDI,22.35294117647059
983,0.623,0.502,0.619,0.778,VALENÇA,41.203007518796994
984,0.738,0.666,0.713,0.848,VALENÇA,41.203007518796994
985,0.637,0.568,0.623,0.729,VALENTE,25.724637681159415
986,0.678,0.581,0.681,0.788,VITÓRIA DA CONQUISTA,31.00584435558289
987,0.585,0.479,0.563,0.741,XIQUE-XIQUE,44.77124183006536
988,0.667,0.544,0.661,0.825,AFONSO CLÁUDIO,29.03225806451613
989,0.652,0.546,0.619,0.819,ÁGUA DOCE DO NORTE,63.63636363636363
990,0.721,0.63,0.708,0.839,ALEGRE,34.285714285714285
991,0.73,0.654,0.696,0.856,ANCHIETA,36.8995633187773
992,0.699,0.608,0.703,0.8,ANCHIETA,36.8995633187773
993,0.752,0.707,0.717,0.838,ARACRUZ,36.473429951690825
994,0.702,0.637,0.67,0.811,BAIXO GUANDU,39.42857142857143
995,0.683,0.58,0.673,0.815,BARRA DE SÃO FRANCISCO,40.36458333333333
996,0.679,0.59,0.651,0.816,BOA ESPERANÇA,47.20149253731344
997,0.72,0.673,0.687,0.808,BOA ESPERANÇA,47.20149253731344
998,0.656,0.54,0.63,0.828,BREJETUBA,42.25352112676056
999,0.746,0.677,0.733,0.837,CACHOEIRO DE ITAPEMIRIM,35.650623885918
1000,0.718,0.628,0.699,0.844,CARIACICA,38.45120859444942
1001,0.726,0.639,0.703,0.852,CASTELO,32.34200743494424
1002,0.746,0.668,0.738,0.841,COLATINA,36.69790915645277
1003,0.681,0.603,0.648,0.81,CONCEIÇÃO DA BARRA,46.97986577181208
1004,0.669,0.528,0.68,0.833,DOMINGOS MARTINS,29.411764705882355
1005,0.662,0.562,0.631,0.819,ECOPORANGA,27.380952380952383
1006,0.703,0.595,0.691,0.846,GUAÇUÍ,34.02061855670103
1007,0.731,0.626,0.746,0.837,GUARAPARI,39.41368078175896
1008,0.654,0.54,0.64,0.808,ITAPEMIRIM,45.5
1009,0.666,0.537,0.665,0.829,IÚNA,40.45368620037807
1010,0.678,0.568,0.678,0.81,JAGUARÉ,51.798561151079134
1011,0.753,0.663,0.751,0.857,JOÃO NEIVA,38.88888888888889
1012,0.724,0.63,0.721,0.834,LINHARES,39.34049079754601
1013,0.696,0.588,0.676,0.847,MARATAÍZES,33.73860182370821
1014,0.67,0.541,0.672,0.827,MIMOSO DO SUL,47.64397905759162
1015,0.667,0.535,0.679,0.816,MONTANHA,40.343347639484975
1016,0.712,0.621,0.692,0.841,NOVA VENÉCIA,37.03703703703704
1017,0.654,0.536,0.643,0.812,PEDRO CANÁRIO,45.08670520231214
1018,0.673,0.558,0.668,0.816,PINHEIROS,50.0
1019,0.671,0.521,0.695,0.834,SANTA MARIA DE JETIBÁ,43.05177111716621
1020,0.714,0.604,0.722,0.834,SANTA TERESA,28.51711026615969
1021,0.709,0.578,0.739,0.835,SÃO GABRIEL DA PALHA,46.13333333333333
1022,0.735,0.655,0.719,0.843,SÃO MATEUS,33.04455445544555
1023,0.739,0.664,0.72,0.844,SERRA,40.20436927413672
1024,0.662,0.556,0.65,0.802,SOORETAMA,42.95774647887324
1025,0.728,0.624,0.731,0.845,VENDA NOVA DO IMIGRANTE,32.25152129817444
1026,0.8,0.734,0.807,0.864,VILA VELHA,32.00740055504163
1027,0.845,0.805,0.876,0.855,VITÓRIA,32.27155727155727
1028,0.724,0.605,0.74,0.846,ANGRA DOS REIS,47.73869346733669
1029,0.718,0.617,0.714,0.839,ARARUAMA,43.026315789473685
1030,0.733,0.665,0.723,0.819,BARRA DO PIRAÍ,47.90076335877863
1031,0.729,0.657,0.72,0.819,BARRA MANSA,44.29657794676806
1032,0.684,0.598,0.662,0.808,BELFORD ROXO,48.9261744966443
1033,0.732,0.662,0.723,0.819,BOM JESUS DO ITABAPOANA,37.267080745341616
1034,0.735,0.64,0.743,0.836,CABO FRIO,48.99095337508699
1035,0.7,0.603,0.695,0.817,CACHOEIRAS DE MACACU,45.77922077922078
1036,0.716,0.619,0.715,0.83,CAMPOS DOS GOYTACAZES,42.90633608815427
1037,0.726,0.642,0.734,0.811,CASIMIRO DE ABREU,40.95238095238095
1038,0.711,0.624,0.692,0.833,DUQUE DE CAXIAS,41.476345840130506
1039,0.698,0.604,0.692,0.812,GUAPIMIRIM,48.458149779735685
1040,0.761,0.704,0.744,0.841,IGUABA GRANDE,36.224489795918366
1041,0.693,0.593,0.69,0.813,ITABORAÍ,43.44453064391001
1042,0.715,0.638,0.703,0.814,ITAGUAÍ,44.64516129032258
1043,0.713,0.635,0.696,0.82,ITAOCARA,38.19241982507289
1044,0.73,0.649,0.716,0.837,ITAPERUNA,51.58878504672897
1045,0.659,0.555,0.637,0.809,JAPERI,47.68611670020121
1046,0.764,0.681,0.792,0.828,MACAÉ,41.28878281622912
1047,0.709,0.626,0.685,0.832,MAGÉ,51.51515151515152
1048,0.753,0.676,0.746,0.845,MANGARATIBA,43.333333333333336
1049,0.765,0.692,0.761,0.85,MARICÁ,37.142857142857146
1050,0.737,0.678,0.704,0.839,MESQUITA,40.193370165745854
1051,0.745,0.675,0.74,0.828,MIGUEL PEREIRA,38.78787878787879
1052,0.713,0.646,0.696,0.805,MIRACEMA,31.693989071038253
1053,0.753,0.716,0.731,0.817,NILÓPOLIS,40.53833605220228
1054,0.837,0.773,0.887,0.854,NITERÓI,29.666344294003867
1055,0.745,0.645,0.758,0.846,NOVA FRIBURGO,40.820980615735465
1056,0.713,0.641,0.691,0.818,NOVA IGUAÇU,43.84715025906736
1057,0.72,0.666,0.689,0.812,PARACAMBI,39.175257731958766
1058,0.702,0.61,0.697,0.812,PARAÍBA DO SUL,36.92946058091287
1059,0.693,0.544,0.726,0.842,PARATY,44.40894568690096
1060,0.745,0.639,0.763,0.847,PETRÓPOLIS,37.51214771622935
1061,0.68,0.589,0.659,0.81,QUEIMADOS,41.71494785631519
1062,0.704,0.61,0.698,0.821,QUISSAMÃ,32.417582417582416
1063,0.768,0.709,0.762,0.839,RESENDE,42.17687074829932
1064,0.71,0.62,0.705,0.819,RIO BONITO,38.02281368821293
1065,0.683,0.567,0.7,0.801,RIO CLARO,43.56087262491204
1066,0.803,0.766,0.784,0.862,RIO CLARO,43.56087262491204
1067,0.773,0.689,0.784,0.854,RIO DAS OSTRAS,39.47001394700139
1068,0.799,0.719,0.84,0.845,RIO DE JANEIRO,33.44233294915436
1069,0.718,0.648,0.709,0.806,SANTO ANTÔNIO DE PÁDUA,35.77235772357724
1070,0.639,0.533,0.618,0.791,SÃO FRANCISCO DE ITABAPOANA,60.1010101010101
1071,0.691,0.611,0.685,0.787,SÃO FIDÉLIS,37.54385964912281
1072,0.739,0.681,0.711,0.833,SÃO GONÇALO,37.29764731275632
1073,0.719,0.646,0.693,0.831,SÃO JOÃO DE MERITI,43.208221626452186
1074,0.712,0.626,0.721,0.801,SÃO PEDRO DA ALDEIA,43.77431906614786
1075,0.709,0.621,0.714,0.804,SAQUAREMA,39.31623931623932
1076,0.713,0.648,0.695,0.805,SEROPÉDICA,44.59665144596652
1077,0.73,0.605,0.752,0.855,TERESÓPOLIS,47.35376044568245
1078,0.725,0.656,0.725,0.801,TRÊS RIOS,39.67861557478368
1079,0.714,0.624,0.719,0.813,VASSOURAS,46.15384615384615
1080,0.771,0.72,0.763,0.833,VOLTA REDONDA,45.75963718820862
1081,0.79,0.75,0.772,0.852,ADAMANTINA,61.16207951070336
1082,0.745,0.694,0.705,0.845,AGUDOS,46.07843137254902
1083,0.811,0.76,0.8,0.876,AMERICANA,42.72790535838553
1084,0.779,0.702,0.762,0.885,ANDRADINA,44.76386036960985
1085,0.71,0.647,0.662,0.835,APIAÍ,54.89510489510489
1086,0.788,0.744,0.782,0.841,ARAÇATUBA,50.577053632043445
1087,0.776,0.723,0.751,0.86,ARAÇOIABA DA SERRA,43.52941176470589
1088,0.815,0.782,0.788,0.877,ARARAQUARA,42.05193160227992
1089,0.781,0.728,0.763,0.859,ARARAS,53.57624831309041
1090,0.749,0.681,0.745,0.827,ARTUR NOGUEIRA,46.31901840490797
1091,0.784,0.73,0.761,0.866,ARUJÁ,40.49707602339181
1092,0.805,0.781,0.771,0.865,ASSIS,48.38362068965517
1093,0.765,0.67,0.786,0.851,ATIBAIA,51.062215477996965
1094,0.773,0.738,0.746,0.84,AURIFLAMA,47.08994708994709
1095,0.767,0.695,0.751,0.866,AVARÉ,53.08464849354376
1096,0.788,0.739,0.762,0.869,BARRA BONITA,35.77235772357724
1097,0.701,0.599,0.692,0.83,BARRA BONITA,35.77235772357724
1098,0.641,0.532,0.625,0.792,BARRA DO TURVO,53.06122448979592
1099,0.789,0.738,0.762,0.875,BARRETOS,42.85714285714285
1100,0.725,0.646,0.711,0.829,BARRINHA,41.14583333333333
1101,0.786,0.708,0.791,0.866,BARUERI,42.640364188163886
1102,0.761,0.685,0.766,0.84,BATATAIS,35.025380710659896
1103,0.801,0.752,0.8,0.854,BAURU,43.55275022542832
1104,0.78,0.735,0.756,0.853,BEBEDOURO,52.33881163084703
1105,0.73,0.654,0.727,0.817,BERTIOGA,53.52564102564102
1106,0.78,0.734,0.743,0.869,BIRIGUI,48.72122762148338
1107,0.78,0.728,0.757,0.861,BOITUVA,50.467289719626166
1108,0.8,0.746,0.79,0.869,BOTUCATU,40.29126213592233
1109,0.776,0.704,0.772,0.861,BRAGANÇA PAULISTA,46.37223974763407
1110,0.738,0.678,0.717,0.828,CABREÚVA,48.19277108433735
1111,0.788,0.755,0.754,0.858,CAÇAPAVA,46.25267665952891
1112,0.764,0.728,0.733,0.837,CACHOEIRA PAULISTA,42.926829268292686
1113,0.742,0.661,0.714,0.867,CAFELÂNDIA,49.21465968586388
1114,0.748,0.692,0.723,0.835,CAFELÂNDIA,49.21465968586388
1115,0.781,0.749,0.74,0.861,CAIEIRAS,37.89649415692821
1116,0.728,0.668,0.713,0.81,CAJAMAR,44.72727272727273
1117,0.694,0.611,0.658,0.832,CAJATI,51.38121546961326
1118,0.713,0.633,0.693,0.825,CAJURU,43.94904458598726
1119,0.805,0.731,0.829,0.86,CAMPINAS,43.44557044785878
1120,0.769,0.739,0.733,0.84,CAMPO LIMPO PAULISTA,44.00715563506261
1121,0.749,0.648,0.761,0.852,CAMPOS DO JORDÃO,56.74157303370787
1122,0.747,0.704,0.701,0.845,CÂNDIDO MOTA,58.108108108108105
1123,0.721,0.671,0.675,0.826,CAPÃO BONITO,51.81818181818182
1124,0.75,0.669,0.744,0.848,CAPIVARI,46.9248291571754
1125,0.759,0.705,0.735,0.845,CARAGUATATUBA,45.46925566343042
1126,0.749,0.693,0.721,0.842,CARAPICUÍBA,44.6821900566394
1127,0.73,0.64,0.727,0.835,CASA BRANCA,52.54901960784314
1128,0.785,0.74,0.767,0.853,CATANDUVA,44.58041958041958
1129,0.729,0.666,0.71,0.821,CERQUEIRA CÉSAR,55.8974358974359
1130,0.782,0.739,0.758,0.854,CERQUILHO,39.14590747330961
1131,0.769,0.697,0.746,0.876,COSMÓPOLIS,43.92059553349876
1132,0.78,0.707,0.789,0.851,COTIA,37.220843672456574
1133,0.788,0.758,0.742,0.871,CRUZEIRO,51.02040816326531
1134,0.737,0.681,0.716,0.821,CUBATÃO,50.63829787234042
1135,0.757,0.716,0.717,0.844,DIADEMA,41.67709637046308
1136,0.776,0.737,0.752,0.842,DRACENA,49.70326409495549
1137,0.691,0.615,0.633,0.847,ELDORADO,70.52631578947368
1138,0.684,0.577,0.674,0.824,ELDORADO,70.52631578947368
1139,0.749,0.708,0.713,0.834,EMBU-GUAÇU,46.15384615384615
1140,0.787,0.712,0.784,0.872,ESPÍRITO SANTO DO PINHAL,50.0
1141,0.797,0.758,0.767,0.872,FERNANDÓPOLIS,50.0
1142,0.738,0.703,0.691,0.828,FERRAZ DE VASCONCELOS,40.364880273660205
1143,0.78,0.753,0.749,0.842,FRANCA,49.09735654416505
1144,0.703,0.647,0.659,0.815,FRANCISCO MORATO,53.32225913621262
1145,0.731,0.654,0.702,0.852,FRANCO DA ROCHA,45.56113902847571
1146,0.769,0.728,0.737,0.849,GARÇA,50.15673981191222
1147,0.753,0.683,0.759,0.824,GUAÍRA,44.64534075104312
1148,0.724,0.615,0.739,0.836,GUAÍRA,44.64534075104312
1149,0.763,0.726,0.727,0.84,GUARARAPES,44.44444444444444
1150,0.798,0.751,0.764,0.886,GUARATINGUETÁ,49.03417533432392
1151,0.751,0.679,0.729,0.854,GUARUJÁ,52.8865295288653
1152,0.763,0.717,0.746,0.831,GUARULHOS,42.15537463778115
1153,0.756,0.703,0.716,0.859,HORTOLÂNDIA,45.3125
1154,0.703,0.627,0.681,0.814,IBATÉ,35.22727272727273
1155,0.747,0.667,0.738,0.846,IBITINGA,56.15384615384615
1156,0.71,0.614,0.7,0.832,IBIÚNA,45.86466165413533
1157,0.726,0.653,0.691,0.847,IGUAPE,42.72727272727273
1158,0.756,0.693,0.739,0.843,ILHABELA,50.617283950617285
1159,0.812,0.782,0.786,0.871,ILHA SOLTEIRA,40.0
1160,0.788,0.738,0.791,0.837,INDAIATUBA,41.842900302114806
1161,0.713,0.63,0.692,0.83,ITAÍ,53.813559322033896
1162,0.745,0.701,0.716,0.823,ITANHAÉM,48.47972972972973
1163,0.742,0.687,0.699,0.852,ITAPECERICA DA SERRA,44.8405253283302
1164,0.763,0.705,0.728,0.864,ITAPETININGA,46.30113141862489
1165,0.732,0.697,0.702,0.803,ITAPEVA,57.5177304964539
1166,0.735,0.677,0.687,0.855,ITAPEVI,46.142093200916726
1167,0.762,0.692,0.75,0.852,ITAPIRA,39.84168865435356
1168,0.744,0.667,0.738,0.836,ITÁPOLIS,51.71102661596958
1169,0.714,0.648,0.665,0.844,ITAQUAQUECETUBA,47.61904761904761
1170,0.703,0.649,0.668,0.803,ITARARÉ,51.30260521042084
1171,0.778,0.708,0.788,0.844,ITATIBA,42.4886191198786
1172,0.773,0.692,0.782,0.854,ITU,45.66929133858268
1173,0.762,0.699,0.75,0.844,ITUPEVA,49.29577464788733
1174,0.765,0.694,0.768,0.841,ITUVERAVA,39.01273885350319
1175,0.778,0.71,0.778,0.851,JABOTICABAL,39.08355795148248
1176,0.777,0.749,0.749,0.837,JACAREÍ,38.10763888888889
1177,0.784,0.715,0.782,0.862,JAGUARIÚNA,52.733686067019406
1178,0.776,0.73,0.75,0.855,JALES,51.61290322580645
1179,0.76,0.706,0.738,0.841,JANDIRA,40.73033707865169
1180,0.735,0.64,0.728,0.853,JARDINÓPOLIS,37.32718894009216
1181,0.709,0.611,0.708,0.823,JARDINÓPOLIS,37.32718894009216
1182,0.778,0.693,0.768,0.886,JAÚ,43.07805596465391
1183,0.777,0.717,0.752,0.869,JOSÉ BONIFÁCIO,49.19168591224018
1184,0.822,0.768,0.834,0.866,JUNDIAÍ,41.90412336573919
1185,0.709,0.662,0.68,0.791,JUQUITIBA,40.0
1186,0.744,0.665,0.729,0.851,LEME,44.05737704918033
1187,0.764,0.717,0.743,0.837,LENÇÓIS PAULISTA,47.136563876651984
1188,0.775,0.719,0.761,0.852,LIMEIRA,46.921119592875314
1189,0.786,0.733,0.762,0.869,LINS,50.970873786407765
1190,0.766,0.713,0.736,0.856,LORENA,43.1858407079646
1191,0.777,0.697,0.783,0.861,LOUVEIRA,52.75590551181102
1192,0.743,0.684,0.721,0.831,MAIRINQUE,41.08527131782946
1193,0.788,0.723,0.767,0.881,MAIRIPORÃ,45.52845528455284
1194,0.798,0.776,0.768,0.854,MARÍLIA,46.384720327421554
1195,0.721,0.641,0.703,0.832,MARTINÓPOLIS,36.72316384180791
1196,0.773,0.713,0.766,0.847,MATÃO,50.97765363128492
1197,0.766,0.733,0.721,0.852,MAUÁ,45.35137494543867
1198,0.697,0.655,0.645,0.803,MIRACATU,61.02941176470589
1199,0.751,0.665,0.732,0.869,MIRANDÓPOLIS,39.44954128440367
1200,0.724,0.674,0.67,0.841,MIRANTE DO PARANAPANEMA,34.959349593495936
1201,0.762,0.698,0.748,0.846,MIRASSOL,45.08009153318078
1202,0.762,0.709,0.756,0.827,MOCOCA,41.01694915254237
1203,0.783,0.74,0.762,0.851,MOGI DAS CRUZES,40.86715867158672
1204,0.774,0.736,0.74,0.852,MOGI GUAÇU,52.2075055187638
1205,0.754,0.699,0.719,0.854,MONGAGUÁ,45.68345323741007
1206,0.768,0.707,0.746,0.859,MONTE ALTO,40.30303030303031
1207,0.785,0.72,0.781,0.861,MONTE APRAZÍVEL,45.35714285714285
1208,0.733,0.639,0.713,0.863,MONTE MOR,42.65734265734265
1209,0.791,0.762,0.755,0.861,NOVA ODESSA,40.773809523809526
1210,0.773,0.724,0.737,0.867,OLÍMPIA,41.35338345864661
1211,0.78,0.703,0.765,0.882,ORLÂNDIA,34.74903474903475
1212,0.776,0.718,0.776,0.84,OSASCO,37.260509007720906
1213,0.762,0.713,0.74,0.837,OSVALDO CRUZ,46.64179104477612
1214,0.778,0.727,0.753,0.859,OURINHOS,48.71550903901047
1215,0.762,0.739,0.717,0.836,PARAGUAÇU PAULISTA,48.028673835125446
1216,0.795,0.727,0.8,0.864,PAULÍNIA,43.45549738219896
1217,0.739,0.673,0.738,0.812,PEDERNEIRAS,49.47368421052632
1218,0.769,0.701,0.75,0.864,PEDREIRA,45.94594594594595
1219,0.759,0.68,0.748,0.859,PENÁPOLIS,50.0
1220,0.766,0.732,0.728,0.845,PEREIRA BARRETO,42.23300970873786
1221,0.749,0.675,0.73,0.854,PERUÍBE,47.57630161579892
1222,0.716,0.624,0.694,0.848,PIEDADE,45.45454545454545
1223,0.69,0.594,0.674,0.82,PILAR DO SUL,36.40776699029127
1224,0.773,0.736,0.745,0.843,PINDAMONHANGABA,46.837944664031625
1225,0.785,0.717,0.797,0.848,PIRACICABA,42.89855072463768
1226,0.758,0.699,0.74,0.843,PIRAJU,48.36065573770492
1227,0.749,0.672,0.734,0.853,PIRAJUÍ,39.884393063583815
1228,0.801,0.736,0.789,0.884,PIRASSUNUNGA,38.40361445783133
1229,0.723,0.651,0.699,0.83,PITANGUEIRAS,40.85365853658536
1230,0.71,0.634,0.67,0.842,PITANGUEIRAS,40.85365853658536
1231,0.771,0.754,0.71,0.856,POÁ,42.51152073732719
1232,0.725,0.633,0.718,0.838,PONTAL,43.85245901639344
1233,0.758,0.706,0.737,0.836,PORTO FELIZ,54.151624548736464
1234,0.751,0.696,0.736,0.827,PORTO FERREIRA,42.80303030303031
1235,0.754,0.692,0.744,0.834,PRAIA GRANDE,52.06949412365866
1236,0.718,0.636,0.692,0.84,PRAIA GRANDE,52.06949412365866
1237,0.75,0.7,0.714,0.845,PRESIDENTE EPITÁCIO,35.24904214559387
1238,0.806,0.774,0.788,0.858,PRESIDENTE PRUDENTE,38.37471783295711
1239,0.763,0.708,0.749,0.837,PRESIDENTE VENCESLAU,46.93877551020408
