,IDHM,IDHM Educação,IDHM Renda,IDHM Longevidade,municipio,codigo
474,0.606,0.498,0.585,0.763,Barra Do Corda,210160
475,0.57,0.479,0.515,0.752,Barreirinhas,210170
476,0.512,0.455,0.417,0.707,Belágua,210173
477,0.554,0.45,0.515,0.735,Bela Vista Do Maranhão,210177
478,0.546,0.426,0.531,0.719,Benedito Leite,210180
479,0.601,0.561,0.51,0.757,Bequimão,210190
480,0.604,0.547,0.544,0.742,Bernardo Do Mearim,210193
481,0.545,0.461,0.515,0.681,Boa Vista Do Gurupi,210197
482,0.538,0.4,0.519,0.75,Bom Jardim,210200
483,0.558,0.431,0.537,0.751,Bom Jesus Das Selvas,210203
484,0.562,0.493,0.486,0.741,Bom Lugar,210207
485,0.562,0.454,0.517,0.758,Brejo,210210
486,0.519,0.408,0.507,0.677,Brejo De Areia,210215
487,0.548,0.48,0.479,0.714,Buriti,210220
488,0.59,0.506,0.539,0.752,Buriti Bravo,210230
489,0.556,0.455,0.533,0.708,Buriticupu,210232
490,0.583,0.505,0.54,0.725,Buritirana,210235
491,0.537,0.476,0.422,0.773,Cachoeira Grande,210237
492,0.553,0.505,0.466,0.72,Cajapió,210240
493,0.523,0.421,0.456,0.747,Cajari,210250
494,0.652,0.586,0.611,0.774,Campestre Do Maranhão,210255
495,0.561,0.456,0.52,0.745,Cândido Mendes,210260
496,0.565,0.468,0.497,0.774,Cantanhede,210270
497,0.537,0.43,0.517,0.698,Capinzal Do Norte,210275
498,0.634,0.529,0.6,0.802,Carolina,210280
499,0.574,0.476,0.533,0.747,Carutapera,210290
500,0.624,0.543,0.595,0.753,Caxias,210300
501,0.605,0.57,0.52,0.748,Cedral,210310
502,0.585,0.557,0.503,0.713,Central Do Maranhão,210312
503,0.542,0.442,0.51,0.707,Centro Do Guilherme,210315
504,0.518,0.382,0.508,0.717,Centro Novo Do Maranhão,210317
505,0.604,0.517,0.554,0.77,Chapadinha,210320
506,0.6,0.529,0.562,0.728,Cidelândia,210325
507,0.595,0.492,0.568,0.754,Codó,210330
508,0.564,0.454,0.544,0.728,Coelho Neto,210340
509,0.596,0.524,0.571,0.709,Colinas,210350
510,0.512,0.37,0.492,0.738,Conceição Do Lago-Açu,210355
511,0.576,0.475,0.545,0.737,Coroatá,210360
512,0.612,0.525,0.568,0.768,Cururupu,210370
513,0.607,0.535,0.561,0.747,Davinópolis,210375
514,0.622,0.545,0.582,0.759,Dom Pedro,210380
515,0.533,0.451,0.485,0.693,Duque Bacelar,210390
516,0.586,0.503,0.561,0.713,Esperantinópolis,210400
517,0.659,0.536,0.666,0.8,Estreito,210405
518,0.532,0.405,0.511,0.729,Feira Nova Do Maranhão,210407
519,0.443,0.286,0.417,0.728,Fernando Falcão,210408
520,0.556,0.459,0.485,0.774,Formosa Da Serra Negra,210409
521,0.616,0.534,0.566,0.773,Fortaleza Dos Nogueiras,210410
522,0.58,0.494,0.558,0.706,Fortuna,210420
523,0.604,0.546,0.537,0.75,Godofredo Viana,210430
524,0.568,0.445,0.542,0.758,Gonçalves Dias,210440
525,0.565,0.481,0.545,0.687,Governador Archer,210450
526,0.629,0.552,0.589,0.764,Governador Edison Lobão,210455
527,0.572,0.462,0.55,0.736,Governador Eugênio Barros,210460
528,0.544,0.459,0.508,0.692,Governador Luiz Rocha,210462
529,0.521,0.387,0.509,0.718,Governador Newton Bello,210465
530,0.569,0.472,0.54,0.722,Governador Nunes Freire,210467
531,0.57,0.459,0.538,0.748,Graça Aranha,210470
532,0.609,0.497,0.603,0.754,Grajaú,210480
533,0.625,0.592,0.535,0.772,Guimarães,210490
534,0.535,0.455,0.443,0.759,Humberto De Campos,210500
535,0.546,0.472,0.475,0.727,Icatu,210510
536,0.569,0.506,0.53,0.687,Igarapé Do Meio,210515
537,0.614,0.536,0.578,0.747,Igarapé Grande,210520
538,0.731,0.698,0.697,0.803,Imperatriz,210530
539,0.518,0.419,0.456,0.726,Itaipava Do Grajaú,210535
540,0.599,0.539,0.534,0.747,Itapecuru Mirim,210540
541,0.63,0.545,0.601,0.764,Itinga Do Maranhão,210542
542,0.561,0.481,0.522,0.702,Jatobá,210545
543,0.49,0.346,0.445,0.766,Jenipapo Dos Vieiras,210547
544,0.641,0.573,0.585,0.785,João Lisboa,210550
545,0.561,0.445,0.533,0.743,Joselândia,210560
546,0.552,0.443,0.55,0.69,Junco Do Maranhão,210565
547,0.589,0.502,0.561,0.724,Lago Da Pedra,210570
548,0.581,0.492,0.537,0.741,Lago Do Junco,210580
549,0.557,0.466,0.508,0.731,Lago Verde,210590
550,0.566,0.475,0.525,0.726,Lagoa Do Mato,210592
551,0.602,0.534,0.555,0.737,Lago Dos Rodrigues,210594
552,0.502,0.36,0.48,0.731,Lagoa Grande Do Maranhão,210596
553,0.589,0.494,0.561,0.738,Lajeado Novo,210598
554,0.581,0.481,0.578,0.705,Lima Campos,210600
555,0.582,0.495,0.516,0.771,Loreto,210610
556,0.588,0.512,0.541,0.734,Luís Domingues,210620
557,0.567,0.499,0.502,0.729,Magalhães De Almeida,210630
558,0.582,0.501,0.546,0.719,Maracaçumé,210632
559,0.452,0.299,0.4,0.774,Marajá Do Sena,210635
560,0.55,0.465,0.497,0.719,Maranhãozinho,210637
561,0.57,0.494,0.483,0.776,Mata Roma,210640
562,0.619,0.56,0.579,0.731,Matinha,210650
563,0.55,0.434,0.519,0.739,Matões,210660
564,0.533,0.436,0.452,0.768,Matões Do Norte,210663
565,0.527,0.413,0.465,0.764,Milagres Do Maranhão,210667
566,0.545,0.451,0.485,0.74,Mirador,210670
567,0.61,0.55,0.55,0.751,Miranda Do Norte,210675
568,0.622,0.582,0.546,0.756,Mirinzal,210680
569,0.546,0.464,0.499,0.704,Monção,210690
570,0.575,0.486,0.534,0.732,Montes Altos,210700
571,0.548,0.48,0.485,0.706,Morros,210710
572,0.585,0.547,0.474,0.774,Nina Rodrigues,210720
573,0.566,0.481,0.502,0.749,Nova Colinas,210725
574,0.584,0.489,0.558,0.729,Nova Iorque,210730
575,0.581,0.484,0.536,0.755,Nova Olinda Do Maranhão,210735
576,0.589,0.491,0.551,0.754,Olho D'Água Das Cunhãs,210740
577,0.575,0.531,0.495,0.724,Olinda Nova Do Maranhão,210745
578,0.724,0.739,0.646,0.796,Paço Do Lumiar,210750
579,0.556,0.492,0.488,0.715,Palmeirândia,210760
580,0.58,0.473,0.572,0.723,Paraibano,210770
581,0.542,0.416,0.504,0.758,Parnarama,210780
582,0.532,0.401,0.525,0.717,Passagem Franca,210790
583,0.61,0.559,0.54,0.753,Pastos Bons,210800
584,0.561,0.511,0.481,0.72,Paulino Neves,210805
585,0.549,0.447,0.546,0.677,Paulo Ramos,210810
586,0.682,0.621,0.644,0.792,Pedreiras,210820
587,0.516,0.415,0.475,0.696,Pedro Do Rosário,210825
588,0.554,0.472,0.519,0.693,Penalva,210830
589,0.599,0.572,0.506,0.744,Peri Mirim,210840
590,0.564,0.464,0.499,0.774,Peritoró,210845
591,0.633,0.592,0.568,0.755,Pindaré-Mirim,210850
592,0.637,0.579,0.579,0.771,Pinheiro,210860
593,0.541,0.408,0.535,0.727,Pio Xii,210870
594,0.576,0.514,0.501,0.741,Pirapemas,210880
595,0.576,0.481,0.543,0.732,Poção De Pedras,210890
596,0.684,0.606,0.664,0.796,Porto Franco,210900
597,0.615,0.561,0.538,0.772,Porto Rico Do Maranhão,210905
598,0.653,0.563,0.628,0.788,Presidente Dutra,210910
599,0.563,0.532,0.452,0.743,Presidente Juscelino,210920
600,0.591,0.522,0.518,0.762,Presidente Médici,210923
601,0.557,0.472,0.486,0.752,Presidente Sarney,210927
602,0.587,0.56,0.47,0.768,Presidente Vargas,210930
603,0.512,0.414,0.448,0.722,Primeira Cruz,210940
604,0.626,0.587,0.568,0.735,Raposa,210945
605,0.576,0.442,0.572,0.757,Riachão,210950
606,0.615,0.527,0.592,0.744,Ribamar Fiquene,210955
607,0.632,0.592,0.566,0.752,Rosário,210960
608,0.565,0.456,0.542,0.728,Sambaíba,210970
609,0.525,0.435,0.461,0.722,Santa Filomena Do Maranhão,210975
610,0.571,0.471,0.531,0.746,Santa Helena,210980
611,0.674,0.615,0.633,0.788,Santa Inês,210990
612,0.55,0.452,0.525,0.7,Santa Luzia,211000
613,0.599,0.51,0.583,0.723,Santa Luzia Do Paruá,211003
614,0.555,0.458,0.49,0.76,Santa Quitéria Do Maranhão,211010
615,0.609,0.551,0.553,0.743,Santa Rita,211020
616,0.51,0.394,0.445,0.758,Santana Do Maranhão,211023
617,0.518,0.416,0.454,0.738,Santo Amaro Do Maranhão,211027
618,0.566,0.465,0.547,0.714,Santo Antônio Dos Lopes,211030
619,0.541,0.452,0.468,0.749,São Benedito Do Rio Preto,211040
620,0.602,0.545,0.525,0.762,São Bento,211050
621,0.572,0.479,0.514,0.762,São Bernardo,211060
622,0.59,0.486,0.576,0.732,São Domingos Do Azeitão,211065
623,0.582,0.504,0.549,0.713,São Domingos Do Maranhão,211070
624,0.557,0.43,0.517,0.778,São Félix De Balsas,211080
625,0.584,0.479,0.556,0.748,São Francisco Do Brejão,211085
626,0.528,0.4,0.503,0.733,São Francisco Do Maranhão,211090
627,0.598,0.577,0.493,0.752,São João Batista,211100
628,0.509,0.397,0.487,0.684,São João Do Carú,211102
629,0.609,0.542,0.554,0.753,São João Do Paraíso,211105
630,0.517,0.401,0.486,0.711,São João Do Soter,211107
631,0.615,0.522,0.613,0.726,São João Dos Patos,211110
632,0.708,0.7,0.642,0.79,São José De Ribamar,211120
633,0.557,0.48,0.501,0.719,São José Dos Basílios,211125
634,0.768,0.752,0.741,0.813,São Luís,211130
635,0.54,0.438,0.503,0.716,São Luís Gonzaga Do Maranhão,211140
636,0.616,0.515,0.627,0.723,São Mateus Do Maranhão,211150
637,0.605,0.523,0.577,0.735,São Pedro Da Água Branca,211153
638,0.6,0.524,0.558,0.738,São Pedro Dos Crentes,211157
639,0.61,0.521,0.583,0.749,São Raimundo Das Mangabeiras,211160
640,0.516,0.41,0.478,0.7,São Raimundo Do Doca Bezerra,211163
641,0.516,0.391,0.475,0.738,São Roberto,211167
642,0.592,0.541,0.504,0.762,São Vicente Ferrer,211170
643,0.493,0.369,0.45,0.72,Satubinha,211172
644,0.538,0.435,0.52,0.689,Senador Alexandre Costa,211174
645,0.602,0.515,0.57,0.743,Senador La Rocque,211176
646,0.519,0.433,0.44,0.735,Serrano Do Maranhão,211178
647,0.564,0.456,0.509,0.774,Sítio Novo,211180
648,0.579,0.505,0.526,0.731,Sucupira Do Norte,211190
649,0.568,0.447,0.538,0.761,Sucupira Do Riachão,211195
650,0.599,0.491,0.562,0.777,Tasso Fragoso,211200
651,0.537,0.427,0.498,0.73,Timbiras,211210
652,0.649,0.579,0.614,0.768,Timon,211220
653,0.606,0.534,0.565,0.738,Trizidela Do Vale,211223
654,0.555,0.481,0.502,0.709,Tufilândia,211227
655,0.572,0.483,0.534,0.726,Tuntum,211230
656,0.561,0.461,0.493,0.776,Turiaçu,211240
657,0.536,0.402,0.495,0.774,Turilândia,211245
658,0.561,0.451,0.543,0.722,Tutóia,211250
659,0.588,0.522,0.506,0.77,Urbano Santos,211260
660,0.542,0.425,0.487,0.768,Vargem Grande,211270
661,0.618,0.548,0.567,0.758,Viana,211280
662,0.581,0.491,0.555,0.718,Vila Nova Dos Martírios,211285
663,0.596,0.534,0.54,0.733,Vitória Do Mearim,211290
664,0.57,0.477,0.563,0.688,Vitorino Freire,211300
665,0.595,0.505,0.559,0.745,Zé Doca,211400
666,0.528,0.411,0.517,0.692,Acauã,220005
667,0.599,0.526,0.55,0.742,Agricolândia,220010
668,0.639,0.569,0.6,0.763,Água Branca,220020
669,0.531,0.391,0.535,0.716,Alagoinha Do Piauí,220025
670,0.585,0.475,0.564,0.749,Alegrete Do Piauí,220027
671,0.585,0.47,0.567,0.751,Alto Longá,220030
672,0.614,0.512,0.59,0.767,Altos,220040
673,0.578,0.496,0.52,0.749,Alvorada Do Gurguéia,220045
674,0.598,0.497,0.574,0.75,Amarante,220050
675,0.63,0.555,0.61,0.737,Angical Do Piauí,220060
676,0.594,0.512,0.534,0.768,Anísio De Abreu,220070
677,0.62,0.527,0.579,0.781,Antônio Almeida,220080
678,0.583,0.468,0.563,0.752,Aroazes,220090
679,0.519,0.378,0.502,0.738,Aroeiras Do Itaim,220095
680,0.56,0.449,0.514,0.761,Arraial,220100
681,0.499,0.382,0.462,0.706,Assunção Do Piauí,220105
682,0.554,0.442,0.532,0.722,Avelino Lopes,220110
683,0.564,0.446,0.537,0.751,Baixa Grande Do Ribeiro,220115
684,0.577,0.471,0.526,0.777,Barra D'Alcântara,220117
685,0.595,0.485,0.558,0.779,Barras,220120
686,0.557,0.423,0.56,0.73,Barreiras Do Piauí,220130
687,0.612,0.514,0.611,0.729,Barro Duro,220140
688,0.545,0.398,0.54,0.755,Batalha,220150
689,0.576,0.519,0.52,0.709,Bela Vista Do Piauí,220155
690,0.551,0.448,0.537,0.696,Belém Do Piauí,220157
691,0.557,0.394,0.561,0.78,Beneditinos,220160
692,0.612,0.507,0.596,0.758,Bertolínia,220170
693,0.489,0.342,0.486,0.702,Betânia Do Piauí,220173
694,0.575,0.46,0.534,0.772,Boa Hora,220177
695,0.632,0.532,0.614,0.773,Bocaina,220180
696,0.668,0.562,0.665,0.799,Bom Jesus,220190
697,0.532,0.372,0.526,0.77,Bom Princípio Do Piauí,220191
698,0.542,0.415,0.542,0.707,Bonfim Do Piauí,220192
699,0.56,0.434,0.555,0.729,Boqueirão Do Piauí,220194
700,0.577,0.446,0.572,0.752,Brasileira,220196
701,0.515,0.354,0.531,0.725,Brejo Do Piauí,220198
702,0.565,0.452,0.544,0.735,Buriti Dos Lopes,220200
703,0.574,0.46,0.527,0.78,Buriti Dos Montes,220202
704,0.583,0.476,0.54,0.769,Cabeceiras Do Piauí,220205
705,0.562,0.449,0.525,0.752,Cajazeiras Do Piauí,220207
706,0.546,0.4,0.551,0.739,Cajueiro Da Praia,220208
707,0.588,0.486,0.561,0.744,Caldeirão Grande Do Piauí,220209
708,0.544,0.397,0.524,0.776,Campinas Do Piauí,220210
709,0.537,0.385,0.528,0.762,Campo Alegre Do Fidalgo,220211
710,0.56,0.446,0.545,0.721,Campo Grande Do Piauí,220213
711,0.528,0.401,0.479,0.766,Campo Largo Do Piauí,220217
712,0.656,0.566,0.629,0.793,Campo Maior,220220
713,0.583,0.485,0.525,0.778,Canavieira,220225
714,0.576,0.462,0.571,0.724,Canto Do Buriti,220230
715,0.583,0.465,0.552,0.773,Capitão De Campos,220240
716,0.553,0.464,0.503,0.725,Capitão Gervásio Oliveira,220245
717,0.552,0.409,0.533,0.771,Caracol,220250
718,0.505,0.347,0.48,0.775,Caraúbas Do Piauí,220253
719,0.541,0.426,0.52,0.715,Caridade Do Piauí,220255
720,0.587,0.473,0.566,0.754,Castelo Do Piauí,220260
721,0.488,0.329,0.498,0.708,Caxingó,220265
722,0.497,0.334,0.516,0.712,Cocal,220270
723,0.555,0.399,0.55,0.78,Cocal De Telha,220271
724,0.498,0.315,0.504,0.779,Cocal Dos Alves,220272
725,0.565,0.453,0.543,0.732,Coivaras,220273
726,0.628,0.55,0.578,0.778,Colônia Do Gurguéia,220275
727,0.588,0.462,0.57,0.772,Colônia Do Piauí,220277
728,0.589,0.482,0.559,0.759,Conceição Do Canindé,220280
729,0.546,0.433,0.518,0.725,Coronel José Dias,220285
730,0.642,0.54,0.62,0.789,Corrente,220290
731,0.573,0.469,0.521,0.77,Cristalândia Do Piauí,220300
732,0.566,0.434,0.586,0.713,Cristino Castro,220310
733,0.607,0.527,0.574,0.741,Curimatá,220320
734,0.542,0.438,0.49,0.743,Currais,220323
735,0.555,0.438,0.512,0.762,Curralinhos,220325
736,0.527,0.422,0.506,0.685,Curral Novo Do Piauí,220327
737,0.618,0.515,0.588,0.781,Demerval Lobão,220330
738,0.561,0.436,0.563,0.718,Dirceu Arcoverde,220335
739,0.601,0.488,0.583,0.762,Dom Expedito Lopes,220340
740,0.55,0.403,0.547,0.755,Domingos Mourão,220342
741,0.549,0.439,0.498,0.756,Dom Inocêncio,220345
742,0.58,0.45,0.573,0.758,Elesbão Veloso,220350
743,0.595,0.462,0.616,0.742,Eliseu Martins,220360
744,0.605,0.497,0.579,0.769,Esperantina,220370
745,0.548,0.441,0.506,0.738,Fartura Do Piauí,220375
746,0.547,0.443,0.525,0.704,Flores Do Piauí,220380
747,0.538,0.391,0.53,0.753,Floresta Do Piauí,220385
748,0.7,0.633,0.676,0.802,Floriano,220390
749,0.564,0.475,0.523,0.722,Francinópolis,220400
750,0.577,0.45,0.565,0.756,Francisco Ayres,220410
751,0.553,0.425,0.567,0.701,Francisco Macedo,220415
752,0.608,0.498,0.598,0.754,Francisco Santos,220420
753,0.619,0.511,0.621,0.748,Fronteiras,220430
754,0.561,0.446,0.524,0.755,Geminiano,220435
755,0.548,0.38,0.574,0.753,Gilbués,220440
756,0.65,0.542,0.639,0.794,Guadalupe,220450
757,0.508,0.381,0.483,0.711,Guaribas,220455
758,0.599,0.524,0.528,0.776,Hugo Napoleão,220460
759,0.563,0.472,0.534,0.708,Ilha Grande,220465
760,0.624,0.56,0.562,0.772,Inhuma,220470
761,0.63,0.583,0.56,0.765,Ipiranga Do Piauí,220480
762,0.582,0.41,0.628,0.767,Isaías Coelho,220490
763,0.541,0.401,0.545,0.725,Itainópolis,220500
764,0.583,0.46,0.594,0.727,Itaueira,220510
765,0.535,0.416,0.509,0.724,Jacobina Do Piauí,220515
766,0.524,0.366,0.556,0.709,Jaicós,220520
767,0.593,0.55,0.532,0.711,Jardim Do Mulato,220525
768,0.566,0.442,0.525,0.78,Jatobá Do Piauí,220527
769,0.591,0.461,0.569,0.787,Jerumenha,220530
770,0.561,0.46,0.51,0.752,João Costa,220535
771,0.522,0.384,0.485,0.765,Joaquim Pires,220540
772,0.504,0.353,0.501,0.726,Joca Marques,220545
773,0.618,0.512,0.591,0.781,José De Freitas,220550
774,0.57,0.47,0.522,0.753,Juazeiro Do Piauí,220551
775,0.582,0.508,0.5,0.777,Júlio Borges,220552
776,0.555,0.435,0.511,0.767,Jurema,220553
777,0.597,0.488,0.561,0.776,Lagoinha Do Piauí,220554
778,0.55,0.425,0.538,0.728,Lagoa Alegre,220555
779,0.502,0.358,0.474,0.744,Lagoa Do Barro Do Piauí,220556
780,0.529,0.4,0.499,0.743,Lagoa De São Francisco,220557
781,0.583,0.464,0.548,0.778,Lagoa Do Piauí,220558
782,0.541,0.421,0.504,0.745,Lagoa Do Sítio,220559
783,0.584,0.48,0.563,0.738,Landri Sales,220560
784,0.541,0.398,0.544,0.73,Luís Correia,220570
785,0.545,0.42,0.55,0.7,Luzilândia,220580
786,0.563,0.489,0.472,0.772,Madeiro,220585
787,0.573,0.466,0.534,0.758,Manoel Emídio,220590
788,0.562,0.438,0.578,0.7,Marcolândia,220595
789,0.59,0.494,0.58,0.717,Marcos Parente,220600
790,0.525,0.386,0.514,0.73,Massapê Do Piauí,220605
791,0.562,0.438,0.521,0.779,Matias Olímpio,220610
792,0.539,0.396,0.533,0.742,Miguel Alves,220620
793,0.623,0.533,0.579,0.782,Miguel Leão,220630
794,0.508,0.357,0.476,0.772,Milton Brandão,220635
795,0.615,0.524,0.568,0.781,Monsenhor Gil,220640
796,0.561,0.404,0.591,0.739,Monsenhor Hipólito,220650
797,0.578,0.474,0.531,0.768,Monte Alegre Do Piauí,220660
798,0.542,0.435,0.472,0.774,Morro Cabeça No Tempo,220665
799,0.55,0.418,0.536,0.742,Morro Do Chapéu Do Piauí,220667
800,0.53,0.391,0.489,0.777,Murici Dos Portelas,220669
801,0.576,0.51,0.531,0.707,Nazaré Do Piauí,220670
802,0.586,0.462,0.557,0.78,Nossa Senhora De Nazaré,220675
803,0.533,0.411,0.503,0.732,Nossa Senhora Dos Remédios,220680
804,0.562,0.418,0.547,0.775,Novo Oriente Do Piauí,220690
805,0.528,0.392,0.536,0.702,Novo Santo Antônio,220695
806,0.634,0.547,0.619,0.753,Oeiras,220700
807,0.576,0.477,0.537,0.746,Olho D'Água Do Piauí,220710
808,0.541,0.427,0.531,0.699,Padre Marcos,220720
809,0.575,0.492,0.537,0.721,Paes Landim,220730
810,0.559,0.427,0.56,0.732,Pajeú Do Piauí,220735
811,0.557,0.431,0.57,0.704,Palmeira Do Piauí,220740
812,0.562,0.443,0.515,0.776,Palmeirais,220750
813,0.509,0.348,0.519,0.731,Paquetá,220755
814,0.575,0.464,0.526,0.777,Parnaguá,220760
815,0.687,0.604,0.658,0.816,Parnaíba,220770
816,0.561,0.393,0.594,0.758,Passagem Franca Do Piauí,220775
817,0.563,0.448,0.529,0.755,Patos Do Piauí,220777
818,0.514,0.376,0.488,0.742,Pau D'Arco Do Piauí,220779
819,0.6,0.472,0.596,0.767,Paulistana,220780
820,0.526,0.379,0.512,0.748,Pavussu,220785
821,0.571,0.428,0.566,0.767,Pedro Ii,220790
822,0.562,0.496,0.479,0.746,Pedro Laurentino,220793
823,0.554,0.425,0.52,0.77,Nova Santa Rita,220795
824,0.698,0.621,0.684,0.8,Picos,220800
825,0.566,0.423,0.553,0.774,Pimenteiras,220810
826,0.564,0.44,0.538,0.758,Pio Ix,220820
827,0.596,0.478,0.575,0.77,Piracuruca,220830
828,0.635,0.533,0.621,0.775,Piripiri,220840
829,0.549,0.406,0.537,0.758,Porto,220850
830,0.563,0.452,0.539,0.732,Porto Alegre Do Piauí,220855
831,0.565,0.448,0.527,0.764,Prata Do Piauí,220860
832,0.515,0.368,0.49,0.758,Queimada Nova,220865
833,0.589,0.478,0.557,0.766,Redenção Do Gurguéia,220870
834,0.591,0.498,0.582,0.714,Regeneração,220880
835,0.541,0.431,0.483,0.761,Riacho Frio,220885
836,0.52,0.368,0.505,0.758,Ribeira Do Piauí,220887
837,0.601,0.485,0.568,0.787,Ribeiro Gonçalves,220890
838,0.572,0.442,0.552,0.767,Rio Grande Do Piauí,220900
839,0.601,0.53,0.57,0.72,Santa Cruz Do Piauí,220910
840,0.577,0.509,0.524,0.719,Santa Cruz Dos Milagres,220915
841,0.544,0.385,0.53,0.789,Santa Filomena,220920
842,0.588,0.49,0.539,0.768,Santa Luz,220930
843,0.574,0.476,0.539,0.736,Santana Do Piauí,220935
844,0.567,0.483,0.539,0.699,Santa Rosa Do Piauí,220937
845,0.584,0.473,0.597,0.704,Santo Antônio De Lisboa,220940
846,0.619,0.582,0.524,0.776,Santo Antônio Dos Milagres,220945
847,0.613,0.546,0.543,0.776,Santo Inácio Do Piauí,220950
848,0.596,0.514,0.533,0.771,São Braz Do Piauí,220955
849,0.61,0.52,0.587,0.742,São Félix Do Piauí,220960
850,0.485,0.336,0.462,0.734,São Francisco De Assis Do Piauí,220965
851,0.57,0.448,0.557,0.744,São Francisco Do Piauí,220970
852,0.56,0.438,0.572,0.701,São Gonçalo Do Gurguéia,220975
853,0.616,0.588,0.538,0.739,São Gonçalo Do Piauí,220980
854,0.559,0.446,0.539,0.726,São João Da Canabrava,220985
855,0.515,0.351,0.516,0.753,São João Da Fronteira,220987
856,0.582,0.478,0.545,0.757,São João Da Serra,220990
857,0.559,0.46,0.536,0.708,São João Da Varjota,220995
858,0.523,0.401,0.496,0.72,São João Do Arraial,220997
859,0.645,0.567,0.615,0.769,São João Do Piauí,221000
860,0.565,0.44,0.529,0.775,São José Do Divino,221005
861,0.573,0.449,0.548,0.766,São José Do Peixe,221010
862,0.552,0.423,0.569,0.7,São José Do Piauí,221020
863,0.594,0.455,0.593,0.775,São Julião,221030
864,0.595,0.499,0.56,0.753,São Lourenço Do Piauí,221035
865,0.554,0.433,0.52,0.757,São Luis Do Piauí,221037
866,0.563,0.413,0.557,0.774,São Miguel Da Baixa Grande,221038
867,0.535,0.407,0.505,0.747,São Miguel Do Fidalgo,221039
868,0.556,0.434,0.508,0.78,São Miguel Do Tapuio,221040
869,0.595,0.492,0.553,0.776,São Pedro Do Piauí,221050
870,0.661,0.587,0.631,0.779,São Raimundo Nonato,221060
871,0.536,0.394,0.508,0.77,Sebastião Barros,221062
872,0.562,0.467,0.516,0.736,Sebastião Leal,221063
873,0.581,0.496,0.518,0.764,Sigefredo Pacheco,221065
874,0.575,0.44,0.56,0.771,Simões,221070
875,0.627,0.525,0.613,0.767,Simplício Mendes,221080
876,0.561,0.465,0.513,0.739,Socorro Do Piauí,221090
877,0.586,0.476,0.563,0.749,Sussuapara,221093
878,0.501,0.36,0.509,0.685,Tamboril Do Piauí,221095
879,0.579,0.499,0.553,0.704,Tanque Do Piauí,221097
880,0.751,0.707,0.731,0.82,Teresina,221100
881,0.577,0.453,0.542,0.781,União,221110
882,0.631,0.516,0.614,0.794,Uruçuí,221120
883,0.647,0.566,0.62,0.773,Valença Do Piauí,221130
884,0.553,0.44,0.518,0.743,Várzea Branca,221135
885,0.571,0.474,0.554,0.708,Várzea Grande,221140
886,0.503,0.375,0.494,0.685,Vera Mendes,221150
887,0.565,0.471,0.559,0.685,Vila Nova Do Piauí,221160
888,0.544,0.443,0.513,0.708,Wall Ferraz,221170
889,0.628,0.612,0.54,0.748,Abaiara,230010
890,0.606,0.562,0.559,0.709,Acarape,230015
891,0.601,0.517,0.554,0.758,Acaraú,230020
892,0.595,0.517,0.563,0.724,Acopiara,230030
893,0.569,0.474,0.518,0.749,Aiuaba,230040
894,0.6,0.524,0.549,0.751,Alcântaras,230050
895,0.602,0.515,0.547,0.774,Altaneira,230060
896,0.601,0.499,0.563,0.774,Alto Santo,230070
897,0.606,0.582,0.503,0.761,Amontada,230075
898,0.599,0.506,0.55,0.772,Antonina Do Norte,230080
899,0.618,0.593,0.536,0.741,Apuiarés,230090
900,0.641,0.55,0.608,0.788,Aquiraz,230100
901,0.655,0.624,0.607,0.742,Aracati,230110
902,0.615,0.556,0.55,0.759,Aracoiaba,230120
903,0.59,0.516,0.522,0.763,Ararendá,230125
904,0.564,0.459,0.515,0.759,Araripe,230130
905,0.622,0.587,0.53,0.775,Aratuba,230140
906,0.618,0.564,0.565,0.74,Arneiroz,230150
907,0.6,0.482,0.573,0.783,Assaré,230160
908,0.605,0.521,0.557,0.764,Aurora,230170
909,0.627,0.575,0.563,0.763,Baixio,230180
910,0.606,0.53,0.54,0.779,Banabuiú,230185
911,0.683,0.637,0.613,0.817,Barbalha,230190
912,0.616,0.551,0.551,0.771,Barreira,230195
913,0.599,0.51,0.556,0.758,Barro,230200
914,0.571,0.505,0.512,0.72,Barroquinha,230205
915,0.619,0.548,0.574,0.753,Baturité,230210
