,municipio,PIB,codigo
54427,Abelardo Luz,36959.79,4200101
54428,Agrolândia,25390.33,4200200
54429,Agronômica,29713.26,4200309
54430,Água Doce,49860.9,4200408
54431,Águas de Chapecó,17174.07,4200507
54432,Águas Frias,46438.81,4200556
54433,Águas Mornas,27014.44,4200606
54434,Alfredo Wagner,26906.11,4200705
54435,Alto Bela Vista,31313.91,4200754
54436,Anchieta,25485.69,4200804
54437,Angelina,27782.26,4200903
54438,Anita Garibaldi,23969.42,4201000
54439,Anitápolis,19263.33,4201109
54440,Antônio Carlos,92691.19,4201208
54441,Apiúna,37327.38,4201257
54442,Arabutã,40781.33,4201273
54443,Araquari,127363.81,4201307
54444,Araranguá,28453.67,4201406
54445,Armazém,24315.09,4201505
54446,Arroio Trinta,27448.76,4201604
54447,Arvoredo,51594.15,4201653
54448,Ascurra,26534.35,4201703
54449,Atalanta,31379.01,4201802
54450,Aurora,31156.51,4201901
54451,Balneário Arroio do Silva,13746.43,4201950
54452,Balneário Camboriú,42524.8,4202008
54453,Balneário Barra do Sul,18729.02,4202057
54454,Balneário Gaivota,15192.38,4202073
54455,Bandeirante,29664.12,4202081
54456,Barra Bonita,22001.96,4202099
54457,Barra Velha,62782.08,4202107
54458,Bela Vista do Toldo,24209.07,4202131
54459,Belmonte,19688.36,4202156
54460,Benedito Novo,28335.24,4202206
54461,Biguaçu,32388.1,4202305
54462,Blumenau,48416.09,4202404
54463,Bocaina do Sul,24821.11,4202438
54464,Bombinhas,36504.73,4202453
54465,Bom Jardim da Serra,27981.62,4202503
54466,Bom Jesus,39572.0,4202537
54467,Bom Jesus do Oeste,25122.73,4202578
54468,Bom Retiro,31496.29,4202602
54469,Botuverá,62007.39,4202701
54470,Braço do Norte,40006.08,4202800
54471,Braço do Trombudo,41551.22,4202859
54472,Brunópolis,37243.84,4202875
54473,Brusque,51452.46,4202909
54474,Caçador,44916.25,4203006
54475,Caibi,40779.62,4203105
54476,Calmon,23494.43,4203154
54477,Camboriú,20293.69,4203204
54478,Capão Alto,54182.09,4203253
54479,Campo Alegre,46717.97,4203303
54480,Campo Belo do Sul,32613.5,4203402
54481,Campo Erê,32656.83,4203501
54482,Campos Novos,60541.09,4203600
54483,Canelinha,16834.44,4203709
54484,Canoinhas,32281.64,4203808
54485,Capinzal,41536.8,4203907
54486,Capivari de Baixo,36842.78,4203956
54487,Catanduvas,40167.45,4204004
54488,Caxambu do Sul,38766.6,4204103
54489,Celso Ramos,21794.66,4204152
54490,Cerro Negro,25680.42,4204178
54491,Chapadão do Lageado,26883.79,4204194
54492,Chapecó,47749.34,4204202
54493,Cocal do Sul,41028.53,4204251
54494,Concórdia,49873.96,4204301
54495,Cordilheira Alta,67300.1,4204350
54496,Coronel Freitas,28419.72,4204400
54497,Coronel Martins,18773.18,4204459
54498,Corupá,29250.67,4204509
54499,Correia Pinto,48375.71,4204558
54500,Criciúma,38244.79,4204608
54501,Cunha Porã,53821.99,4204707
54502,Cunhataí,26462.84,4204756
54503,Curitibanos,37601.08,4204806
54504,Descanso,27429.69,4204905
54505,Dionísio Cerqueira,26756.45,4205001
54506,Dona Emma,28093.61,4205100
54507,Doutor Pedrinho,29203.6,4205159
54508,Entre Rios,15794.36,4205175
54509,Ermo,45273.94,4205191
54510,Erval Velho,31044.28,4205209
54511,Faxinal dos Guedes,44140.24,4205308
54512,Flor do Sertão,31032.78,4205357
54513,Florianópolis,43842.54,4205407
54514,Formosa do Sul,22686.89,4205431
54515,Forquilhinha,33522.35,4205456
54516,Fraiburgo,26820.6,4205506
54517,Frei Rogério,35923.62,4205555
54518,Galvão,26615.37,4205605
54519,Garopaba,26747.51,4205704
54520,Garuva,60530.07,4205803
54521,Gaspar,45770.14,4205902
54522,Governador Celso Ramos,24354.3,4206009
54523,Grão Pará,37870.44,4206108
54524,Gravatal,23021.04,4206207
54525,Guabiruba,42015.66,4206306
54526,Guaraciaba,34425.63,4206405
54527,Guaramirim,43680.4,4206504
54528,Guarujá do Sul,32310.17,4206603
54529,Guatambú,53957.22,4206652
54530,Herval d'Oeste,21339.8,4206702
54531,Ibiam,26876.47,4206751
54532,Ibicaré,35305.32,4206801
54533,Ibirama,24861.94,4206900
54534,Içara,45319.13,4207007
54535,Ilhota,51052.59,4207106
54536,Imaruí,19339.12,4207205
54537,Imbituba,45060.37,4207304
54538,Imbuia,28200.33,4207403
54539,Indaial,42868.69,4207502
54540,Iomerê,55101.45,4207577
54541,Ipira,19747.77,4207601
54542,Iporã do Oeste,32640.88,4207650
54543,Ipuaçu,33683.34,4207684
54544,Ipumirim,46902.09,4207700
54545,Iraceminha,24958.01,4207759
54546,Irani,23252.95,4207809
54547,Irati,20147.76,4207858
54548,Irineópolis,29850.57,4207908
54549,Itá,49903.03,4208005
54550,Itaiópolis,35669.31,4208104
54551,Itajaí,128522.07,4208203
54552,Itapema,32775.24,4208302
54553,Itapiranga,49370.7,4208401
54554,Itapoá,44666.77,4208450
54555,Ituporanga,38557.64,4208500
54556,Jaborá,35562.53,4208609
54557,Jacinto Machado,36224.67,4208708
54558,Jaguaruna,29042.3,4208807
54559,Jaraguá do Sul,55182.83,4208906
54560,Jardinópolis,32746.01,4208955
54561,Joaçaba,59987.65,4209003
54562,Joinville,58476.9,4209102
54563,José Boiteux,21393.7,4209151
54564,Jupiá,25727.77,4209177
54565,Lacerdópolis,46827.1,4209201
54566,Lages,35366.36,4209300
54567,Laguna,19468.57,4209409
54568,Lajeado Grande,35283.63,4209458
54569,Laurentino,41614.7,4209508
54570,Lauro Müller,25361.32,4209607
54571,Lebon Régis,26388.0,4209706
54572,Leoberto Leal,32218.1,4209805
54573,Lindóia do Sul,25267.94,4209854
54574,Lontras,29482.65,4209904
54575,Luiz Alves,38568.39,4210001
54576,Luzerna,33558.29,4210035
54577,Macieira,30261.42,4210050
54578,Mafra,35073.85,4210100
54579,Major Gercino,15215.04,4210209
54580,Major Vieira,25985.61,4210308
54581,Maracajá,27404.39,4210407
54582,Maravilha,54385.6,4210506
54583,Marema,35874.87,4210555
54584,Massaranduba,32770.59,4210605
54585,Matos Costa,20415.0,4210704
54586,Meleiro,38113.91,4210803
54587,Mirim Doce,25324.33,4210852
54588,Modelo,28260.38,4210902
54589,Mondaí,60779.85,4211009
54590,Monte Carlo,17778.81,4211058
54591,Monte Castelo,21075.78,4211108
54592,Morro da Fumaça,37437.98,4211207
54593,Morro Grande,34941.55,4211256
54594,Navegantes,57504.74,4211306
54595,Nova Erechim,36706.67,4211405
54596,Nova Itaberaba,31008.2,4211454
54597,Nova Trento,43355.14,4211504
54598,Nova Veneza,50198.58,4211603
54599,Novo Horizonte,36943.05,4211652
54600,Orleans,39567.11,4211702
54601,Otacílio Costa,41157.57,4211751
54602,Ouro,26860.97,4211801
54603,Ouro Verde,42287.87,4211850
54604,Paial,27271.38,4211876
54605,Painel,25396.87,4211892
54606,Palhoça,34839.9,4211900
54607,Palma Sola,28299.5,4212007
54608,Palmeira,42248.08,4212056
54609,Palmitos,42742.91,4212106
54610,Papanduva,31485.54,4212205
54611,Paraíso,33186.54,4212239
54612,Passo de Torres,20035.2,4212254
54613,Passos Maia,32135.25,4212270
54614,Paulo Lopes,26748.8,4212304
54615,Pedras Grandes,36448.83,4212403
54616,Penha,25178.04,4212502
54617,Peritiba,33694.36,4212601
54618,Pescaria Brava,9594.55,4212650
54619,Petrolândia,30438.7,4212700
54620,Balneário Piçarras,47933.93,4212809
54621,Pinhalzinho,56229.55,4212908
54622,Pinheiro Preto,52148.31,4213005
54623,Piratuba,193096.39,4213104
54624,Planalto Alegre,38662.51,4213153
54625,Pomerode,63363.13,4213203
54626,Ponte Alta,27967.28,4213302
54627,Ponte Alta do Norte,33428.01,4213351
54628,Ponte Serrada,19552.38,4213401
54629,Porto Belo,59036.47,4213500
54630,Porto União,21990.79,4213609
54631,Pouso Redondo,31673.51,4213708
54632,Praia Grande,23157.14,4213807
54633,Presidente Castello Branco,35017.76,4213906
54634,Presidente Getúlio,41297.81,4214003
54635,Presidente Nereu,22420.09,4214102
54636,Princesa,25337.46,4214151
54637,Quilombo,36906.9,4214201
54638,Rancho Queimado,47625.96,4214300
54639,Rio das Antas,35241.53,4214409
54640,Rio do Campo,27017.14,4214508
54641,Rio do Oeste,27720.65,4214607
54642,Rio dos Cedros,28877.4,4214706
54643,Rio do Sul,40727.01,4214805
54644,Rio Fortuna,53122.67,4214904
54645,Rio Negrinho,29132.27,4215000
54646,Rio Rufino,23875.98,4215059
54647,Riqueza,27243.67,4215075
54648,Rodeio,26475.08,4215109
54649,Romelândia,18688.66,4215208
54650,Salete,28448.25,4215307
54651,Saltinho,18568.03,4215356
54652,Salto Veloso,42709.82,4215406
54653,Sangão,26397.8,4215455
54654,Santa Cecília,28614.19,4215505
54655,Santa Helena,33988.68,4215554
54656,Santa Rosa de Lima,26842.89,4215604
54657,Santa Rosa do Sul,18190.39,4215653
54658,Santa Terezinha,22070.79,4215679
54659,Santa Terezinha do Progresso,21547.19,4215687
54660,Santiago do Sul,27850.88,4215695
54661,Santo Amaro da Imperatriz,39861.8,4215703
54662,São Bernardino,27413.65,4215752
54663,São Bento do Sul,39331.23,4215802
54664,São Bonifácio,25962.51,4215901
54665,São Carlos,38241.56,4216008
54666,São Cristóvão do Sul,28810.81,4216057
54667,São Domingos,32876.26,4216107
54668,São Francisco do Sul,80372.51,4216206
54669,São João do Oeste,42910.29,4216255
54670,São João Batista,24639.67,4216305
54671,São João do Itaperiú,55256.29,4216354
54672,São João do Sul,27996.73,4216404
54673,São Joaquim,33206.44,4216503
54674,São José,45787.06,4216602
54675,São José do Cedro,30230.09,4216701
54676,São José do Cerrito,31619.23,4216800
54677,São Lourenço do Oeste,46216.41,4216909
54678,São Ludgero,51820.3,4217006
54679,São Martinho,25522.0,4217105
54680,São Miguel da Boa Vista,21727.5,4217154
54681,São Miguel do Oeste,41379.69,4217204
54682,São Pedro de Alcântara,15041.97,4217253
54683,Saudades,39466.85,4217303
54684,Schroeder,24567.23,4217402
54685,Seara,51112.07,4217501
54686,Serra Alta,26700.38,4217550
54687,Siderópolis,37536.34,4217600
54688,Sombrio,26450.03,4217709
54689,Sul Brasil,25678.98,4217758
54690,Taió,36282.1,4217808
54691,Tangará,50470.93,4217907
54692,Tigrinhos,37113.32,4217956
54693,Tijucas,45190.48,4218004
54694,Timbé do Sul,24150.0,4218103
54695,Timbó,44482.14,4218202
54696,Timbó Grande,24138.59,4218251
54697,Três Barras,59705.74,4218301
54698,Treviso,53859.51,4218350
54699,Treze de Maio,23241.95,4218400
54700,Treze Tílias,90720.45,4218509
54701,Trombudo Central,37635.93,4218608
54702,Tubarão,37487.1,4218707
54703,Tunápolis,31286.67,4218756
54704,Turvo,41535.79,4218806
54705,União do Oeste,26698.64,4218855
54706,Urubici,26400.96,4218905
54707,Urupema,27023.91,4218954
54708,Urussanga,39245.02,4219002
54709,Vargeão,39484.15,4219101
54710,Vargem,26536.57,4219150
54711,Vargem Bonita,98864.56,4219176
54712,Vidal Ramos,45148.67,4219200
54713,Videira,50919.89,4219309
54714,Vitor Meireles,23877.94,4219358
54715,Witmarsum,33156.27,4219408
54716,Xanxerê,37206.72,4219507
54717,Xavantina,40145.77,4219606
54718,Xaxim,36174.41,4219705
54719,Zortéa,24508.49,4219853
54720,Balneário Rincão,19007.78,4220000
54721,Aceguá,51427.97,4300034
54722,Água Santa,86483.57,4300059
54723,Agudo,32617.2,4300109
54724,Ajuricaba,42986.78,4300208
54725,Alecrim,19836.1,4300307
54726,Alegrete,29053.31,4300406
54727,Alegria,32016.16,4300455
54728,Almirante Tamandaré do Sul,83079.79,4300471
54729,Alpestre,85727.21,4300505
54730,Alto Alegre,37798.82,4300554
54731,Alto Feliz,39557.12,4300570
54732,Alvorada,13520.93,4300604
54733,Amaral Ferrador,17206.69,4300638
54734,Ametista do Sul,18247.94,4300646
54735,André da Rocha,79828.86,4300661
54736,Anta Gorda,35488.74,4300703
54737,Antônio Prado,50466.34,4300802
54738,Arambaré,38429.83,4300851
54739,Araricá,33932.7,4300877
54740,Aratiba,161053.93,4300901
54741,Arroio do Meio,60183.67,4301008
54742,Arroio do Sal,24399.48,4301057
54743,Arroio do Padre,19334.11,4301073
54744,Arroio dos Ratos,18980.09,4301107
54745,Arroio do Tigre,24757.02,4301206
54746,Arroio Grande,29657.67,4301305
54747,Arvorezinha,24700.81,4301404
54748,Augusto Pestana,48140.11,4301503
54749,Áurea,30993.5,4301552
54750,Bagé,26037.08,4301602
54751,Balneário Pinhal,17131.86,4301636
54752,Barão,41697.83,4301651
54753,Barão de Cotegipe,36917.03,4301701
54754,Barão do Triunfo,19140.71,4301750
54755,Barracão,39560.53,4301800
54756,Barra do Guarita,14316.63,4301859
54757,Barra do Quaraí,40660.28,4301875
54758,Barra do Ribeiro,24729.66,4301909
54759,Barra do Rio Azul,31673.56,4301925
54760,Barra Funda,51928.55,4301958
54761,Barros Cassal,18121.7,4302006
54762,Benjamin Constant do Sul,17704.69,4302055
54763,Bento Gonçalves,52716.31,4302105
54764,Boa Vista das Missões,70251.35,4302154
54765,Boa Vista do Buricá,36628.33,4302204
54766,Boa Vista do Cadeado,101870.5,4302220
54767,Boa Vista do Incra,66065.82,4302238
54768,Boa Vista do Sul,31240.16,4302253
54769,Bom Jesus,39264.76,4302303
54770,Bom Princípio,50752.5,4302352
54771,Bom Progresso,31795.0,4302378
54772,Bom Retiro do Sul,25682.39,4302402
54773,Boqueirão do Leão,17725.53,4302451
54774,Bossoroca,51655.07,4302501
54775,Bozano,61743.71,4302584
54776,Braga,28178.36,4302600
54777,Brochier,18037.82,4302659
54778,Butiá,22615.77,4302709
54779,Caçapava do Sul,25725.54,4302808
54780,Cacequi,26984.17,4302907
54781,Cachoeira do Sul,29374.75,4303004
54782,Cachoeirinha,43649.77,4303103
54783,Cacique Doble,22959.12,4303202
54784,Caibaté,37856.56,4303301
54785,Caiçara,23613.27,4303400
54786,Camaquã,32919.78,4303509
54787,Camargo,61436.54,4303558
54788,Cambará do Sul,27804.2,4303608
54789,Campestre da Serra,45192.78,4303673
54790,Campina das Missões,29782.5,4303707
54791,Campinas do Sul,42920.76,4303806
54792,Campo Bom,48004.71,4303905
54793,Campo Novo,51486.14,4304002
54794,Campos Borges,26817.77,4304101
54795,Candelária,27089.73,4304200
54796,Cândido Godói,39167.45,4304309
54797,Candiota,67760.07,4304358
54798,Canela,27914.98,4304408
54799,Canguçu,23159.16,4304507
54800,Canoas,59519.12,4304606
54801,Canudos do Vale,28808.25,4304614
54802,Capão Bonito do Sul,115924.05,4304622
54803,Capão da Canoa,30331.54,4304630
54804,Capão do Cipó,87849.89,4304655
54805,Capão do Leão,21717.1,4304663
54806,Capivari do Sul,45504.38,4304671
54807,Capela de Santana,19045.97,4304689
54808,Capitão,27754.65,4304697
54809,Carazinho,50724.42,4304705
54810,Caraá,14470.38,4304713
54811,Carlos Barbosa,92970.37,4304804
54812,Carlos Gomes,31919.27,4304853
54813,Casca,52896.24,4304903
54814,Caseiros,39978.64,4304952
54815,Catuípe,43594.08,4305009
54816,Caxias do Sul,52873.85,4305108
54817,Centenário,28723.78,4305116
54818,Cerrito,17658.07,4305124
54819,Cerro Branco,16125.34,4305132
54820,Cerro Grande,24181.58,4305157
54821,Cerro Grande do Sul,14989.51,4305173
54822,Cerro Largo,54767.65,4305207
54823,Chapada,49903.9,4305306
54824,Charqueadas,33757.46,4305355
54825,Charrua,28097.7,4305371
54826,Chiapetta,54257.77,4305405
54827,Chuí,56942.3,4305439
54828,Chuvisca,21076.98,4305447
54829,Cidreira,18951.92,4305454
54830,Ciríaco,31816.45,4305504
54831,Colinas,26910.45,4305587
54832,Colorado,61256.2,4305603
54833,Condor,55156.8,4305702
54834,Constantina,32747.57,4305801
54835,Coqueiro Baixo,26491.41,4305835
54836,Coqueiros do Sul,47132.69,4305850
54837,Coronel Barros,49742.89,4305871
54838,Coronel Bicaco,41327.1,4305900
54839,Coronel Pilar,26025.73,4305934
54840,Cotiporã,40852.06,4305959
54841,Coxilha,79951.42,4305975
54842,Crissiumal,28041.7,4306007
54843,Cristal,25161.25,4306056
54844,Cristal do Sul,23222.91,4306072
54845,Cruz Alta,62863.69,4306106
54846,Cruzaltense,48303.01,4306130
54847,Cruzeiro do Sul,31948.89,4306205
54848,David Canabarro,30150.45,4306304
54849,Derrubadas,34376.81,4306320
54850,Dezesseis de Novembro,17769.06,4306353
54851,Dilermando de Aguiar,47819.06,4306379
54852,Dois Irmãos,63947.67,4306403
54853,Dois Irmãos das Missões,56830.73,4306429
54854,Dois Lajeados,31928.25,4306452
54855,Dom Feliciano,18987.63,4306502
54856,Dom Pedro de Alcântara,23275.71,4306551
54857,Dom Pedrito,34983.97,4306601
54858,Dona Francisca,25114.74,4306700
54859,Doutor Maurício Cardoso,41626.88,4306734
54860,Doutor Ricardo,27701.82,4306759
54861,Eldorado do Sul,52785.94,4306767
54862,Encantado,41910.47,4306809
54863,Encruzilhada do Sul,23372.46,4306908
54864,Engenho Velho,52764.7,4306924
54865,Entre-Ijuís,49641.16,4306932
54866,Entre Rios do Sul,79713.19,4306957
54867,Erebango,41265.69,4306973
54868,Erechim,50095.39,4307005
54869,Ernestina,45966.89,4307054
54870,Herval,20527.53,4307104
54871,Erval Grande,22526.27,4307203
54872,Erval Seco,33140.32,4307302
54873,Esmeralda,64613.59,4307401
54874,Esperança do Sul,28157.73,4307450
54875,Espumoso,46101.17,4307500
54876,Estação,47757.2,4307559
54877,Estância Velha,30854.19,4307609
54878,Esteio,41305.97,4307708
54879,Estrela,48173.99,4307807
54880,Estrela Velha,36601.25,4307815
54881,Eugênio de Castro,88043.04,4307831
54882,Fagundes Varela,32344.96,4307864
54883,Farroupilha,49247.12,4307906
54884,Faxinal do Soturno,32699.87,4308003
54885,Faxinalzinho,26407.61,4308052
54886,Fazenda Vilanova,23486.0,4308078
54887,Feliz,34291.01,4308102
54888,Flores da Cunha,60310.2,4308201
54889,Floriano Peixoto,34795.11,4308250
54890,Fontoura Xavier,21591.54,4308300
54891,Formigueiro,30077.19,4308409
54892,Forquetinha,19134.03,4308433
54893,Fortaleza dos Valos,72744.9,4308458
54894,Frederico Westphalen,39372.51,4308508
54895,Garibaldi,67965.25,4308607
54896,Garruchos,45717.92,4308656
54897,Gaurama,42608.84,4308706
54898,General Câmara,26399.76,4308805
54899,Gentil,68366.64,4308854
54900,Getúlio Vargas,39340.86,4308904
54901,Giruá,50398.98,4309001
54902,Glorinha,32951.24,4309050
54903,Gramado,62317.96,4309100
54904,Gramado dos Loureiros,27446.03,4309126
54905,Gramado Xavier,20238.23,4309159
54906,Gravataí,44034.18,4309209
54907,Guabiju,48050.98,4309258
54908,Guaíba,65607.03,4309308
54909,Guaporé,36897.65,4309407
54910,Guarani das Missões,38299.01,4309506
54911,Harmonia,38744.77,4309555
54912,Herveiras,18393.05,4309571
54913,Horizontina,90082.54,4309605
54914,Hulha Negra,28938.73,4309654
54915,Humaitá,34590.95,4309704
54916,Ibarama,21319.67,4309753
54917,Ibiaçá,49706.65,4309803
54918,Ibiraiaras,38370.92,4309902
54919,Ibirapuitã,34495.4,4309951
54920,Ibirubá,55456.34,4310009
54921,Igrejinha,52771.02,4310108
54922,Ijuí,45258.76,4310207
54923,Ilópolis,27463.45,4310306
54924,Imbé,22297.87,4310330
54925,Imigrante,84475.19,4310363
54926,Independência,45536.0,4310405
54927,Inhacorá,30690.65,4310413
54928,Ipê,33582.73,4310439
54929,Ipiranga do Sul,56555.73,4310462
54930,Iraí,28526.6,4310504
54931,Itaara,22141.41,4310538
54932,Itacurubi,29026.36,4310553
54933,Itapuca,28252.86,4310579
54934,Itaqui,37236.12,4310603
54935,Itati,31459.73,4310652
54936,Itatiba do Sul,19887.36,4310702
54937,Ivorá,27596.44,4310751
54938,Ivoti,40758.91,4310801
54939,Jaboticaba,26164.33,4310850
54940,Jacuizinho,43292.02,4310876
54941,Jacutinga,41071.86,4310900
54942,Jaguarão,26408.34,4311007
54943,Jaguari,24440.46,4311106
54944,Jaquirana,18836.69,4311122
54945,Jari,57147.62,4311130
54946,Jóia,58809.2,4311155
54947,Júlio de Castilhos,63845.69,4311205
54948,Lagoa Bonita do Sul,19729.38,4311239
54949,Lagoão,17625.25,4311254
54950,Lagoa dos Três Cantos,56779.8,4311270
54951,Lagoa Vermelha,41206.3,4311304
54952,Lajeado,55616.48,4311403
54953,Lajeado do Bugre,21619.28,4311429
54954,Lavras do Sul,33310.31,4311502
54955,Liberato Salzano,27196.66,4311601
54956,Lindolfo Collor,51976.11,4311627
54957,Linha Nova,32043.58,4311643
54958,Machadinho,33590.76,4311700
54959,Maçambará,61937.87,4311718
54960,Mampituba,19828.17,4311734
54961,Manoel Viana,36739.57,4311759
54962,Maquiné,20739.97,4311775
54963,Maratá,28517.01,4311791
54964,Marau,50305.26,4311809
54965,Marcelino Ramos,30265.96,4311908
54966,Mariana Pimentel,20801.92,4311981
54967,Mariano Moro,26985.32,4312005
54968,Marques de Souza,24372.79,4312054
54969,Mata,24054.36,4312104
54970,Mato Castelhano,37010.45,4312138
54971,Mato Leitão,37801.06,4312153
54972,Mato Queimado,33553.87,4312179
54973,Maximiliano de Almeida,25208.26,4312203
54974,Minas do Leão,24568.1,4312252
54975,Miraguaí,27171.62,4312302
54976,Montauri,40916.78,4312351
54977,Monte Alegre dos Campos,22224.69,4312377
54978,Monte Belo do Sul,29148.95,4312385
54979,Montenegro,60162.81,4312401
54980,Mormaço,32577.49,4312427
54981,Morrinhos do Sul,19620.18,4312443
54982,Morro Redondo,14975.02,4312450
54983,Morro Reuter,32825.74,4312476
54984,Mostardas,31826.49,4312500
54985,Muçum,53058.9,4312609
54986,Muitos Capões,132929.96,4312617
54987,Muliterno,27309.01,4312625
54988,Não-Me-Toque,77534.17,4312658
54989,Nicolau Vergueiro,52506.99,4312674
54990,Nonoai,34166.32,4312708
54991,Nova Alvorada,47318.56,4312757
54992,Nova Araçá,51277.1,4312807
54993,Nova Bassano,60329.08,4312906
54994,Nova Boa Vista,56703.51,4312955
54995,Nova Bréscia,36019.65,4313003
54996,Nova Candelária,61357.32,4313011
54997,Nova Esperança do Sul,24333.61,4313037
54998,Nova Hartz,31759.49,4313060
54999,Nova Pádua,27910.37,4313086
55000,Nova Palma,46298.6,4313102
55001,Nova Petrópolis,40047.16,4313201
55002,Nova Prata,47844.43,4313300
55003,Nova Ramada,64608.69,4313334
55004,Nova Roma do Sul,48718.97,4313359
55005,Nova Santa Rita,61968.54,4313375
55006,Novo Cabrais,22505.89,4313391
55007,Novo Hamburgo,39592.6,4313409
55008,Novo Machado,40157.09,4313425
55009,Novo Tiradentes,23681.87,4313441
55010,Novo Xingu,34123.27,4313466
55011,Novo Barreiro,23657.27,4313490
55012,Osório,36828.12,4313508
55013,Paim Filho,32214.19,4313607
55014,Palmares do Sul,41667.33,4313656
55015,Palmeira das Missões,44696.96,4313706
55016,Palmitinho,29815.28,4313805
55017,Panambi,51209.05,4313904
55018,Pantano Grande,42654.89,4313953
55019,Paraí,41171.38,4314001
55020,Paraíso do Sul,22265.24,4314027
55021,Pareci Novo,26142.48,4314035
55022,Parobé,23180.55,4314050
55023,Passa Sete,19440.1,4314068
55024,Passo do Sobrado,27936.65,4314076
55025,Passo Fundo,48355.12,4314100
55026,Paulo Bento,44858.74,4314134
55027,Paverama,22362.63,4314159
55028,Pedras Altas,84539.1,4314175
55029,Pedro Osório,21268.82,4314209
55030,Pejuçara,62472.84,4314308
55031,Pelotas,27586.96,4314407
55032,Picada Café,56938.63,4314423
55033,Pinhal,33082.96,4314456
55034,Pinhal da Serra,113542.03,4314464
55035,Pinhal Grande,174832.76,4314472
55036,Pinheirinho do Vale,20254.2,4314498
55037,Pinheiro Machado,24912.28,4314506
55038,Pinto Bandeira,19129.73,4314548
55039,Pirapó,28374.07,4314555
55040,Piratini,23343.32,4314605
55041,Planalto,20998.63,4314704
55042,Poço das Antas,45045.68,4314753
55043,Pontão,66924.41,4314779
55044,Ponte Preta,38479.69,4314787
55045,Portão,34120.19,4314803
55046,Porto Alegre,55555.39,4314902
55047,Porto Lucena,22997.4,4315008
55048,Porto Mauá,27350.07,4315057
55049,Porto Vera Cruz,25347.9,4315073
55050,Porto Xavier,17981.83,4315107
55051,Pouso Novo,28937.89,4315131
55052,Presidente Lucena,56999.61,4315149
55053,Progresso,20956.19,4315156
55054,Protásio Alves,31270.88,4315172
55055,Putinga,25754.96,4315206
55056,Quaraí,21163.9,4315305
55057,Quatro Irmãos,61859.65,4315313
55058,Quevedos,60585.43,4315321
55059,Quinze de Novembro,41394.3,4315354
55060,Redentora,15394.73,4315404
55061,Relvado,25645.81,4315453
55062,Restinga Sêca,28918.52,4315503
55063,Rio dos Índios,31645.84,4315552
55064,Rio Grande,50649.06,4315602
55065,Rio Pardo,25543.47,4315701
55066,Riozinho,27982.83,4315750
55067,Roca Sales,42236.4,4315800
55068,Rodeio Bonito,33263.64,4315909
55069,Rolador,45610.42,4315958
55070,Rolante,30611.38,4316006
55071,Ronda Alta,33216.87,4316105
55072,Rondinha,38094.93,4316204
55073,Roque Gonzales,115314.66,4316303
55074,Rosário do Sul,23588.27,4316402
55075,Sagrada Família,23893.28,4316428
55076,Saldanha Marinho,57199.81,4316436
55077,Salto do Jacuí,71304.66,4316451
55078,Salvador das Missões,49437.09,4316477
55079,Salvador do Sul,36210.21,4316501
55080,Sananduva,39372.43,4316600
55081,Santa Bárbara do Sul,95354.13,4316709
55082,Santa Cecília do Sul,50837.04,4316733
55083,Santa Clara do Sul,44965.18,4316758
55084,Santa Cruz do Sul,75387.36,4316808
55085,Santa Maria,31074.58,4316907
55086,Santa Maria do Herval,32726.17,4316956
55087,Santa Margarida do Sul,71905.47,4316972
55088,Santana da Boa Vista,25823.79,4317004
55089,Sant'Ana do Livramento,33978.58,4317103
55090,Santa Rosa,43564.15,4317202
55091,Santa Tereza,24005.63,4317251
55092,Santa Vitória do Palmar,42059.92,4317301
55093,Santiago,32137.33,4317400
55094,Santo Ângelo,36452.12,4317509
55095,Santo Antônio do Palma,35172.61,4317558
55096,Santo Antônio da Patrulha,33598.69,4317608
55097,Santo Antônio das Missões,40891.26,4317707
55098,Santo Antônio do Planalto,55780.97,4317756
55099,Santo Augusto,40139.72,4317806
55100,Santo Cristo,41951.41,4317905
55101,Santo Expedito do Sul,31795.97,4317954
55102,São Borja,32111.87,4318002
55103,São Domingos do Sul,23279.62,4318051
55104,São Francisco de Assis,25633.4,4318101
55105,São Francisco de Paula,33374.47,4318200
55106,São Gabriel,29026.39,4318309
55107,São Jerônimo,25171.99,4318408
55108,São João da Urtiga,28932.19,4318424
55109,São João do Polêsine,34152.22,4318432
55110,São Jorge,31897.22,4318440
55111,São José das Missões,24242.32,4318457
55112,São José do Herval,25191.31,4318465
55113,São José do Hortêncio,26620.56,4318481
55114,São José do Inhacorá,51513.97,4318499
55115,São José do Norte,15383.15,4318507
55116,São José do Ouro,41911.39,4318606
55117,São José do Sul,27162.86,4318614
55118,São José dos Ausentes,33039.78,4318622
55119,São Leopoldo,42740.23,4318705
55120,São Lourenço do Sul,29051.89,4318804
55121,São Luiz Gonzaga,42725.05,4318903
55122,São Marcos,46359.02,4319000
55123,São Martinho,45876.61,4319109
55124,São Martinho da Serra,57840.58,4319125
55125,São Miguel das Missões,67916.79,4319158
55126,São Nicolau,31345.37,4319208
55127,São Paulo das Missões,27904.62,4319307
55128,São Pedro da Serra,21716.31,4319356
55129,São Pedro das Missões,35546.64,4319364
55130,São Pedro do Butiá,37916.31,4319372
55131,São Pedro do Sul,24322.33,4319406
55132,São Sebastião do Caí,27962.06,4319505
55133,São Sepé,38242.63,4319604
55134,São Valentim,28950.58,4319703
