municipio;estado;codigo;Total_Alunos;Relacao_cadastrados;Casos_per_capita;Mortes_per_capita;Relacao_casos_mes;Relacao_obitos_mes;Diferenca_aprovacao;Diferenca_reprovacao;Diferenca_desistencia;diferenca
Fortaleza;Ceará;2304400.0;27783.0;0.010408182990414867;0.0336315091884067;0.0015936511694642;0.0050769065934601;5.769212038022853e-05;2.0;-2.1999999999999997;0.20000000000000018;27.05861426506992
Blumenau;Santa Catarina;4202404.0;1475.0;0.004129350866043858;0.0802129905178905;0.0007866763344802;0.0126680085890498;0.0001343788756407;-3.0;3.6999999999999993;-0.7000000000000002;33.656033115719666
Curitiba;Paraná;4106902.0;9868.0;0.005104740818527706;0.0394670749907532;0.0010863351964844;0.0074284635340553;0.0001407062730684;-0.09999999999999432;-0.5999999999999996;0.7;17.335348184988305
João Câmara;Rio Grande do Norte;2405801.0;173.0;0.004949220426262337;0.0219997139178944;0.0002574738950078;0.0068087541124302;0.0;15.5;-10.6;-4.9;8.044833944516958
Oliveira;Minas Gerais;3145604.0;183.0;0.004389857749418284;0.0235804927195528;0.0002638712308393;0.01033895459016;2.398829371266822e-05;4.200000000000003;-6.3;2.1000000000000005;20.803635067712044
Aracaju;Sergipe;2800308.0;4110.0;0.006255583983878554;0.0980391559984353;0.0014520260634112;0.0243769910184425;0.0001324174711915;4.5;-4.6000000000000005;0.10000000000000009;13.859502689491883
João Pessoa;Paraíba;2507507.0;5005.0;0.006186535478328585;0.0557183735777457;0.0015203673603085;0.0070542573376266;0.0001223710314394;5.900000000000006;-4.3;-1.6;10.55624638297822
Sorocaba;São Paulo;3552205.0;2746.0;0.004041932473527255;0.0376977176181742;0.0008861046427761;0.0068547995372237;0.0001192267044266;1.5;-0.8;-0.7;21.286247199314133
Camaçari;Bahia;2905701.0;885.0;0.0029585601005576133;0.027756976853028;0.0005081368760279;0.0037040503857828;4.68020806867871e-05;12.599999999999994;-9.6;-3.0;17.94935539701242
Porto Velho;Rondônia;1100205.0;2958.0;0.005585938090130377;0.0872448748357077;0.0018846403698276;0.0104826039007145;0.0002360521505295;1.6999999999999886;0.5;-2.2;32.44568531730368
Parnaíba;Piauí;2207702.0;910.0;0.005944681796208469;0.0534825383138008;0.0009406968996198;0.0031748520362168;3.2663086792354223e-05;4.199999999999989;-3.5;-0.7000000000000002;16.377732587697
Colatina;Espírito Santo;3201506.0;823.0;0.006718422191201561;0.1049477954922081;0.0015755230654944;0.0227920227920227;0.0002612266222581;1.2999999999999972;-1.1;-0.20000000000000007;19.3498551007563
Embu das Artes;São Paulo;3515004.0;780.0;0.0028495648933605138;0.0179705252697953;0.0007927635664861;0.0022321591664657;5.8452613197138745e-05;3.5999999999999943;-2.8999999999999995;-0.7;30.74657519744225
Paulista;Pernambuco;2610707.0;1564.0;0.004714052336831699;0.0185095878519715;0.0013925141813403;0.0028573667617112;0.0001054934985863;0.9000000000000057;-0.8;-0.1;12.62064330651334
Macapá;Amapá;1600303.0;2277.0;0.004523897982822301;0.0616418352283902;0.0014582964951214;0.0093636939802553;0.0002205325762377;5.3999999999999915;-0.2999999999999998;-5.1;22.13545905903426
Altamira;Pará;1500602.0;600.0;0.005235876223886067;0.0571495889837164;0.0011955250711206;0.0102884967799361;7.8538143358291e-05;8.600000000000009;-6.8999999999999995;-1.7;22.516254876462938
Aparecida de Goiânia;Goiás;5201405.0;2538.0;0.004389644037573139;0.0712236175993939;0.0010533070208361;0.0031945124260825;5.1887045361384624e-05;-0.7999999999999972;-1.5;2.3000000000000003;28.936967546760435
