municipio;estado;codigo;Total_Alunos;Relacao_cadastrados;Casos_per_capita;Mortes_per_capita;Relacao_casos_mes;Relacao_obitos_mes;Diferenca_aprovacao;Diferenca_reprovacao;Diferenca_desistencia;diferenca
Gabriel Monteiro;São Paulo;3516507.0;8.0;0.002881844380403458;0.0248559077809798;0.0014409221902017;0.0046829971181556;0.0;0.0;0.0;0.0;28.571428571428573
Jales;São Paulo;3524808.0;255.0;0.00519274237888692;0.0545543405217178;0.0015883682570712;0.0074734762864764;0.0002443643472417;0.29999999999999716;-0.3;0.0;22.901102046658075
Itaguaçu;Espírito Santo;3202702.0;77.0;0.005474193089719892;0.0709512299161097;0.0004976539172472;0.01635148585241;0.0001421868334992;-9.200000000000003;0.0;9.2;29.03814935064935
Ariquemes;Rondônia;1100023.0;580.0;0.005377191437286187;0.083531887672325;0.0014833631551134;0.0189870483854519;0.0003801118084978;-1.5;4.499999999999999;-3.0;34.84685031785783
Acará;Pará;1500206.0;116.0;0.0020866687053659764;0.0158119120001439;0.0002878163731539;0.0001798852332212;0.0;35.099999999999994;-16.0;-19.1;26.227658422097853
Pio IX;Piauí;2208205.0;17.0;0.0009226594301221167;0.0117774762550881;0.0001628222523744;0.0007598371777476;0.0;5.599999999999994;-7.2;1.6;15.250544662309366
Armazém;Santa Catarina;4201505.0;17.0;0.001959880101452617;0.0786257781876873;0.0006917223887479;0.0140650219045423;0.0;-14.700000000000003;7.800000000000001;6.8999999999999995;13.003095975232196
Varzelândia;Minas Gerais;3170909.0;44.0;0.002277432712215321;0.0122670807453416;0.0003105590062111;0.0047619047619047;5.175983436853002e-05;6.700000000000003;-8.899999999999999;2.2;29.87012987012987
Nova Era;Minas Gerais;3144706.0;36.0;0.0020480145636591193;0.0289566503584025;0.0007395608146546;0.0124587552622596;0.0005120036409147;-4.0;0.6;3.4;19.73684210526316
Nova Olinda;Paraíba;2510204.0;42.0;0.0070600100857286935;0.0181543116490166;0.0010085728693898;0.0092452513027399;0.0010085728693898;6.5;-6.5;0.0;49.70238095238096
Guaranésia;Minas Gerais;3128303.0;38.0;0.0019977919142000946;0.0266547500131433;0.0004731612428368;0.0074654329425371;5.257347142631828e-05;8.0;-3.1;-4.9;6.210526315789469
Camapuã;Mato Grosso do Sul;5002605.0;40.0;0.002917365618846182;0.0200568886295675;0.0004376048428269;0.008533294435125;0.0001458682809423;7.099999999999994;-2.6999999999999997;-4.4;31.76829268292683
Xambioá;Tocantins;1722107.0;52.0;0.004506065857885615;0.0974870017331022;0.0012998266897746;0.0077989601386481;0.0;0.20000000000000284;3.200000000000001;-3.4000000000000004;39.10256410256411
Içara;Santa Catarina;4207007.0;155.0;0.0027472040552276636;0.0712500664646142;0.000779851473742;0.0114850853405646;0.00035447794261;-1.5;5.3;-3.8;26.21935483870968
Porciúncula;Rio de Janeiro;3304102.0;49.0;0.0025998832705470365;0.0787393219079959;0.0018040006367061;0.0200031835305353;0.0;1.2999999999999972;0.0;-1.3;32.763375620518474
Santa Rita do Araguaia;Goiás;5219407.0;116.0;0.013248058474189127;0.0134764732754682;0.0003426222019186;0.0004568296025582;0.0;2.700000000000003;-2.7;0.0;52.53315649867374
Itaqui;Rio Grande do Sul;4310603.0;118.0;0.0031366294524189263;0.0261031366294524;0.0002392344497607;0.0042796384901648;0.0;7.700000000000003;-7.0;-0.7;22.75864713551653
Santo Antônio do Descoberto;Goiás;5219753.0;201.0;0.0026891790645402975;0.0214465375147169;0.000561918013486;0.0018998180455956;5.351600128438403e-05;3.9000000000000057;-1.2000000000000002;-2.7;35.86671903639696
Ibirama;Santa Catarina;4206900.0;120.0;0.0063324538258575196;0.0502902374670184;0.001108179419525;0.0043271767810026;0.0003693931398416;-0.7999999999999972;1.2000000000000002;-0.3999999999999999;31.623314065510595
Cachoeirinha;Pernambuco;2603108.0;59.0;0.0028949950932286557;0.0157998037291462;0.0010794896957801;0.0013248282630029;0.0;7.799999999999997;-3.9;-3.9;18.119094045297736
Itaquitinga;Pernambuco;2607802.0;76.0;0.004482453553524034;0.012267767620171;0.0010616337363609;0.0010616337363609;5.897965202005308e-05;1.0;-1.0;0.0;23.36842105263157
Goianira;Goiás;5208806.0;239.0;0.005396373817426449;0.0397841450473029;0.000812842918106;0.0021901600848969;0.0;-7.099999999999994;6.9;0.2;52.23838532746548
Itororó;Bahia;2917102.0;67.0;0.003287214208615445;0.0869885192817191;0.0008831321754489;0.0118732214699244;4.9062898636051415e-05;-53.3;-7.1;60.4;31.28436763550668
Jauru;Mato Grosso;5105002.0;27.0;0.0030706243602865915;0.0171727510519731;0.0009098146252701;0.0019333560786989;0.0001137268281587;5.0;-1.0;-4.0;62.535612535612536
Timbaúba;Pernambuco;2615300.0;438.0;0.008260721964467579;0.0340990532231903;0.0010938855569386;0.0014145071856965;3.7720191618573424e-05;0.9000000000000057;-0.9;0.0;25.042098420232307
Caetés;Pernambuco;2603207.0;54.0;0.0018789797835693657;0.0303768398343714;0.0003479592191795;0.0017397960958975;6.959184383590243e-05;1.7000000000000028;-0.8;-0.9;42.22222222222222
Francisco Santos;Piauí;2204204.0;37.0;0.003970383088314197;0.0189934542332868;0.0;0.0034338448331366;0.0;3.200000000000003;0.0;-3.2;28.613396004700355
Januária;Minas Gerais;3135209.0;240.0;0.0035428537687106965;0.0083257063564701;0.0002214283605444;0.001107141802722;4.4285672108883705e-05;-6.5;3.1000000000000005;3.4000000000000004;13.99617067833698
Patu;Rio Grande do Norte;2409308.0;49.0;0.0038416307330458644;0.0636613092904743;0.0013328106624853;0.0248529988239905;0.0006272050176401;14.0;-14.0;0.0;16.595059076262082
Três Corações;Minas Gerais;3169307.0;254.0;0.0031956921063888677;0.0259933066606275;0.0005661659243602;0.0103545456832993;0.0001258146498578;0.0;-1.5;1.4999999999999996;15.76777460339581
Curral de Dentro;Minas Gerais;3120870.0;20.0;0.0025876568766981497;0.0245827403286324;0.0002587656876698;0.0135851986026652;0.0;5.799999999999997;-5.9;0.09999999999999987;4.310344827586206
Ivinhema;Mato Grosso do Sul;5004700.0;120.0;0.005175313753396299;0.0369603657221719;0.0006900418337861;0.0160434726355285;0.0001725104584465;4.700000000000003;-0.7000000000000002;-4.0;36.74242424242424
Goioerê;Paraná;4108601.0;112.0;0.0038775792826478326;0.0152679684254258;0.0004846974103309;0.0078244010524858;6.924248719013987e-05;3.700000000000003;-6.8999999999999995;3.1999999999999997;18.951612903225808
Sapé;Paraíba;2515302.0;180.0;0.0034204275534441804;0.0281235154394299;0.0012541567695961;0.0016532066508313;9.501187648456056e-05;8.700000000000003;-2.4;-6.3;11.976663183559737
Bento Fernandes;Rio Grande do Norte;2401602.0;4.0;0.0007276696379843551;0.0072766963798435;0.0003638348189921;0.0005457522284882;0.0;0.0;0.0;0.0;21.42857142857143
Curralinho;Pará;1502806.0;87.0;0.002525545750116117;0.0136727821644217;0.0006096144914073;0.0004354389224338;2.9029261495587556e-05;27.900000000000006;-19.7;-8.2;23.964276854378568
Campo Limpo Paulista;São Paulo;3509601.0;316.0;0.0037330183106910808;0.0214057885410513;0.000992321323095;0.0037212049616066;0.0001063201417601;2.1000000000000085;-0.6000000000000001;-1.5;22.226358897989577
Nova Olinda do Norte;Amazonas;1303106.0;208.0;0.005564770720744823;0.0500829364867034;0.0009363796885868;0.0114238322007598;0.0001605222323291;18.0;-6.3999999999999995;-11.6;49.548149219201854
Miracema;Rio de Janeiro;3303005.0;74.0;0.0027231912857878854;0.0374622801207036;0.0002207992934422;0.0082799735040847;3.679988224037683e-05;-0.10000000000000853;0.5;-0.4;8.780282873547124
Tupanciretã;Rio Grande do Sul;4322202.0;38.0;0.0015867713378987806;0.0217972273258727;0.000167028561884;0.00818439953232;4.1757140471020544e-05;10.299999999999997;-7.6;-2.7;27.708978328173373
Joaquim Pires;Piauí;2205409.0;62.0;0.004319353490316288;0.0654173052807579;0.0007663369095722;0.0107983837257907;0.0001393339835585;4.8999999999999915;-1.7;-3.2;26.55086848635236
Oeiras do Pará;Pará;1505205.0;76.0;0.0023375984251968506;0.0278973917322834;0.0008304625984251;0.0054441437007874;3.075787401574803e-05;22.0;-7.0;-15.0;22.11042311661507
Bom Repouso;Minas Gerais;3107901.0;25.0;0.00237034227742486;0.0209538257324357;0.0007585095287759;0.0038873613349767;9.48136910969944e-05;6.200000000000003;-5.2;-1.0;27.15789473684211
Porto Belo;Santa Catarina;4213500.0;71.0;0.0033196184776510193;0.0871049186459697;0.0006078174677389;0.0135122498597344;4.67551898260707e-05;-4.1000000000000085;8.600000000000001;-4.5;18.12541918175721
São Gabriel da Palha;Espírito Santo;3204708.0;118.0;0.00310960023190239;0.0788468126597623;0.0010541017735262;0.0176562047065644;5.27050886763117e-05;2.0;-2.3;0.30000000000000004;24.067796610169488
Simonésia;Minas Gerais;3167608.0;31.0;0.0015789741761320225;0.0189476901135842;0.0004584118575867;0.0060102887994702;5.093465084296847e-05;-2.200000000000003;0.7999999999999998;1.4000000000000001;12.42728714965627
Araputanga;Mato Grosso;5101258.0;43.0;0.0025561764356200212;0.0417905124242063;0.0006539055998097;0.006004042325526;0.0002377838544762;5.900000000000006;-1.6;-4.3;17.583664208735108
Arraias;Tocantins;1702406.0;67.0;0.006340493990725844;0.0164663575281536;0.0;0.0012302451026781;0.0;0.0;-0.7;0.7;36.950383219039935
Urucará;Amazonas;1304302.0;181.0;0.011134350393700787;0.0656988188976377;0.0013533464566929;0.0079355314960629;0.0004306102362204;11.200000000000003;-2.2;-9.0;41.84162062615101
Formiga;Minas Gerais;3126109.0;370.0;0.005466660756763146;0.0338785219331294;0.0003102699348433;0.0126028692581593;5.909903520825023e-05;2.1000000000000085;-1.0;-1.1;10.609042221945444
João Lisboa;Maranhão;2105500.0;110.0;0.0046547054840893705;0.0146411645226811;0.0009309410968178;0.0003385240352064;0.000211577522004;-1.0;-2.9;3.9000000000000004;20.09671179883946
Amambai;Mato Grosso do Sul;5000609.0;157.0;0.003985176160016245;0.0375418824246116;0.0006599654787288;0.0173621687480962;0.0003807493146512;9.0;-0.6999999999999993;-8.3;22.171857293579773
Tangará;Rio Grande do Norte;2414001.0;20.0;0.0012716983531506326;0.0100464169898899;0.0004450944236027;0.0018439626120684;0.000127169835315;26.400000000000006;-8.3;-18.1;15.0
Francisco Beltrão;Paraná;4108403.0;462.0;0.005071739870242499;0.0606083892285905;0.0006476897236889;0.0122402379985289;0.0001756446708309;0.0;0.9000000000000004;-0.9000000000000004;15.870129870129867
Upanema;Rio Grande do Norte;2414605.0;30.0;0.0020465243195306637;0.0305614298383245;0.0006821747731768;0.0045705709802851;6.821747731768879e-05;14.099999999999994;-14.1;0.0;26.88172043010752
Caldas;Minas Gerais;3110301.0;7.0;0.0004834254143646409;0.0196823204419889;0.0006906077348066;0.0045580110497237;0.0003453038674033;-9.400000000000006;0.0;9.4;-16.14906832298137
Santa Quitéria do Maranhão;Maranhão;2110104.0;81.0;0.0031588799625614228;0.017900319787848;0.0006629748069573;7.799703611262772e-05;3.899851805631386e-05;7.900000000000006;-2.8;-5.1;17.736218066251066
Ipiaú;Bahia;2913903.0;131.0;0.0028557103306956163;0.0524709524120942;0.0008937719355612;0.0035968870577463;0.0;11.400000000000006;-5.7;-5.699999999999999;8.495137943049002
Espumoso;Rio Grande do Sul;4307500.0;40.0;0.0025660764690787785;0.0451629458557865;0.0007056710289966;0.0059019758788811;0.0;5.099999999999994;-6.3;1.2000000000000002;22.03703703703704
Tomé-Açu;Pará;1508001.0;224.0;0.003530505776474853;0.0186297224455056;0.0007250145790975;0.0014027455986886;0.0;18.39999999999999;-12.4;-6.0;23.602570167139707
Capanema;Paraná;4104501.0;87.0;0.004549257477515164;0.0521334448860071;0.0002614515791675;0.0183539008575611;0.0;-8.400000000000006;7.799999999999999;0.6000000000000001;10.201149425287356
Lago Verde;Maranhão;2105906.0;33.0;0.002029894814541428;0.0318016854278157;0.000430583748539;0.0;6.151196407701298e-05;-9.600000000000009;6.799999999999999;2.8;31.09717868338557
Santo Estêvão;Bahia;2928802.0;201.0;0.00380321665089877;0.0266414380321665;0.0003027436140018;0.0054304635761589;5.676442762535478e-05;-23.200000000000003;-7.1;30.299999999999997;15.003160095289026
Itapiúna;Ceará;2306504.0;251.0;0.012314787557648905;0.0214895496025905;0.0005887547836326;0.0020115788440781;0.0;-0.6000000000000085;-1.3;1.9000000000000004;34.17318866825189
Guarapuava;Paraná;4109401.0;764.0;0.004209273624823696;0.0345612217912552;0.0003801569111424;0.0125561971086036;0.0001267189703808;-2.200000000000003;0.6999999999999997;1.5;20.41474411214625
Uruana;Goiás;5221700.0;133.0;0.009607743986130174;0.0161092248790002;0.000650148089287;0.0033952177996099;0.0;0.0;0.0;0.0;49.32680538555691
Itapuranga;Goiás;5211206.0;143.0;0.00554951878298665;0.0352375038807823;0.0009701955914312;0.0058211735485873;3.88078236572493e-05;1.0999999999999943;-0.7000000000000002;-0.4;35.047629535818515
Utinga;Bahia;2932804.0;52.0;0.0027114401918865365;0.0176243612472624;0.000260715403066;0.0064135989154239;0.0001042861612264;12.900000000000006;-4.1;-8.8;-0.9157509157509196
Presidente Figueiredo;Amazonas;1303536.0;283.0;0.007800656026902616;0.1200694616720416;0.0012679511563163;0.0215276055018054;0.0002756415557209;15.600000000000009;-10.200000000000001;-5.4;30.32302448481816
Paranã;Tocantins;1716208.0;31.0;0.002966791080486171;0.0164609053497942;0.0001914058761603;0.0014355440712029;0.0;-4.1000000000000085;3.3;0.7999999999999998;41.3978494623656
Igreja Nova;Alagoas;2703205.0;44.0;0.0017959916731295155;0.0261235152455202;0.0003673619331401;0.0016735376954161;8.163598514225071e-05;8.0;-5.7;-2.3;45.14742014742015
Veríssimo;Minas Gerais;3171105.0;6.0;0.0015003750937734434;0.0140035008752188;0.0002500625156289;0.0012503125781445;0.0;-3.0;-15.9;18.9;27.450980392156858
Saltinho;Santa Catarina;4215356.0;4.0;0.0010579211848717272;0.0216873842898704;0.0;0.0042316847394869;0.0;-13.799999999999997;3.4;10.4;26.923076923076923
Conceição do Canindé;Piauí;2202802.0;21.0;0.004372267332916927;0.0112429731417863;0.0004164064126587;0.0039558609202581;0.0002082032063293;0.0;0.0;0.0;27.85714285714285
Governador Celso Ramos;Santa Catarina;4206009.0;35.0;0.002418630364176629;0.0961232810448483;0.0006219335222168;0.0100200400801603;6.910372469076083e-05;8.400000000000006;-6.299999999999999;-2.1000000000000005;13.452380952380947
Doverlândia;Goiás;5207253.0;52.0;0.0071018847309478285;0.0198033324228352;0.0006828735318219;0.0021851953018301;0.0002731494127287;0.0;0.0;0.0;46.39423076923077
Caldeirão Grande;Bahia;2905503.0;42.0;0.003151496961056502;0.0363922863360096;0.0002251069257897;0.004502138515795;7.503564192991671e-05;-91.8;-6.1;97.9;60.15037593984962
Contenda;Paraná;4106209.0;53.0;0.002851915626345243;0.042133017649591;0.0003766681015927;0.0082866982350408;0.0001614291863969;1.0999999999999943;-5.6;4.5;31.58855751673768
Pacatuba;Sergipe;2804904.0;53.0;0.0036734128084280567;0.0300110895481009;0.0009010257831993;0.0060299417798724;6.930967563071805e-05;7.900000000000006;-6.0;-1.9000000000000001;56.76886792452831
Corumbaíba;Goiás;5205901.0;30.0;0.0030854674483184203;0.0473105008742157;0.0007199424046076;0.0082279131955157;0.0001028489149439;-2.799999999999997;4.6;-1.8;17.142857142857142
Capela;Alagoas;2701704.0;82.0;0.004808538087140092;0.0334252037764616;0.0004104849586583;0.0009968920424558;0.0;2.200000000000003;-1.4;-0.8;32.50205535763223
Estrela;Rio Grande do Sul;4307807.0;101.0;0.002960487747684371;0.047866103880877;0.0005569234376831;0.0129851096259819;0.0002051823191464;-1.7999999999999972;0.4;1.4;19.846984698469846
Mandaguaçu;Paraná;4114104.0;106.0;0.004645251763880976;0.0553924361277882;0.0003944081686314;0.0153380954467768;0.0001752925193917;-0.6000000000000085;1.6;-1.0;22.371967654986527
Maruim;Sergipe;2804003.0;74.0;0.00429907627955615;0.0258525533027363;0.0013361993841863;0.0029628768953697;0.0001742868761982;11.799999999999997;-9.6;-2.2;12.605889471561111
Pompéu;Minas Gerais;3152006.0;67.0;0.0021061234754180813;0.0331321513894128;0.0001886080724254;0.0115993964541682;6.28693574751666e-05;-7.3999999999999915;-2.8;10.200000000000001;22.116689280868385
Sítio do Mato;Bahia;2930758.0;28.0;0.002151859821703043;0.0046111281893636;7.68521364893944e-05;0.0003074085459575;0.0;-93.7;-1.1;94.8;24.75786924939467
Álvares Machado;São Paulo;3501301.0;105.0;0.004214328717639976;0.0207104154124021;0.0006020469596628;0.0066626530202689;0.00016054585591;-0.4000000000000057;1.9000000000000001;-1.5;24.83689538807649
Mandaguari;Paraná;4114203.0;138.0;0.004011627906976744;0.0351744186046511;0.0005813953488372;0.0126744186046511;0.000203488372093;6.200000000000003;-2.2;-3.999999999999999;25.16122321614312
Matões;Maranhão;2106607.0;90.0;0.002664140666627198;0.0198034456219288;0.0003256171925877;0.0022497187851518;0.0;-5.5;10.8;-5.3;9.682539682539684
Luz;Minas Gerais;3138807.0;56.0;0.003074389239637661;0.0172934394729618;0.000494098270656;0.0052703815536645;0.0001097996157013;3.799999999999997;0.0;-3.8;28.79464285714285
Ibiapina;Ceará;2305308.0;317.0;0.012681521782613914;0.0352442293075169;0.000600072008641;0.0008401008120974;4.000480057606913e-05;1.5;-0.4;-1.1;32.1522965056088
Adustina;Bahia;2900355.0;48.0;0.0028169014084507044;0.0102112676056338;0.0002347417840375;0.0024061032863849;0.0;3.0;-5.6;2.6;5.913978494623654
Divinésia;Minas Gerais;3121902.0;4.0;0.001170617500731636;0.0368744512730465;0.0011706175007316;0.0119988293824992;0.0005853087503658;5.700000000000003;-9.8;4.100000000000001;45.0
Jeremoabo;Bahia;2918100.0;102.0;0.0025208214912389097;0.0152979265007537;0.0002471393618861;0.0038800879816128;4.942787237723352e-05;-12.100000000000009;-4.3;16.4;14.233841684822076
Marialva;Paraná;4114807.0;86.0;0.0024228082037412667;0.0490759522199684;0.0007324768988054;0.0151848095560063;0.0002817218841559;-5.200000000000003;3.8000000000000007;1.4000000000000004;19.96792301523657
Morro do Chapéu do Piauí;Piauí;2206670.0;17.0;0.0025014714537963507;0.0728369629193643;0.0002942907592701;0.0060329605650382;0.0;-11.099999999999994;0.0;11.1;20.743034055727552
Aimorés;Minas Gerais;3101102.0;52.0;0.002066197798704653;0.0356021774546032;0.0005562840227281;0.0112846187467715;0.000158938292208;-9.199999999999989;11.0;-1.7999999999999998;20.34412955465588
Jaru;Rondônia;1100114.0;414.0;0.007996137131820376;0.058522452921294;0.0007532592950265;0.0133268952197006;0.000173829068083;-0.20000000000000284;1.5;-1.2999999999999998;41.83135704874835
Santa Luzia;Paraíba;2513406.0;85.0;0.005525939409699649;0.0374463658821999;0.000715121570667;0.0116369782863086;6.50110518788194e-05;9.5;-9.5;0.0;25.49752611324904
Lagoa do Mato;Maranhão;2105922.0;23.0;0.0020444444444444447;0.0094222222222222;0.0;0.0079111111111111;0.0;-2.0999999999999943;-0.19999999999999996;2.3;8.184143222506393
Limoeiro de Anadia;Alagoas;2704203.0;75.0;0.0026191723415400735;0.0209184564344333;0.0006286013619696;0.0010825912345032;0.0001047668936616;14.700000000000003;-7.9;-6.8;30.166666666666668
Santaluz;Bahia;2928000.0;110.0;0.0029452715004819534;0.0235621720038556;0.0003748527364249;0.0035611009960372;0.0;15.299999999999997;-7.8;-7.5;15.558019216555802
Maracaçumé;Maranhão;2106326.0;52.0;0.002430474409908857;0.0252395419490535;0.0002804393549894;0.0004206590324842;9.34797849964945e-05;1.2000000000000028;-1.2;0.0;7.072472981563895
Iraquara;Bahia;2914406.0;79.0;0.003132931472081218;0.0382693527918781;7.931472081218273e-05;0.007852157360406;7.931472081218273e-05;11.200000000000003;-4.0;-7.2;10.190512722158289
Vieiras;Minas Gerais;3171402.0;15.0;0.0041574279379157425;0.0424057649667405;0.0002771618625277;0.0357538802660753;0.0;-1.9000000000000057;0.0;1.9;16.0919540229885
Uauá;Bahia;2932002.0;39.0;0.0016089108910891088;0.0459158415841584;0.0007838283828382;0.0127062706270627;0.0002062706270627;14.400000000000006;-5.1;-9.3;15.038893690579084
Assis Chateaubriand;Paraná;4102000.0;146.0;0.004376236436664469;0.0469096576943828;0.0006594328877165;0.0212816977399436;0.0003596906660272;-2.4000000000000057;0.7000000000000002;1.7;11.188687582854618
Resende Costa;Minas Gerais;3154200.0;47.0;0.00408695652173913;0.0100869565217391;0.0;0.003391304347826;0.0;3.0;0.2999999999999998;-3.3;12.635024549918167
Realeza;Paraná;4121406.0;72.0;0.004254816215577355;0.0433163928613639;0.0005318520269471;0.0181420635858645;0.0002363786786431;-1.7000000000000028;-1.2;2.9;12.500000000000004
Buritinópolis;Goiás;5203962.0;9.0;0.0027339003645200487;0.0185297691373025;0.0;0.0009113001215066;0.0;-3.0999999999999943;3.1;0.0;-55.55555555555556
Curitibanos;Santa Catarina;4204806.0;194.0;0.004881117121650522;0.036885142785256;0.0008554535161655;0.008151968801107;0.0003019247704113;-3.200000000000003;-1.4999999999999998;4.7;14.580538841834976
Bertioga;São Paulo;3506359.0;192.0;0.003035621116539392;0.0417872219323625;0.0008537684390267;0.0050751790542142;1.5810526648642667e-05;4.0;-1.5;-2.5;26.1287513397642
Chopinzinho;Paraná;4105409.0;86.0;0.004466604341954918;0.0656486963747792;0.0009348706762231;0.0272151241300508;0.000623247117482;3.5;-0.10000000000000009;-3.4000000000000004;32.588739290085684
Itaguaru;Goiás;5210604.0;40.0;0.007637960664502578;0.0486919992362039;0.001718541149513;0.003055184265801;0.0;2.0;-2.0;0.0;36.785714285714285
Tabaporã;Mato Grosso;5107941.0;38.0;0.004004636948045105;0.0572241542839076;0.000737696279903;0.0103277479186426;0.0001053851828432;25.099999999999994;-9.2;-15.900000000000002;57.30050933786078
Cruzeta;Rio Grande do Norte;2403004.0;19.0;0.0023755938984746186;0.1047761940485121;0.0007501875468867;0.041635408852213;0.0003750937734433;9.600000000000009;-8.3;-1.2999999999999998;-5.263157894736841
Nova Olinda;Ceará;2309201.0;295.0;0.018952778670093158;0.0302601991647928;0.0004497269514937;0.0019916479280436;0.0;1.0;-0.3;-0.7;30.65862814241838
Uruburetama;Ceará;2313807.0;369.0;0.016887871853546912;0.0380320366132723;0.0010983981693363;0.0015102974828375;9.153318077803204e-05;1.2999999999999972;-0.8;-0.5;19.51219512195122
Pereira Barreto;São Paulo;3537404.0;81.0;0.0031555572869998833;0.0204137286220733;0.0005064474658147;0.0042853247107405;0.0001558299894814;2.4000000000000057;-2.2;-0.19999999999999996;19.940955448201823
Cupira;Pernambuco;2605004.0;105.0;0.004355581366408097;0.0456299000290372;0.0013688970008711;0.0024474219106483;8.296345459824948e-05;1.0;-1.0;0.0;12.813852813852815
Exu;Pernambuco;2605301.0;84.0;0.002639434406912804;0.0547996857816182;0.0006912804399057;0.0158366064414768;0.0001256873527101;2.299999999999997;-1.2;-1.1;36.15912557193696
Igaracy;Paraíba;2502607.0;59.0;0.009645250940003269;0.0073565473271211;0.0004904364884747;0.0008173941474579;0.0001634788294915;-2.5999999999999943;-1.4;4.0;31.873822975517893
Coelho Neto;Maranhão;2103406.0;202.0;0.004086173763527865;0.032001618286639;0.0007889147365227;4.045716597552341e-05;4.045716597552341e-05;-3.9000000000000057;-1.8000000000000003;5.700000000000001;27.615656302472352
São José da Lapa;Minas Gerais;3162955.0;116.0;0.004880922326011949;0.0373643019439535;0.0005469999158461;0.0116973828157872;8.415383320710259e-05;-10.700000000000003;7.299999999999999;3.4;40.41095890410959
Igarapé-Açu;Pará;1503200.0;119.0;0.003066457082485119;0.0269023629757517;0.0007472878604375;0.0034787538330713;5.15370938232793e-05;16.299999999999997;-7.0;-9.3;26.514538869941287
Rio Piracicaba;Minas Gerais;3155702.0;21.0;0.0014645372759606668;0.0459585745170514;0.0003486993514192;0.0146453727596066;0.0001394797405676;-12.600000000000009;11.9;0.7;19.327731092436974
Bela Vista de Minas;Minas Gerais;3106002.0;16.0;0.001560214529497806;0.0249634324719648;0.000487567040468;0.0083861530960507;0.0003900536323744;-4.299999999999997;-2.4000000000000004;6.7;30.720338983050848
Várzea Alegre;Ceará;2314003.0;503.0;0.012352348910881364;0.0281427273397018;0.0009331794405834;0.0012278676849782;9.822941479826134e-05;4.099999999999994;-1.2;-2.9;24.7914610240654
Munhoz de Melo;Paraná;4116307.0;9.0;0.002259036144578313;0.0281124497991967;0.0002510040160642;0.0050200803212851;0.0;2.799999999999997;0.0;-2.8;33.81642512077295
Maranhãozinho;Maranhão;2106375.0;23.0;0.0014140793114048571;0.0290193667383953;0.000245926836766;0.0013525976022133;0.0;23.700000000000003;-25.3;1.6;42.4901185770751
Agudo;Rio Grande do Sul;4300109.0;50.0;0.003037482534475427;0.0173136504465099;0.0001822489520685;0.0072292084320515;0.000121499301379;0.5;-1.4;0.8999999999999999;-5.268292682926827
Chapadão do Sul;Mato Grosso do Sul;5002951.0;147.0;0.00582916964073281;0.0768895233563327;0.0007930843048616;0.016297882464906;0.0001586168609723;9.0;-5.300000000000001;-3.6999999999999997;21.96620583717358
São Geraldo;Minas Gerais;3161502.0;30.0;0.0024260067928190197;0.0325893579168688;0.0008086689309396;0.0114022319262493;0.0002426006792819;-8.5;-1.7;10.2;29.04761904761905
Cabedelo;Paraíba;2503209.0;239.0;0.003528404393527814;0.0638213062477855;0.0014025038384315;0.0064515176567851;0.0001476319829927;9.699999999999989;-3.5;-6.199999999999999;17.158581175317575
Tangará da Serra;Mato Grosso;5107958.0;579.0;0.005580722891566265;0.0855421686746988;0.0011662650602409;0.0207614457831325;0.0003277108433734;11.400000000000006;-3.5;-7.9;26.16417886205272
Cantagalo;Rio de Janeiro;3301108.0;58.0;0.002875272655165576;0.0603807257584771;0.0003965893317469;0.0226055919095776;0.0001982946658734;1.5999999999999943;-0.8;-0.8;25.109276347741627
Canaã dos Carajás;Pará;1502152.0;166.0;0.004476203316704867;0.1355804233517594;0.0014021841714979;0.0149116893622758;0.0001348254011055;13.100000000000009;-4.5;-8.6;22.63106479973949
Caieiras;São Paulo;3509007.0;320.0;0.0031536414703853357;0.0375086232383955;0.0011727604217995;0.0073125061594559;0.0001182615551394;1.1000000000000085;-0.29999999999999993;-0.8;20.56181693989071
Cerquilho;São Paulo;3511508.0;180.0;0.0036772967782794336;0.0344235837300046;0.0004698768105579;0.0133404155345359;8.171770618398742e-05;-1.1000000000000085;1.4000000000000004;-0.3;18.68267831149928
Riacho dos Machados;Minas Gerais;3154507.0;20.0;0.002109482122139015;0.0076996097458074;0.0001054741061069;0.0012656892732834;0.0;-41.99999999999999;46.4;-4.4;38.57142857142857
Conchal;São Paulo;3512209.0;46.0;0.001639928698752228;0.0336185383244206;0.0009269162210338;0.007807486631016;0.0002852049910873;3.5;-0.3;-3.2;14.329454990814456
Santa Luzia do Pará;Pará;1506559.0;53.0;0.0026702942361950827;0.0504836759371221;0.0006549778315195;0.0001511487303506;0.0;14.799999999999997;-4.8;-10.0;28.00314465408805
Guaribas;Piauí;2204550.0;17.0;0.003726435773783428;0.0116177115300306;0.0004384042086804;0.0026304252520824;0.0004384042086804;0.29999999999999716;-1.4;1.0999999999999999;56.47058823529412
Conceição das Alagoas;Minas Gerais;3117306.0;77.0;0.0027605492417452407;0.0427347363137704;0.0010038360879073;0.0045172623955831;3.58512888538343e-05;-5.0;-0.4;5.3999999999999995;37.28315480140297
Luís Eduardo Magalhães;Bahia;2919553.0;311.0;0.003553514094082428;0.0538283115666312;0.0004684697037214;0.0062500714130645;2.2852180669340373e-05;8.5;-8.5;0.0;15.192405186363228
