Name,CodMun,PIB per Capita,Quantidade de Leitos - Pneumologia,Quantidade de Leitos - Complementares,Quantidade de Leitos - Internacao,Quantidade de Profissionais de Saude,Quantidade de Ventiladores e Respiradores,Ventiladores e Respiradores em uso,Existem Favelas (s/n),Área (km²),Populacao (2019),Densidade Demográfica (hab/km²),Quantidade de Leitos - Pneumologia (por 100 mil hab)
Inhapi-AL,270330,4817,,,,251,,,,376.85,18385.00,48.79,
Jacaré dos Homens-AL,270340,6691,,,,66,,,0.00,142.34,5253.00,36.90,
Jacuípe-AL,270350,7420,,,,60,,,,210.38,7021.00,33.37,
Japaratinga-AL,270360,10248,,,,88,,,1.00,85.95,8361.00,97.28,
Jaramataia-AL,270370,6070,,,,71,,,0.00,103.71,5770.00,55.64,
Jequiá da Praia-AL,270375,16263,,,2.00,137,,,1.00,351.61,11580.00,32.93,
Joaquim Gomes-AL,270380,4936,,,50.00,231,,,1.00,298.29,23993.00,80.44,
Jundiá-AL,270390,7851,,,,50,,,0.00,92.22,4155.00,45.05,
Junqueiro-AL,270400,8075,,1.00,35.00,346,,,,241.59,24727.00,102.35,
Lagoa da Canoa-AL,270410,5756,,,3.00,219,,,0.00,88.45,17852.00,201.83,
Limoeiro de Anadia-AL,270420,5591,,,14.00,322,,,0.00,315.78,28635.00,90.68,
Maceió-AL,270430,16439,18.00,429.00,2866.00,18863,397.00,359.00,1.00,503.07,1018948.00,2025.46,1.77
Major Isidoro-AL,270440,6240,,2.00,32.00,166,,,0.00,453.89,19804.00,43.63,
Mar Vermelho-AL,270490,6629,,,,33,,,,93.10,3514.00,37.74,
Maragogi-AL,270450,9312,,,2.00,353,2.00,2.00,1.00,334.04,32704.00,97.90,
Maravilha-AL,270460,5375,,,,87,,,,302.06,9163.00,30.34,
Marechal Deodoro-AL,270470,27504,,,,568,1.00,1.00,1.00,331.68,51901.00,156.48,
Maribondo-AL,270480,7410,,,,148,,,1.00,174.28,13264.00,76.11,
Mata Grande-AL,270500,5366,,,36.00,230,,,1.00,907.98,25216.00,27.77,
Matriz de Camaragibe-AL,270510,8166,,,24.00,254,,,,219.99,24642.00,112.01,
Messias-AL,270520,7001,,,,151,,,0.00,113.83,17856.00,156.87,
Minador do Negrão-AL,270530,6395,,,,70,,,,167.60,5329.00,31.79,
Monteirópolis-AL,270540,5352,,,,69,,,0.00,86.10,7159.00,83.14,
Murici-AL,270550,6518,,,53.00,257,,,1.00,426.82,28236.00,66.15,
Novo Lino-AL,270560,6319,,,,79,,,1.00,233.41,12690.00,54.37,
Olho d'Água das Flores-AL,270570,7027,,,47.00,194,,,0.00,183.44,21688.00,118.23,
Olho d'Água do Casado-AL,270580,5656,,,,77,,,1.00,322.94,9373.00,29.02,
Olho d'Água Grande-AL,270590,5638,,,,53,,,,118.51,5123.00,43.23,
Olivença-AL,270600,5376,,,,84,,,,172.96,11624.00,67.21,
Ouro Branco-AL,270610,4950,,,,104,,,0.00,204.77,11496.00,56.14,
Palestina-AL,270620,5554,,,,55,,,,48.89,5011.00,102.49,
Palmeira dos Índios-AL,270630,8821,,19.00,126.00,929,24.00,24.00,1.00,452.70,73218.00,161.74,
Pão de Açúcar-AL,270640,6797,,,52.00,267,1.00,1.00,1.00,682.99,24399.00,35.72,
Pariconha-AL,270642,4599,,,,148,,,,258.52,10533.00,40.74,
Paripueira-AL,270644,7546,,,,111,,,0.00,92.97,13176.00,141.72,
Passo de Camaragibe-AL,270650,8154,,,,156,,,0.00,244.47,15245.00,62.36,
Paulo Jacinto-AL,270660,5251,,,16.00,102,,,,118.46,7564.00,63.85,
Penedo-AL,270670,8884,,11.00,109.00,850,2.00,2.00,0.00,689.16,63683.00,92.41,
Piaçabuçu-AL,270680,7237,,,18.00,150,,,0.00,240.01,17827.00,74.28,
Pilar-AL,270690,18292,,,43.00,376,,,1.00,249.71,35111.00,140.61,
Pindoba-AL,270700,8135,,,,62,,,,117.59,2908.00,24.73,
Piranhas-AL,270710,5686,,,39.00,297,,,0.00,408.11,25039.00,61.35,
Poço das Trincheiras-AL,270720,4904,,,,92,,,,291.94,14386.00,49.28,
Porto Calvo-AL,270730,7512,,,41.00,266,,,0.00,307.91,27165.00,88.22,
Porto de Pedras-AL,270740,7992,,,,121,,,0.00,257.65,7786.00,30.22,
Porto Real do Colégio-AL,270750,5404,,,,213,,,0.00,241.94,20066.00,82.94,
Quebrangulo-AL,270760,5828,,,28.00,138,1.00,1.00,,319.83,11294.00,35.31,
Rio Largo-AL,270770,8747,,8.00,81.00,535,5.00,5.00,0.00,306.33,75120.00,245.23,
Roteiro-AL,270780,11860,,,,60,,,1.00,129.29,6664.00,51.54,
Santa Luzia do Norte-AL,270790,7736,,,,69,,,1.00,29.60,7296.00,246.45,
Santana do Ipanema-AL,270800,7069,,40.00,102.00,716,16.00,16.00,,437.88,47654.00,108.83,
Santana do Mundaú-AL,270810,17175,,,,126,,,1.00,224.81,10740.00,47.77,
São Brás-AL,270820,5838,,,3.00,72,,,,139.94,6961.00,49.74,
São José da Laje-AL,270830,7691,,,50.00,261,,,1.00,256.64,23927.00,93.23,
São José da Tapera-AL,270840,6374,,,20.00,285,,,1.00,495.11,32260.00,65.16,
São Luís do Quitunde-AL,270850,11630,,2.00,27.00,251,,,0.00,397.17,34555.00,87.00,
São Miguel dos Campos-AL,270860,19744,,25.00,129.00,914,9.00,9.00,1.00,360.79,61251.00,169.77,
São Miguel dos Milagres-AL,270870,13610,,,,91,,,0.00,76.74,7951.00,103.60,
São Sebastião-AL,270880,7001,,,6.00,292,,,,315.10,34152.00,108.38,
Satuba-AL,270890,7546,,,,130,,,0.00,42.63,13828.00,324.39,
Senador Rui Palmeira-AL,270895,4444,,,,92,,,,342.72,13870.00,40.47,
Tanque d'Arca-AL,270900,5552,,,,86,,,,129.51,6162.00,47.58,
Taquarana-AL,270910,9456,,,1.00,201,,,0.00,166.04,19980.00,120.33,
Teotônio Vilela-AL,270915,7800,,,50.00,477,,,1.00,297.88,44169.00,148.28,
Traipu-AL,270920,5171,,,9.00,193,,,0.00,697.96,27715.00,39.71,
União dos Palmares-AL,270930,8013,,,63.00,599,2.00,2.00,0.00,420.66,65611.00,155.97,
Viçosa-AL,270940,6578,,,40.00,262,1.00,,1.00,343.36,25733.00,74.95,
Amparo de São Francisco-SE,280010,9077,,,,43,,,1.00,35.13,2374.00,67.57,
Aquidabã-SE,280020,8879,,1.00,32.00,184,,,,359.28,21563.00,60.02,
Aracaju-SE,280030,22646,27.00,462.00,2161.00,15247,398.00,382.00,0.00,181.86,657013.00,3612.82,4.11
Arauá-SE,280040,9106,,,1.00,147,1.00,1.00,0.00,192.73,10056.00,52.18,
Areia Branca-SE,280050,9137,,,,188,1.00,,,146.68,18542.00,126.41,
Barra dos Coqueiros-SE,280060,14318,,,,550,2.00,2.00,0.00,90.32,30407.00,336.65,
Boquim-SE,280067,9300,,,18.00,307,2.00,2.00,0.00,205.94,26816.00,130.21,
Brejo Grande-SE,280070,8322,,,,99,,,1.00,148.86,8309.00,55.82,
Campo do Brito-SE,280100,8222,,,,208,,,0.00,201.72,18109.00,89.77,
Canhoba-SE,280110,8992,,,,47,,,0.00,170.29,4008.00,23.54,
Canindé de São Francisco-SE,280120,19902,,,27.00,378,2.00,2.00,0.00,902.24,29900.00,33.14,
Capela-SE,280130,8113,,2.00,65.00,537,1.00,1.00,1.00,442.74,34213.00,77.28,
Carira-SE,280140,11118,,,1.00,218,,,0.00,636.40,22082.00,34.70,
Carmópolis-SE,280150,52688,,,1.00,262,,,0.00,45.91,16634.00,362.36,
Cedro de São João-SE,280160,6654,,,,84,,,0.00,83.71,5897.00,70.45,
Cristinápolis-SE,280170,8852,,,,233,1.00,1.00,0.00,236.19,17874.00,75.68,
Cumbe-SE,280190,8317,,,,58,,,,128.60,3987.00,31.00,
Divina Pastora-SE,280200,57308,,,,94,,,1.00,91.79,5138.00,55.97,
Estância-SE,280210,25281,,2.00,223.00,833,15.00,15.00,0.00,644.08,69184.00,107.42,
Feira Nova-SE,280220,8247,,,,55,,,,184.93,5584.00,30.19,
Frei Paulo-SE,280230,16514,,,1.00,125,,,0.00,400.36,15421.00,38.52,
Gararu-SE,280240,6823,,,,90,,,,654.99,11604.00,17.72,
General Maynard-SE,280250,7985,,,,37,,,,19.98,3346.00,167.51,
Graccho Cardoso-SE,280260,8674,,,,59,,,,242.06,5818.00,24.04,
Ilha das Flores-SE,280270,6330,,,,82,,,,54.64,8520.00,155.93,
Indiaroba-SE,280280,8580,,,,167,,,1.00,313.52,17957.00,57.27,
Itabaiana-SE,280290,13770,,11.00,152.00,1154,7.00,7.00,0.00,336.69,95427.00,283.43,
Itabaianinha-SE,280300,7990,,,25.00,278,,,1.00,493.31,41928.00,84.99,
Itabi-SE,280310,7665,,,,54,,,,184.42,4903.00,26.59,
Itaporanga d'Ajuda-SE,280320,26967,,,,350,1.00,1.00,0.00,739.92,34356.00,46.43,
Japaratuba-SE,280330,42538,,,,154,2.00,1.00,0.00,364.90,18743.00,51.37,
Japoatã-SE,280340,9260,,1.00,21.00,128,6.00,2.00,0.00,407.42,13434.00,32.97,
Lagarto-SE,280350,11835,,15.00,140.00,1548,37.00,37.00,0.00,969.57,104408.00,107.68,
Laranjeiras-SE,280360,34179,,,1.00,258,,,0.00,162.28,29826.00,183.79,
Macambira-SE,280370,7577,,,,78,,,0.00,136.94,6919.00,50.53,
Malhada dos Bois-SE,280380,11074,,,,55,,,,63.20,3682.00,58.26,
Malhador-SE,280390,8368,,,,82,,,,100.94,12618.00,125.00,
Maruim-SE,280400,13185,,,,128,,,1.00,93.77,17213.00,183.57,
Moita Bonita-SE,280410,9849,,,,82,,,0.00,95.82,11335.00,118.30,
Monte Alegre de Sergipe-SE,280420,7060,,,7.00,167,1.00,1.00,0.00,407.41,15031.00,36.89,
Muribeca-SE,280430,14215,,,,65,,,0.00,75.86,7625.00,100.51,
Neópolis-SE,280440,10816,,,25.00,313,1.00,1.00,1.00,265.95,18719.00,70.39,
Nossa Senhora Aparecida-SE,280445,11978,,,,96,,,0.00,340.38,8796.00,25.84,
Nossa Senhora da Glória-SE,280450,12309,,2.00,49.00,440,3.00,3.00,0.00,756.49,36924.00,48.81,
Nossa Senhora das Dores-SE,280460,9582,,,,229,,,,483.35,26629.00,55.09,
Nossa Senhora de Lourdes-SE,280470,7466,,,,48,,,,81.06,6483.00,79.98,
Nossa Senhora do Socorro-SE,280480,14105,,,56.00,1592,4.00,4.00,1.00,156.77,183628.00,1171.32,
Pacatuba-SE,280490,12108,,,,158,,,0.00,373.82,14428.00,38.60,
Pedra Mole-SE,280500,9155,,,,33,,,,82.03,3261.00,39.76,
Pedrinhas-SE,280510,7153,,,,69,,,0.00,33.94,9602.00,282.90,
Pinhão-SE,280520,8449,,,,73,,,,155.89,6576.00,42.18,
Pirambu-SE,280530,10960,,,,75,,,1.00,205.88,9280.00,45.08,
Poço Redondo-SE,280540,6464,,1.00,18.00,205,2.00,2.00,,1232.12,34775.00,28.22,
Poço Verde-SE,280550,8058,,,12.00,196,1.00,1.00,0.00,440.13,23728.00,53.91,
Porto da Folha-SE,280560,7046,,,18.00,301,6.00,3.00,,877.30,28596.00,32.60,
Propriá-SE,280570,12952,,4.00,49.00,520,12.00,10.00,0.00,92.46,29626.00,320.42,
Riachão do Dantas-SE,280580,7756,,,1.00,185,,,1.00,531.47,19805.00,37.26,
Riachuelo-SE,280590,20369,,1.00,56.00,115,,,0.00,78.94,10213.00,129.38,
Ribeirópolis-SE,280600,10437,,,,168,1.00,1.00,0.00,258.53,18652.00,72.15,
Rosário do Catete-SE,280610,65883,,,14.00,145,,,0.00,105.66,10855.00,102.74,
Salgado-SE,280620,7504,,,,154,,,0.00,247.83,19998.00,80.69,
Santa Luzia do Itanhy-SE,280630,10721,,,,136,,,,329.50,14035.00,42.59,
Santa Rosa de Lima-SE,280650,10804,,,,53,,,0.00,67.61,3913.00,57.88,
Santana do São Francisco-SE,280640,6636,,,,72,,,1.00,45.62,7780.00,170.54,
Santo Amaro das Brotas-SE,280660,10367,,,,133,,,1.00,234.16,12102.00,51.68,
São Cristóvão-SE,280670,9221,,1.00,31.00,575,1.00,1.00,1.00,436.86,90072.00,206.18,
São Domingos-SE,280680,8625,,,,96,,,0.00,102.47,11137.00,108.69,
São Francisco-SE,280690,7552,,,,38,,,,83.85,3724.00,44.41,
São Miguel do Aleixo-SE,280700,7868,,,,49,,,,144.09,3930.00,27.27,
Simão Dias-SE,280710,11404,,,2.00,430,1.00,,1.00,564.69,40484.00,71.69,
Siriri-SE,280720,25874,,,,99,,,,165.81,8893.00,53.63,
Telha-SE,280730,8763,,,,37,,,,49.03,3227.00,65.82,
Tobias Barreto-SE,280740,7972,,,,484,2.00,1.00,0.00,1021.30,52191.00,51.10,
Tomar do Geru-SE,280750,6907,,,,126,,,0.00,304.90,13536.00,44.39,
Umbaúba-SE,280760,9936,,,5.00,243,,,1.00,121.10,25294.00,208.87,
Abaíra-BA,290010,4646,,1.00,9.00,116,,,0.00,530.49,8739.00,16.47,
Abaré-BA,290020,4874,,,24.00,186,,,0.00,1484.96,20086.00,13.53,
Acajutiba-BA,290030,6997,,,8.00,122,,,0.00,193.44,15159.00,78.36,
Adustina-BA,290035,7820,,,19.00,126,,,0.00,632.14,17040.00,26.96,
Água Fria-BA,290040,4742,,,20.00,130,,,0.00,661.86,16970.00,25.64,
Aiquara-BA,290060,8479,,,13.00,57,1.00,1.00,0.00,159.69,4446.00,27.84,
Alagoinhas-BA,290070,17284,1.00,25.00,242.00,2706,48.00,48.00,1.00,752.39,151596.00,201.49,0.66
Alcobaça-BA,290080,8564,,,59.00,243,2.00,2.00,1.00,1481.27,22470.00,15.17,
Almadina-BA,290090,6549,,,,70,,,0.00,251.11,5464.00,21.76,
Amargosa-BA,290100,7205,,1.00,52.00,521,2.00,2.00,1.00,463.18,37241.00,80.40,
Amélia Rodrigues-BA,290110,8667,,,16.00,246,1.00,1.00,0.00,173.48,25102.00,144.69,
América Dourada-BA,290115,4529,,,26.00,154,,,1.00,839.26,16094.00,19.18,
Anagé-BA,290120,5479,,,33.00,200,1.00,1.00,0.00,1947.36,22005.00,11.30,
Andaraí-BA,290130,4796,,,32.00,145,,,,1861.66,13143.00,7.06,
Andorinha-BA,290135,7962,,,6.00,134,1.00,1.00,0.00,1247.62,14595.00,11.70,
Angical-BA,290140,6621,,,6.00,133,,,,1527.94,13977.00,9.15,
Anguera-BA,290150,4570,,,6.00,102,,,0.00,177.04,11221.00,63.38,
Antas-BA,290160,4452,,2.00,142.00,200,2.00,2.00,0.00,319.60,19291.00,60.36,
Antônio Cardoso-BA,290170,8108,,,,105,,,0.00,294.45,11683.00,39.68,
Antônio Gonçalves-BA,290180,4052,,,,139,2.00,2.00,0.00,313.94,11798.00,37.58,
Aporá-BA,290190,4756,,,1.00,132,,,,561.82,17731.00,31.56,
Apuarema-BA,290195,6510,,,,85,,,1.00,154.86,7330.00,47.33,
Araças-BA,290205,35171,,,23.00,151,1.00,,0.00,487.12,12177.00,25.00,
Aracatu-BA,290200,5456,,,41.00,167,,,,1489.77,13135.00,8.82,
Araci-BA,290210,5350,,,48.00,422,,,1.00,1556.13,54379.00,34.94,
Aramari-BA,290220,5724,,,,90,,,0.00,329.64,11397.00,34.57,
Arataca-BA,290225,6245,,,,112,,,0.00,375.20,11019.00,29.37,
Aratuípe-BA,290230,5846,,,,94,1.00,1.00,1.00,181.14,8825.00,48.72,
Aurelino Leal-BA,290240,6240,,,40.00,135,1.00,1.00,1.00,457.78,11531.00,25.19,
Baianópolis-BA,290250,6434,,,28.00,153,,,0.00,3342.64,13877.00,4.15,
Baixa Grande-BA,290260,5354,,,36.00,167,,,0.00,946.65,20468.00,21.62,
Banzaê-BA,290265,4770,,,,133,,,,227.23,13229.00,58.22,
Barra-BA,290270,5044,,3.00,83.00,446,12.00,12.00,0.00,11412.79,53578.00,4.69,
Barra da Estiva-BA,290280,8021,,,84.00,232,2.00,2.00,0.00,1346.63,20598.00,15.30,
Barra do Choça-BA,290290,7968,,1.00,32.00,290,,,,646.63,31603.00,48.87,
Barra do Mendes-BA,290300,4825,,4.00,26.00,192,,,,1540.64,13865.00,9.00,
Barra do Rocha-BA,290310,7356,,,,69,,,0.00,208.36,5714.00,27.42,
Barreiras-BA,290320,19045,,70.00,379.00,2864,80.00,80.00,1.00,7859.13,155439.00,19.78,
Barro Alto-BA,290323,4259,,,23.00,120,,,,416.68,14931.00,35.83,
Barro Preto-BA,290330,7206,,,33.00,88,2.00,2.00,0.00,128.38,5591.00,43.55,
Barrocas-BA,290327,10934,,1.00,29.00,157,,,,200.96,15978.00,79.51,
Belmonte-BA,290340,9620,,1.00,40.00,235,1.00,1.00,0.00,1961.19,23328.00,11.89,
Belo Campo-BA,290350,4680,,,44.00,279,2.00,2.00,,629.10,17211.00,27.36,
Biritinga-BA,290360,5092,,,14.00,187,,,0.00,550.03,15979.00,29.05,
Boa Nova-BA,290370,5218,,,,122,,,1.00,868.78,12633.00,14.54,
Boa Vista do Tupim-BA,290380,5843,,,14.00,210,,,0.00,2811.15,18576.00,6.61,
Bom Jesus da Lapa-BA,290390,7955,,1.00,90.00,848,11.00,11.00,1.00,4200.30,69148.00,16.46,
Bom Jesus da Serra-BA,290395,3861,,,28.00,121,1.00,1.00,0.00,421.52,9880.00,23.44,
Boninal-BA,290400,4432,,,24.00,125,1.00,1.00,0.00,934.02,14368.00,15.38,
Bonito-BA,290405,6305,,,16.00,175,,,0.00,726.61,16764.00,23.07,
Boquira-BA,290410,4757,,,26.00,284,,,0.00,1482.70,21508.00,14.51,
Botuporã-BA,290420,5599,,,16.00,196,,,0.00,645.51,10211.00,15.82,
Brejões-BA,290430,8043,,,19.00,193,,,0.00,480.83,14295.00,29.73,
Brejolândia-BA,290440,5940,,,35.00,126,,,0.00,2744.49,10557.00,3.85,
Brotas de Macaúbas-BA,290450,7410,,1.00,15.00,149,,,,2240.00,10231.00,4.57,
Brumado-BA,290460,14709,,20.00,112.00,993,12.00,12.00,0.00,2226.82,67195.00,30.18,
Buerarema-BA,290470,11601,,,,159,,,1.00,230.46,18349.00,79.62,
Buritirama-BA,290475,4291,,,19.00,202,1.00,1.00,,3942.19,21174.00,5.37,
Caatiba-BA,290480,4991,,,14.00,101,,,1.00,491.35,6758.00,13.75,
Cabaceiras do Paraguaçu-BA,290485,5557,,,4.00,157,1.00,1.00,0.00,226.02,18807.00,83.21,
Cachoeira-BA,290490,11349,4.00,1.00,83.00,357,2.00,2.00,0.00,395.21,33470.00,84.69,11.95
Caculé-BA,290500,7894,,,51.00,269,1.00,1.00,,668.37,23170.00,34.67,
Caém-BA,290510,5750,,2.00,36.00,109,,,,548.15,9213.00,16.81,
Caetanos-BA,290515,3936,,,,132,,,,774.69,14542.00,18.77,
Caetité-BA,290520,8402,,1.00,156.00,626,5.00,5.00,,2442.89,50975.00,20.87,
Cafarnaum-BA,290530,5169,,,33.00,192,,,0.00,675.44,18437.00,27.30,
Cairu-BA,290540,158424,,,,205,,,1.00,460.98,18176.00,39.43,
Caldeirão Grande-BA,290550,5245,,1.00,39.00,104,,,,455.17,13327.00,29.28,
Camacan-BA,290560,7441,,,54.00,343,,,1.00,626.65,31988.00,51.05,
Camaçari-BA,290570,53351,,36.00,388.00,3555,28.00,25.00,1.00,784.65,299132.00,381.23,
Camamu-BA,290580,7432,,,17.00,245,1.00,1.00,0.00,920.37,35316.00,38.37,
Campo Alegre de Lourdes-BA,290590,4646,,1.00,77.00,250,,,1.00,2781.36,28798.00,10.35,
Campo Formoso-BA,290600,6725,,10.00,84.00,637,2.00,2.00,0.00,7258.57,71206.00,9.81,
Canápolis-BA,290610,5055,,,24.00,129,1.00,1.00,0.00,437.21,9711.00,22.21,
Canarana-BA,290620,4875,,,36.00,225,,,,576.38,26176.00,45.41,
Canavieiras-BA,290630,6757,,,75.00,320,2.00,2.00,1.00,1326.95,31099.00,23.44,
Candeal-BA,290640,4801,,,7.00,92,,,0.00,445.08,8258.00,18.55,
Candeias-BA,290650,31508,,20.00,90.00,842,30.00,23.00,1.00,258.36,87076.00,337.04,
Candiba-BA,290660,5189,,,37.00,95,,,0.00,417.98,14319.00,34.26,
Cândido Sales-BA,290670,5364,,,55.00,316,,,0.00,1617.52,25189.00,15.57,
Cansanção-BA,290680,5142,,,46.00,254,1.00,1.00,,1344.82,34834.00,25.90,
Canudos-BA,290682,5579,,,41.00,136,1.00,1.00,1.00,3219.30,16668.00,5.18,
Capela do Alto Alegre-BA,290685,5344,,,11.00,114,,,,649.47,11637.00,17.92,
Capim Grosso-BA,290687,8778,,,57.00,378,3.00,3.00,0.00,336.18,30662.00,91.21,
Caraíbas-BA,290689,4850,,,3.00,89,1.00,1.00,,805.63,8951.00,11.11,
Caravelas-BA,290690,12447,,1.00,56.00,236,1.00,1.00,0.00,2393.44,22016.00,9.20,
Cardeal da Silva-BA,290700,11266,,,,84,,,0.00,220.84,9295.00,42.09,
Carinhanha-BA,290710,4622,,,30.00,249,1.00,1.00,1.00,2736.87,29018.00,10.60,
Casa Nova-BA,290720,5684,,,41.00,437,,,0.00,9646.96,71969.00,7.46,
Castro Alves-BA,290730,8572,,,60.00,387,3.00,3.00,0.00,711.73,26264.00,36.90,
Catolândia-BA,290740,14849,,,,69,,,0.00,642.58,3577.00,5.57,
Catu-BA,290750,13518,,13.00,97.00,687,12.00,12.00,0.00,416.21,54704.00,131.43,
Caturama-BA,290755,4190,,,8.00,143,,,0.00,664.55,9329.00,14.04,
Central-BA,290760,5210,,,42.00,150,2.00,2.00,0.00,602.41,17266.00,28.66,
Chorrochó-BA,290770,4867,,,15.00,154,1.00,1.00,,3005.31,11177.00,3.72,
Cícero Dantas-BA,290780,5878,,,49.00,325,1.00,1.00,0.00,673.05,32515.00,48.31,
Cipó-BA,290790,5353,,,30.00,132,,,,128.31,17300.00,134.83,
Coaraci-BA,290800,6116,,,43.00,212,,,0.00,282.65,16993.00,60.12,
Cocos-BA,290810,9915,,1.00,31.00,165,,,,10148.09,18777.00,1.85,
Conceição da Feira-BA,290820,7094,,,,246,1.00,1.00,0.00,162.89,22581.00,138.63,
Conceição do Almeida-BA,290830,6149,,,32.00,314,1.00,1.00,0.00,289.94,17247.00,59.49,
Conceição do Coité-BA,290840,7753,,2.00,214.00,668,8.00,8.00,0.00,1015.98,66612.00,65.56,
Conceição do Jacuípe-BA,290850,44868,,16.00,94.00,374,4.00,4.00,0.00,117.53,33153.00,282.08,
Conde-BA,290860,6087,,,15.00,231,,,0.00,964.67,25837.00,26.78,
Condeúba-BA,290870,5315,,1.00,16.00,319,1.00,1.00,,1285.91,17247.00,13.41,
Contendas do Sincorá-BA,290880,6241,,,,77,,,,1044.68,4066.00,3.89,
Coração de Maria-BA,290890,6212,,,21.00,226,2.00,2.00,0.00,348.16,22605.00,64.93,
Cordeiros-BA,290900,4584,,,5.00,111,,,0.00,535.48,8614.00,16.09,
Coribe-BA,290910,5796,,1.00,36.00,182,,,,2523.15,14194.00,5.63,
Coronel João Sá-BA,290920,5399,,,,123,,,0.00,883.43,15895.00,17.99,
Correntina-BA,290930,33150,,1.00,35.00,290,,,1.00,11941.00,32137.00,2.69,
Cotegipe-BA,290940,6699,,2.00,29.00,128,,,,4196.15,13782.00,3.28,
Cravolândia-BA,290950,5834,,,24.00,61,,,0.00,162.17,5349.00,32.98,
Crisópolis-BA,290960,5655,,,23.00,168,,,0.00,607.66,21103.00,34.73,
Cristópolis-BA,290970,5646,,1.00,69.00,156,1.00,1.00,0.00,1043.10,13910.00,13.34,
Cruz das Almas-BA,290980,12190,,5.00,85.00,823,9.00,9.00,0.00,145.75,63239.00,433.90,
Curaçá-BA,290990,6245,,,26.00,337,1.00,1.00,0.00,6079.04,34700.00,5.71,
Dário Meira-BA,291000,4199,,,,130,,,,445.42,10710.00,24.04,
Dias d'Ávila-BA,291005,42476,2.00,,112.00,602,6.00,6.00,0.00,184.23,81089.00,440.15,2.47
Dom Basílio-BA,291010,7481,,,14.00,177,2.00,2.00,0.00,676.89,12199.00,18.02,
Dom Macedo Costa-BA,291020,6072,,,,49,,,1.00,84.76,4058.00,47.88,
Elísio Medrado-BA,291030,5218,,,12.00,100,1.00,1.00,0.00,193.53,8122.00,41.97,
Encruzilhada-BA,291040,7264,,1.00,49.00,206,,,0.00,1982.47,17006.00,8.58,
Entre Rios-BA,291050,15671,,,65.00,330,,,0.00,1215.29,41780.00,34.38,
Érico Cardoso-BA,290050,3663,,,15.00,168,5.00,5.00,0.00,701.41,10610.00,15.13,
Esplanada-BA,291060,25645,,,40.00,317,,,1.00,1320.74,37237.00,28.19,
Euclides da Cunha-BA,291070,7755,,1.00,47.00,537,2.00,1.00,0.00,2235.27,60585.00,27.10,
Eunápolis-BA,291072,18653,,30.00,259.00,1414,34.00,33.00,0.00,1179.12,113380.00,96.16,
Fátima-BA,291075,9632,,,,153,,,,359.40,17890.00,49.78,
Feira da Mata-BA,291077,7040,,,6.00,72,,,,1668.53,5665.00,3.40,
Feira de Santana-BA,291080,17884,,214.00,1342.00,7802,280.00,231.00,1.00,1337.99,614872.00,459.55,
Filadélfia-BA,291085,4996,,,31.00,199,,,,570.08,16377.00,28.73,
Firmino Alves-BA,291090,6073,,,,64,,,,162.43,5617.00,34.58,
Floresta Azul-BA,291100,6146,,,,97,,,1.00,293.46,10629.00,36.22,
Formosa do Rio Preto-BA,291110,47015,,2.00,29.00,180,,,1.00,16404.40,25591.00,1.56,
Gandu-BA,291120,7579,,,62.00,439,3.00,3.00,1.00,243.15,32403.00,133.26,
Gavião-BA,291125,6045,,,,58,,,0.00,369.88,4463.00,12.07,
Gentio do Ouro-BA,291130,4119,,,16.00,157,,,,3700.12,11233.00,3.04,
Glória-BA,291140,7139,,,,161,,,0.00,1255.65,15221.00,12.12,
Gongogi-BA,291150,6178,,,5.00,97,,,0.00,197.65,7128.00,36.06,
Governador Mangabeira-BA,291160,7036,,,40.00,227,1.00,1.00,0.00,106.32,20722.00,194.91,
Guajeru-BA,291165,4925,,,,172,,,,936.08,6937.00,7.41,
Guanambi-BA,291170,10129,,24.00,213.00,1595,35.00,35.00,0.00,1296.66,84481.00,65.15,
Guaratinga-BA,291180,7659,,,32.00,171,1.00,1.00,0.00,2325.38,20843.00,8.96,
Heliópolis-BA,291185,5760,,,,85,,,,312.45,13031.00,41.71,
Iaçu-BA,291190,5613,,11.00,34.00,347,3.00,3.00,,2451.49,24305.00,9.91,
Ibiassucê-BA,291200,5823,,1.00,29.00,134,1.00,1.00,0.00,426.67,9224.00,21.62,
Ibicaraí-BA,291210,5909,,3.00,32.00,281,,,,231.94,21689.00,93.51,
Ibicoara-BA,291220,11418,,,,161,,,,849.87,19571.00,23.03,
Ibicuí-BA,291230,6824,,,21.00,186,1.00,1.00,,1176.84,16198.00,13.76,
Ibipeba-BA,291240,4352,,,44.00,206,,,0.00,1383.66,18211.00,13.16,
Ibipitanga-BA,291250,4571,,,14.00,208,1.00,1.00,0.00,954.37,14902.00,15.61,
Ibiquera-BA,291260,4737,,,2.00,71,,,1.00,945.27,4044.00,4.28,
Ibirapitanga-BA,291270,6297,,,30.00,225,,,1.00,447.26,23375.00,52.26,
Ibirapuã-BA,291280,16023,,,23.00,136,,,,787.74,8637.00,10.96,
Ibirataia-BA,291290,7898,,,91.00,265,,,0.00,294.86,15312.00,51.93,
Ibitiara-BA,291300,4494,,,62.00,127,1.00,1.00,,1847.57,16339.00,8.84,
Ibititá-BA,291310,4490,,,32.00,147,,,,624.10,17113.00,27.42,
Ibotirama-BA,291320,7901,,,78.00,471,,,0.00,1722.34,26927.00,15.63,
Ichu-BA,291330,4809,,,22.00,75,1.00,1.00,0.00,127.67,6206.00,48.61,
