municipio,PIB,IDHM,densidade,diferenca,estado,Casos_per_capita,Mortes_per_capita,Relacao_casos_mes,Relacao_obitos_mes,Diferenca_aprovacao,Diferenca_reprovacao
Abadia de Goiás,23061.21,0.708,59.77,47.49587231700606,Goiás,0.0894790835518066,0.0011398609369656,0.0044454576541661,0.0002279721873931,-1.0999999999999943,0.0
Abadiânia,17302.04,0.689,19.18,43.82055852644088,Goiás,0.0100289392276219,0.0006985330805308,0.0006985330805308,9.979044007584074e-05,5.0,-3.9
Abaetetuba,9480.05,0.628,97.91,19.080652778506582,Pará,0.0344138796940988,0.0007863130794303,0.007780694745653,3.170617255767353e-05,6.1000000000000085,-2.4
Abaeté,22262.55,0.698,12.79,12.441724941724942,Minas Gerais,0.0164823342083745,0.0002151740758273,0.0085639282179283,4.303481516546887e-05,-7.299999999999997,0.3000000000000007
Abaiara,8051.85,0.628,65.63,49.57542457542458,Ceará,0.0143989094317116,0.0003408025900996,0.0018744142455482,8.520064752492119e-05,5.0,-2.0
Abaré,7530.64,0.575,13.53,28.756957328385894,Bahia,0.0083640346510006,4.9785920541670816e-05,0.00089614656975,4.9785920541670816e-05,6.200000000000003,-2.3
Abatiá,25316.37,0.687,32.6,1.851851851851848,Paraná,0.023870189084082,0.0001341021858656,0.0111304814268472,0.0,5.099999999999994,0.0
Abdon Batista,25435.92,0.694,10.88,37.14285714285714,Santa Catarina,0.0624268435427233,0.000390167772142,0.0027311744049941,0.000390167772142,0.0,0.0
Abel Figueiredo,11456.64,0.622,12.1,11.919191919191924,Pará,0.0594565509819747,0.0002690341673392,0.0040355125100887,0.0,4.900000000000006,0.0
Abelardo Luz,36959.79,0.696,18.74,11.29959746981023,Santa Catarina,0.041275692582663,0.0009495084897229,0.0078194816800714,0.0003351206434316,0.1000000000000085,4.800000000000001
Abre Campo,15123.22,0.654,28.59,17.655172413793107,Minas Gerais,0.0174669243347703,0.0002229820127843,0.0052029136316337,0.0001486546751895,-5.200000000000003,1.7
Abreu e Lima,17756.99,0.679,767.59,30.063498807922,Pernambuco,0.0134813481348134,0.0014601460146014,0.0029402940294029,0.0001200120012001,5.300000000000011,-5.4
Abreulândia,20911.8,0.665,1.36,75.29411764705883,Tocantins,0.0411012020162853,0.0015509887553315,0.0034897246994959,0.0,2.4000000000000057,0.0
Acaiaca,13982.58,0.63,39.2,16.190476190476193,Minas Gerais,0.0252879318978467,0.000751126690035,0.0062593890836254,0.0,-0.2999999999999971,-2.3
Acajutiba,8380.48,0.582,78.36,25.59523809523809,Bahia,0.0168216900850979,0.0003958044725905,0.001715152714559,0.0,-76.4,-21.6
Acarape,9544.34,0.606,93.13,14.492585727525483,Ceará,0.1316230156072074,0.0009377721213745,0.0018085605197936,6.698372295532186e-05,3.0999999999999943,-1.0
Acaraú,11329.55,0.601,74.35,34.4460443100911,Ceará,0.0442521671109975,0.0009259111444581,0.0002554237639884,0.0,5.5,-3.2
Acari,11739.54,0.679,18.3,32.86713286713287,Rio Grande do Norte,0.0304418103448275,0.0006285919540229,0.0101472701149425,0.0,6.099999999999994,-4.1
Acará,13625.95,0.506,12.8,26.227658422097853,Pará,0.0158119120001439,0.0002878163731539,0.0001798852332212,0.0,35.099999999999994,-16.0
Acauã,7816.06,0.528,5.54,44.64285714285714,Piauí,0.0162337662337662,0.0001411631846414,0.005081874647092,0.0001411631846414,-4.800000000000011,0.0
Aceguá,51427.97,0.687,3.16,44.44444444444444,Rio Grande do Sul,0.012242399510304,0.0,0.00510099979596,0.0,7.1000000000000085,-9.1
Acopiara,8527.43,0.595,24.08,30.298848405499665,Ceará,0.0257969412198267,0.0011055831951354,0.0008844665561083,7.370554634236226e-05,0.2000000000000028,0.0
Acorizal,15620.31,0.628,6.42,40.27777777777778,Mato Grosso,0.0413039451750324,0.0012965363956288,0.0040748286719762,0.0,11.700000000000005,-10.0
Acrelândia,16623.6,0.604,8.44,41.98369565217392,Acre,0.0387388568432092,0.0009176717357105,0.0041295228106974,0.0001966439433665,5.700000000000003,4.4
Acreúna,29728.12,0.686,14.28,46.45660334432942,Goiás,0.0469909684342305,0.0012071894840382,0.0002235536081552,4.471072163104712e-05,0.0,0.0
Adamantina,32400.51,0.79,85.25,2.8269648959304163,São Paulo,0.0248374586517622,0.0005703205201323,0.0089540321660773,0.000142580130033,-0.0999999999999943,0.3
Adelândia,14792.3,0.702,21.81,58.57142857142857,Goiás,0.0365659777424483,0.0007949125596184,0.0015898251192368,0.0,0.0,0.0
Adolfo,31265.58,0.73,16.88,21.42857142857143,São Paulo,0.0463222908478382,0.0014037057832678,0.0075800112296462,0.0,0.0,0.0
Adrianópolis,36344.53,0.667,4.39,33.83838383838384,Paraná,0.0900489947626288,0.0013515796587261,0.0390268626457171,0.000675789829363,0.0,0.0
Adustina,10180.39,0.546,26.96,5.913978494623654,Bahia,0.0102112676056338,0.0002347417840375,0.0024061032863849,0.0,3.0,-5.6
Afogados da Ingazeira,12464.16,0.657,98.65,28.17042405798262,Pernambuco,0.0526315789473684,0.0006978179768646,0.010091521511581,0.0001073566118253,4.599999999999994,-4.3
Afonso Bezerra,9240.78,0.585,19.15,11.803519061583575,Rio Grande do Norte,0.0197553239691889,0.0009968282736746,0.0017217942908926,0.0,9.599999999999994,-5.5
Afonso Cláudio,14487.2,0.667,32.04,25.009696186166774,Espírito Santo,0.060256326423854,0.0010789249983652,0.014549140129471,0.0002615575753612,0.7999999999999972,0.0
Afonso Cunha,7075.68,0.529,17.57,46.36363636363637,Maranhão,0.0232985898221949,0.0003065603923973,0.0,0.0,-37.10000000000001,38.3
Afrânio,8663.84,0.588,13.17,37.81527853384141,Pernambuco,0.0245989304812834,0.0003565062388591,0.0087598675833969,0.0001527883880825,1.7000000000000028,-1.7
Afuá,9446.15,0.489,4.68,30.181818181818183,Pará,0.0653526441939925,0.0002804834514763,0.0033912999133051,0.0,26.599999999999994,-8.3
Agrestina,11341.74,0.592,123.53,33.588826435019584,Pernambuco,0.0279284709664456,0.0013261000602772,0.0025718304199316,0.0,6.900000000000006,-5.0
Agricolândia,7950.03,0.599,45.71,22.2972972972973,Piauí,0.0142050982681455,0.0,0.0011675423234092,0.0,-8.5,-2.6
Agrolândia,25390.33,0.725,52.45,54.231974921630105,Santa Catarina,0.0415132547864506,0.0005522827687776,0.0110456553755522,0.0,3.899999999999992,-1.9000000000000004
Agronômica,29713.26,0.741,41.91,56.66666666666667,Santa Catarina,0.0457048458149779,0.001101321585903,0.0124816446402349,0.0,-22.200000000000003,12.2
Aguanil,13840.42,0.663,19.33,45.23809523809524,Minas Gerais,0.0356665180561747,0.0006687472135532,0.0127061970575122,0.0,0.0,0.0
Aguaí,28249.47,0.715,76.47,2.886178861788615,São Paulo,0.0194739016664371,0.0004407106459165,0.0070513703346646,0.0001928109075884,2.0999999999999943,-2.1
Agudo,32617.2,0.694,30.7,-5.268292682926827,Rio Grande do Sul,0.0173136504465099,0.0001822489520685,0.0072292084320515,0.000121499301379,0.5,-1.4
Agudos,61650.21,0.745,38.52,19.76274347285537,São Paulo,0.0303649164293008,0.0005105605417316,0.0052399634546138,2.687160745955823e-05,2.5999999999999943,-2.1
Agudos do Sul,23289.03,0.66,48.75,55.0,Paraná,0.0259310639206061,0.0001067121972041,0.0104577953260057,0.0,-0.3999999999999915,-4.9
Aguiar,8897.54,0.597,16.36,48.69281045751633,Paraíba,0.0108156028368794,0.000177304964539,0.002304964539007,0.000177304964539,-5.900000000000006,0.0
Aguiarnópolis,24191.06,0.657,28.6,31.71390013495276,Tocantins,0.0695083915045299,0.0013366998366255,0.0013366998366255,0.0,2.0,-2.0
Aimorés,18339.14,0.684,18.66,20.34412955465588,Minas Gerais,0.0356021774546032,0.0005562840227281,0.0112846187467715,0.000158938292208,-9.199999999999989,11.0
Aiuaba,7438.27,0.569,7.15,44.68447237496727,Ceará,0.0051152365078452,5.7474567503879534e-05,0.0008046439450543,0.0,6.099999999999994,-1.5
Aiuruoca,16513.17,0.668,9.24,54.54545454545454,Minas Gerais,0.0064967516241879,0.0006663334999167,0.0021655838747293,0.0,-6.299999999999997,8.4
Ajuricaba,42986.78,0.753,21.73,35.65217391304348,Rio Grande do Sul,0.0616457858769931,0.0005694760820045,0.0128132118451025,0.0002847380410022,4.299999999999997,0.0
Alagoa Grande,9699.38,0.582,88.89,14.64530892448513,Paraíba,0.0622543514879281,0.0010527793374508,0.0019300954519932,3.509264458169568e-05,21.200000000000003,-13.4
Alagoa Nova,15631.55,0.576,170.54,14.216005204944691,Paraíba,0.0223991558348122,0.0004796393112379,0.0012470622092186,0.0,11.799999999999995,-3.1
Alagoinha,7934.57,0.595,149.4,36.17647058823529,Paraíba,0.0775760922078818,0.0011042860100766,0.0011042860100766,0.0002070536268893,1.4000000000000057,-1.4
Alagoinha,9579.05,0.599,67.19,0.7270323859881032,Pernambuco,0.0243919103580213,0.0008198961464881,0.0063541951352828,0.000136649357748,2.4000000000000057,-2.4
Alagoinha do Piauí,7714.63,0.531,14.36,34.12698412698413,Piauí,0.0215658083910599,0.0006535093451836,0.0013070186903672,0.0,3.799999999999997,-1.9
Alagoinhas,28109.5,0.683,201.49,13.225775972031936,Bahia,0.0480487611810338,0.0006728409720573,0.0058312884244966,3.9578880709253545e-05,12.0,-6.2
Alambari,17145.55,0.712,37.83,30.952380952380963,São Paulo,0.023402489626556,0.0006639004149377,0.0071369294605809,0.0,0.0,0.0
Albertina,15732.1,0.673,51.84,12.5,Minas Gerais,0.0256069171932158,0.0016627868307283,0.0083139341536415,0.0,0.0,0.0
Alcantil,7977.88,0.578,17.98,27.08333333333333,Paraíba,0.0185724690458849,0.0001820830298616,0.002367079388201,0.0001820830298616,14.700000000000005,-14.7
Alcinópolis,31408.71,0.711,1.21,54.16666666666666,Mato Grosso do Sul,0.0125397716638592,0.0003743215422047,0.0065506269885831,0.0,-17.60000000000001,21.9
Alcobaça,12843.74,0.608,15.17,10.046511627906977,Bahia,0.0393858477970627,0.0007120605251446,0.0012906097018246,8.900756564307967e-05,17.60000000000001,-12.1
Alcântara,5690.89,0.573,14.86,19.86122021471589,Maranhão,0.0091415124225007,0.0003620400959406,0.0,0.0,-12.399999999999991,9.9
Alcântaras,6976.04,0.6,84.51,35.901386748844374,Ceará,0.0526720163906436,0.0003414717432132,0.0039269250469523,0.0,3.9000000000000057,-2.4
Aldeias Altas,7522.87,0.513,13.66,36.47058823529412,Maranhão,0.0356927483793155,0.0004145936981757,0.0,0.0,-21.0,-0.5
Alecrim,19836.1,0.672,18.9,-0.2976190476190474,Rio Grande do Sul,0.0119327731092436,0.0003361344537815,0.0048739495798319,0.0001680672268907,0.0,0.0
Alegre,15854.35,0.721,38.93,23.15062966485116,Espírito Santo,0.0333732216460577,0.000831006515091,0.0095067145326419,9.97207818109294e-05,-2.700000000000003,1.1
Alegrete,29053.31,0.74,9.43,15.608083724287262,Rio Grande do Sul,0.0318525866637676,0.0005843264618353,0.0063732351302504,0.000176656837299,9.700000000000005,-11.2
Alegrete do Piauí,8601.13,0.585,17.39,31.66666666666667,Piauí,0.071820956256358,0.0006103763987792,0.0012207527975584,0.0,-11.299999999999995,0.0
Alegria,32016.16,0.695,20.06,70.83333333333334,Rio Grande do Sul,0.0536951501154734,0.0002886836027713,0.0153002309468822,0.0002886836027713,16.700000000000003,-11.1
Alenquer,10064.02,0.564,2.4,28.21580806235538,Pará,0.0290020954762365,0.00052827132015,0.00109176072831,0.0,15.800000000000011,-12.5
Alexandria,10712.92,0.606,35.62,19.534050179211476,Rio Grande do Norte,0.0335125580025042,0.0006628857626868,0.0140679089636885,0.0002209619208956,26.599999999999994,-19.0
Alexânia,34289.85,0.682,32.61,46.10590395207267,Goiás,0.0542436625320941,0.0009040610422015,0.0043033305608794,7.232488337612555e-05,4.400000000000006,-2.4
Alfenas,32281.39,0.761,94.06,19.87617476897301,Minas Gerais,0.0391144557227861,0.0008375418770938,0.0095004750237511,5.000250012500625e-05,-6.800000000000011,2.1999999999999997
Alfredo Chaves,24625.87,0.71,23.72,42.97872340425532,Espírito Santo,0.0981439627422779,0.0012327922745017,0.0234915416752277,0.0005479076775563,2.200000000000003,-2.5
Alfredo Marcondes,20861.37,0.741,35.19,11.764705882352946,São Paulo,0.0268843014882381,0.0009601536245799,0.0043206913106096,0.0002400384061449,-5.5,5.5
Alfredo Vasconcelos,17587.53,0.675,52.8,10.833333333333332,Minas Gerais,0.0154915303315477,0.0004343419719125,0.0091211814101636,0.0002895613146083,6.700000000000003,-5.6000000000000005
Alfredo Wagner,26906.11,0.668,13.71,15.42857142857143,Santa Catarina,0.0476285372658429,9.964129135113592e-05,0.0119569549621363,0.0,-7.5,8.9
Algodão de Jandaíra,9942.99,0.548,11.66,29.52380952380952,Paraíba,0.016361511492014,0.0,0.0042851577717179,0.0,0.0,0.0
Alhandra,96064.51,0.582,107.24,39.922019561194816,Paraíba,0.0400755564631407,0.0009699816214008,0.000612619971411,0.0,12.299999999999995,-5.7
Aliança,8626.09,0.604,140.72,21.418308702791464,Pernambuco,0.0107851820976397,0.0007815349346115,0.0002344604803834,0.0,0.7000000000000028,-0.7
Aliança do Tocantins,20285.98,0.663,3.41,45.067567567567565,Tocantins,0.0406307977736549,0.0007421150278293,0.0048237476808905,0.0001855287569573,1.9000000000000057,-1.9
Almas,24366.85,0.636,1.76,68.5064935064935,Tocantins,0.0195605953224663,0.0002834868887313,0.0039688164422395,0.0,-1.0999999999999943,1.1
Almeirim,15974.52,0.642,0.47,49.0404943893316,Pará,0.0080623882259814,0.0005277199566096,0.000146588876836,0.0,11.200000000000005,-5.0
Almenara,14543.15,0.642,18.26,15.830280830280827,Minas Gerais,0.0416984915027687,0.0004535039144548,0.0163022722932976,0.0001432117624594,0.7000000000000028,4.3
Almirante Tamandaré,13747.91,0.699,609.12,46.24847852547383,Paraná,0.0353978570766208,0.000868297041889,0.0071486979759405,0.0002529020510356,1.1000000000000083,-6.1000000000000005
Almirante Tamandaré do Sul,83079.79,0.74,7.4,35.714285714285715,Rio Grande do Sul,0.035132382892057,0.0,0.0086558044806517,0.0,0.0,0.0
Alpinópolis,20469.86,0.725,43.66,15.500000000000004,Minas Gerais,0.0098221931194277,0.0002518511056263,0.0023170301717624,0.0,10.200000000000005,-4.6
Alta Floresta,30101.46,0.714,5.62,27.417572296923925,Mato Grosso,0.0463867753273338,0.0005600401683982,0.0131512880923873,3.8623459889536906e-05,12.200000000000005,-11.0
Alta Floresta D'Oeste,21600.73,0.641,3.25,31.48483021900743,Rondônia,0.0737851383743735,0.0009152320767051,0.0265417302244497,0.0003050773589017,4.299999999999997,0.0999999999999999
Altamira,24250.13,0.665,0.72,22.516254876462938,Pará,0.0571495889837164,0.0011955250711206,0.0102884967799361,7.8538143358291e-05,8.600000000000009,-6.9
Altamira do Maranhão,7232.84,0.549,11.27,53.24675324675325,Maranhão,0.0337106299212598,0.0007381889763779,0.0,0.0,16.700000000000003,-2.0
Altaneira,7703.87,0.602,103.5,42.89585753000388,Ceará,0.0315054046928552,0.0007909306617453,0.0011863959926179,0.0,-0.2999999999999971,-3.0
Alterosa,14800.91,0.668,39.96,19.75051975051975,Minas Gerais,0.0148624360569611,0.000276510438269,0.012719480160376,0.0001382552191345,-11.799999999999995,12.799999999999995
Altinho,7690.34,0.598,50.55,22.761643835616443,Pernambuco,0.0273376284172035,0.0005223750652968,0.0017412502176562,4.353125544140693e-05,0.4000000000000057,0.0
Altinópolis,33073.73,0.73,17.41,16.74641148325359,São Paulo,0.0199579831932773,0.0004943153732081,0.004634206623826,0.0,3.9000000000000057,1.3
Alto Alegre,20335.17,0.542,0.61,31.75990675990676,Roraima,0.0553191489361702,0.0013539651837524,0.0021921341070277,0.0001934235976789,17.400000000000006,-1.3
Alto Alegre do Maranhão,9711.43,0.554,70.58,31.076923076923077,Maranhão,0.0146379329464384,0.0006653605884744,0.0,0.0,-0.4000000000000057,-0.8
Alto Alegre do Pindaré,6457.08,0.558,16.52,24.258373205741638,Maranhão,0.0493436511168896,0.0007832325574109,0.0011278548826717,3.132930229643786e-05,5.0,-6.5
Alto Alegre dos Parecis,21802.07,0.592,3.35,36.996336996337,Rondônia,0.0300581527074994,0.0008307529642776,0.0128389094479268,0.000151045993505,4.5,0.0
Alto Araguaia,44668.36,0.704,3.45,43.11639549436797,Mato Grosso,0.0250997689561016,0.0004725897920604,0.0015227893299726,5.250997689561016e-05,16.5,-11.6
Alto Bela Vista,31313.91,0.755,18.7,22.85714285714285,Santa Catarina,0.0221992772328342,0.0005162622612287,0.0036138358286009,0.0,0.0,0.0
Alto Boa Vista,18089.11,0.651,3.04,35.0,Mato Grosso,0.015391380826737,0.0004397537379067,0.0013192612137203,0.0,14.700000000000005,-6.1
Alto Caparaó,11758.68,0.661,56.39,33.33333333333333,Minas Gerais,0.034547631263896,0.0006841115101761,0.0056439199589533,0.000171027877544,9.100000000000009,-3.8
Alto Garças,55068.46,0.701,3.21,61.87290969899665,Mato Grosso,0.027098919368246,0.0012468827930174,0.0019118869492934,8.312551953449709e-05,18.40000000000001,-9.2
Alto Horizonte,147295.53,0.719,12.73,75.1063829787234,Goiás,0.033364515123168,0.0003118178983473,0.0006236357966947,0.0,0.0,0.0
Alto Jequitibá,10763.21,0.66,54.62,12.5,Minas Gerais,0.0389563544547312,0.0008416496332812,0.0116628592040399,0.0002404713237946,-6.5,6.6
Alto Longá,7536.66,0.585,8.23,32.32009925558313,Piauí,0.0209032438478747,0.0004194630872483,0.0019574944071588,0.0,-14.899999999999991,0.0
Alto Paraguai,10754.99,0.638,6.15,30.0,Mato Grosso,0.0311729482212046,0.000792532581895,0.0021134202183867,0.0,15.700000000000005,-4.3
Alto Paraná,21709.38,0.696,36.23,29.594017094017097,Paraná,0.0215301286391333,0.0001354096140825,0.0062965470548408,6.770480704129993e-05,-4.300000000000011,2.6
Alto Paraíso,16728.75,0.625,8.08,16.472868217054263,Rondônia,0.0279074108642897,0.0004200112002986,0.0064868396490573,4.666791114429718e-05,9.599999999999994,-7.7
Alto Paraíso de Goiás,28644.18,0.713,2.94,86.77884615384616,Goiás,0.0487932843651626,0.0,0.0005246589716684,0.0,4.599999999999994,-1.5
Alto Parnaíba,30305.5,0.633,1.01,50.142450142450144,Maranhão,0.0476318141197497,0.0003574620196604,0.0025915996425379,0.0,0.0,0.0
Alto Piquiri,27493.12,0.676,21.97,23.376623376623375,Paraná,0.0250101667344448,0.0005083367222448,0.0085400569337128,0.0,-1.6999999999999886,3.6
Alto Rio Doce,15310.33,0.62,21.23,35.447154471544714,Minas Gerais,0.014090909090909,0.0009090909090909,0.003,0.0006363636363636,4.299999999999997,-4.3
Alto Rio Novo,11168.13,0.664,34.41,17.343976777939044,Espírito Santo,0.0564063297600816,0.0017866258295048,0.0100816743236345,0.0001276161306789,0.0,0.0
Alto Santo,10677.98,0.601,12.81,36.12710818593171,Ceará,0.0313192581360084,0.0007581943310393,0.001341420739531,0.0,8.400000000000006,-2.8
Alto Taquari,79080.07,0.705,7.66,58.92857142857143,Mato Grosso,0.054853876647921,0.0007375311145938,0.0082050336498571,0.0001843827786484,25.0,-12.5
Alto do Rodrigues,33606.28,0.672,75.94,15.277777777777777,Rio Grande do Norte,0.0490054374010599,0.0013077293688485,0.0070204418748709,0.0,13.900000000000006,-3.3
Altos,11243.64,0.614,42.32,21.81508623880376,Piauí,0.0560655414075609,0.000814332247557,0.0041456914421083,9.870693909781858e-05,11.299999999999995,-4.8
Altônia,16874.84,0.721,33.34,28.086283185840703,Paraná,0.020221254987305,0.0002266956837141,0.0076623141095393,4.5339136742836415e-05,-0.4000000000000057,-0.4999999999999999
Alumínio,115258.2,0.766,222.27,29.17940876656473,São Paulo,0.0273244578054541,0.0006978741679192,0.0078913463603178,0.0001610478849044,-3.4000000000000057,-0.5
Alvarenga,10694.95,0.592,14.05,23.214285714285715,Minas Gerais,0.0491425646275915,0.0005119017148707,0.0094701817251087,0.0002559508574353,-8.399999999999991,10.400000000000002
Alvarães,12221.58,0.527,2.71,42.311661506707935,Amazonas,0.1031731188828626,0.0018078673399414,0.014587619225734,0.0003740415186085,9.299999999999995,-0.9000000000000004
Alvinlândia,15723.04,0.722,37.99,30.30303030303029,São Paulo,0.0152079453755431,0.0,0.0062073246430788,0.0,0.0,0.0
Alvinópolis,18953.83,0.676,25.36,34.48275862068965,Minas Gerais,0.016444122870486,0.0001315529829638,0.0087482733670985,6.577649148194435e-05,-16.5,10.0
Alvorada,39825.35,0.708,6.94,23.444976076555037,Tocantins,0.0710889205896338,0.0011887779362815,0.0045173561578697,0.0,5.5,-2.4000000000000004
Alvorada,13520.93,0.699,2949.12,22.02625051416605,Rio Grande do Sul,0.0442405078338603,0.0011887496730938,0.0102089821925298,0.0001997099450797,10.0,-10.9
Alvorada D'Oeste,18065.91,0.643,4.76,37.89473684210528,Rondônia,0.0212337797515786,0.0005551314967732,0.0079800152661161,6.939143709666228e-05,6.099999999999994,-4.4
Alvorada de Minas,14716.12,0.572,9.64,29.69924812030075,Minas Gerais,0.0232945091514143,0.0002773155851358,0.0066555740432612,0.0,-1.7000000000000028,2.5
Alvorada do Gurguéia,11538.11,0.578,2.54,22.988505747126432,Piauí,0.0201144122531832,0.0009226794611551,0.0020298948145414,0.000184535892231,6.200000000000003,-4.2
Alvorada do Norte,16039.39,0.66,6.88,51.56723963599596,Goiás,0.0413394919168591,0.0001154734411085,0.0028868360277136,0.0,3.200000000000003,-3.2
Alvorada do Sul,21856.82,0.708,26.89,2.3569023569023564,Paraná,0.0220936349289847,0.0006137120813606,0.0078029107487287,8.76731544800982e-05,1.0999999999999943,0.0
Além Paraíba,23324.44,0.726,69.29,20.106316447779864,Minas Gerais,0.0330298060064476,0.0009049261919574,0.0098127933940387,0.000339347321984,3.0999999999999943,-5.199999999999999
Amajari,14656.62,0.484,0.45,53.33333333333333,Roraima,0.0471241012816505,0.0012503907471084,0.0039074710847139,0.0,11.200000000000005,-7.1000000000000005
Amambai,24687.68,0.673,9.37,22.171857293579773,Mato Grosso do Sul,0.0375418824246116,0.0006599654787288,0.0173621687480962,0.0003807493146512,9.0,-0.6999999999999993
Amaporã,26673.33,0.669,16.26,-3.6437246963562657,Paraná,0.0102285440306856,0.0,0.0038357040115071,0.0,1.7000000000000028,-1.7000000000000002
Amapá,17181.22,0.642,0.99,30.077519379844965,Amapá,0.1143923592051816,0.0007684707432209,0.0156987594686573,0.0003293446042375,10.299999999999995,-3.4
Amapá do Maranhão,7466.22,0.52,13.86,58.41346153846154,Maranhão,0.0007181844297615,0.0,0.0,0.0,7.299999999999997,-8.3
Amaraji,9839.23,0.58,97.16,48.0711698945048,Pernambuco,0.016119847562311,0.0010512944062376,0.0002190196679661,0.0,0.7000000000000028,0.0
Amaral Ferrador,17206.69,0.624,13.88,10.197368421052634,Rio Grande do Sul,0.015360546152752,0.0002844545583842,0.0002844545583842,0.0001422272791921,-1.3999999999999917,0.0
Amaralina,18237.39,0.609,2.84,40.10989010989012,Goiás,0.0044596012591815,0.0,0.0005246589716684,0.0,0.0,0.0
Amarante,8861.46,0.598,15.23,5.952380952380949,Piauí,0.044720991021707,0.0007955449482895,0.0099443118536197,0.0002272985566541,11.5,-3.4000000000000004
Amarante do Maranhão,7408.64,0.555,5.57,30.99156965074267,Maranhão,0.0278991191022082,0.0007481597683118,0.0,7.240255822372391e-05,0.0999999999999943,8.399999999999999
Amargosa,10559.06,0.625,80.4,3.17111459968603,Bahia,0.0247845116941005,0.0004833382562229,0.0062833973308987,8.055637603716334e-05,4.0,-6.9
Amaturá,8276.87,0.56,2.42,34.057971014492765,Amazonas,0.1112170596393897,0.0008668515950069,0.0216712898751733,0.0,6.1000000000000085,-7.2
Americana,49876.81,0.811,1796.75,24.922278752297867,São Paulo,0.0378051478106988,0.0009849872911597,0.0098373518867097,0.0001752943484267,-0.2000000000000028,0.6000000000000001
Americano do Brasil,12429.35,0.7,45.75,70.83333333333334,Goiás,0.0265095729013254,0.0006545573555882,0.0011454753722794,0.000163639338897,0.0,0.0
Ametista do Sul,18247.94,0.682,79.25,35.042735042735046,Rio Grande do Sul,0.0253745444729383,0.000134970981239,0.0105277365366446,0.000134970981239,1.7000000000000028,0.0
Amontada,11911.02,0.606,36.85,37.830399476810726,Ceará,0.0242336371168185,0.0004832919083126,0.0017490564300837,2.301390039583909e-05,1.2000000000000028,-1.0
Amorinópolis,21531.93,0.681,7.65,69.31818181818183,Goiás,0.0310300703774792,0.0003198976327575,0.00127959053103,0.0,-9.5,0.0
Amparo,58791.02,0.785,162.03,25.81062435322525,São Paulo,0.0287970081030542,0.0005263522404598,0.0085324468453494,2.7702749497887663e-05,0.9000000000000057,0.6
Amparo,11708.73,0.606,18.35,50.000000000000014,Paraíba,0.0138516532618409,0.0,0.0022341376228775,0.0,0.0,0.0
Amparo do Serra,9744.51,0.641,32.3,33.81642512077295,Minas Gerais,0.0146403564608529,0.0006365372374283,0.0050922978994271,0.0004243581582855,-16.099999999999994,16.1
Ampére,31119.18,0.709,64.19,14.473684210526317,Paraná,0.0228696741854636,0.00046992481203,0.0077798663324979,0.00015664160401,3.700000000000003,-1.9
Américo Brasiliense,20947.93,0.751,331.27,20.458094742321705,São Paulo,0.0299970373296464,0.0004937783922575,0.0062709855816709,0.0001234445980643,1.5,-1.5000000000000002
Américo de Campos,17089.52,0.745,23.58,42.22222222222222,São Paulo,0.0653375774836656,0.0020103869994974,0.0035181772491204,0.0,0.0,0.0
Anadia,11525.51,0.568,92.6,27.678571428571427,Alagoas,0.0328298660587061,0.000569962952408,0.0032487888287261,5.699629524080935e-05,8.700000000000003,-4.4
Anajatuba,6390.9,0.581,26.51,41.446520618556704,Maranhão,0.0135432600828265,0.0003730925642651,0.0,0.0,12.100000000000009,-7.3
Anajás,7326.86,0.484,4.23,15.00116468669928,Pará,0.0341906616115039,0.0003757215561703,0.0064555794651091,0.0,14.200000000000005,-7.5
Analândia,35504.77,0.754,15.31,14.285714285714285,São Paulo,0.0178178178178178,0.0004004004004004,0.0092092092092092,0.0,5.599999999999994,-5.6
Anamã,8948.45,0.594,5.55,47.02702702702703,Amazonas,0.0996768032907301,7.345379756133391e-05,0.0175554576171588,0.0,12.5,-8.5
Ananindeua,15389.79,0.718,2785.26,17.20180765428612,Pará,0.022476526485211,0.0007425583963754,0.0027176883440947,2.4500657748427246e-05,11.400000000000006,-5.7
Ananás,15545.97,0.671,6.06,41.26436781609196,Tocantins,0.0814744999476385,0.0016755681223164,0.0173840192690334,0.0003141690229343,5.099999999999994,-1.6000000000000003
Anapu,14926.79,0.548,2.34,47.75862068965517,Pará,0.0396916457511652,0.0008246683399067,0.0022588741484403,0.0,10.700000000000005,-5.8
Anapurus,7698.06,0.581,25.86,9.681313375181071,Maranhão,0.0521866259852529,0.0003813882532418,0.0024790236460717,0.0,2.299999999999997,0.8
Anastácio,19920.79,0.663,8.52,29.63362068965517,Mato Grosso do Sul,0.0498110204893574,0.0013526954445991,0.0110204893574696,0.0003580664412174,8.099999999999994,-5.999999999999998
Anaurilândia,28893.11,0.67,2.66,52.59740259740259,Mato Grosso do Sul,0.0129496402877697,0.000442722744881,0.0057553956834532,0.0002213613724405,4.399999999999992,-6.699999999999999
Anchieta,34359.12,0.73,71.76,14.624142564175092,Espírito Santo,0.0746676690701568,0.0012302224652291,0.0163346205105423,0.0002050370775381,6.400000000000006,-7.6
Anchieta,25485.69,0.699,24.67,37.17948717948718,Santa Catarina,0.0297978006385243,0.0007094714437743,0.0147215324583185,0.0005321035828307,-7.400000000000006,5.7
Andaraí,8416.2,0.555,7.06,4.468864468864471,Bahia,0.0324126911664003,0.0001521722589971,0.0179563265616678,0.0001521722589971,-21.8,-1.1
