municipio,PIB,IDHM,densidade,diferenca,estado,Casos_per_capita,Mortes_per_capita,Relacao_casos_mes,Relacao_obitos_mes,Diferenca_aprovacao,Diferenca_reprovacao
Caputira,8203.71,0.615,49.54,17.948717948717956,Minas Gerais,0.0203269520326952,0.00021510002151,0.00903420090342,0.0,11.0,-9.6
Capão Bonito,20043.74,0.721,28.74,16.723409175584877,São Paulo,0.0290848147991005,0.0009546438117866,0.0054945054945054,0.0001060715346429,2.3999999999999915,-2.4
Capão Bonito do Sul,115924.05,0.637,3.14,25.0,Rio Grande do Sul,0.026602176541717,0.0006045949214026,0.0042321644498186,0.0,0.0,0.0
Capão da Canoa,30331.54,0.743,546.33,25.531914893617028,Rio Grande do Sul,0.0550245998982073,0.00128183377632,0.018360383796113,0.0004901129144752,11.799999999999995,-5.9
Capão do Leão,21717.1,0.637,32.28,26.618357487922705,Rio Grande do Sul,0.0312376745286739,0.0011043622308117,0.0074150035497357,0.0003944150824327,6.700000000000003,-19.2
Caracaraí,17238.65,0.624,0.46,35.71428571428571,Roraima,0.064033567454164,0.0008665511265164,0.0011858068047067,9.121590805436468e-05,6.299999999999997,-2.2
Caracol,19664.57,0.647,2.08,32.758620689655174,Mato Grosso do Sul,0.0261608894702419,0.0,0.0174950948332243,0.0,3.4000000000000057,5.4
Caraguatatuba,33193.25,0.759,250.39,23.0846016285718,São Paulo,0.0413059934831978,0.0010861336931836,0.0137247803047756,0.0001151959977619,-1.5999999999999943,1.3
Carambeí,63624.53,0.728,36.04,14.880952380952388,Paraná,0.0515908605594704,0.0006406149903907,0.0237881699765107,0.0002989536621823,5.6000000000000085,-5.0
Caranaíba,10388.26,0.634,19.9,37.121212121212125,Minas Gerais,0.0050267043669494,0.0003141690229343,0.0025133521834747,0.0,0.0,0.0
Carandaí,20676.97,0.697,52.5,43.7979797979798,Minas Gerais,0.01423473589271,0.0001960707423238,0.0067448335359397,7.842829692953218e-05,-8.399999999999991,1.7999999999999998
Carangola,16980.01,0.695,93.38,6.035052910052908,Minas Gerais,0.0397878787878787,0.001060606060606,0.0133939393939393,9.09090909090909e-05,4.200000000000003,-5.800000000000001
Carapebus,27798.02,0.713,52.9,14.285714285714285,Rio de Janeiro,0.0575424820563155,0.0003680755781853,0.0118397644316299,6.134592969756457e-05,-4.899999999999992,4.9
Carapicuíba,15356.09,0.749,11585.81,27.843071034560392,São Paulo,0.035210898742165,0.001179765892544,0.0077196098042785,0.0001521473984041,2.0,-0.6000000000000001
Caratinga,19989.09,0.706,73.14,19.006101595236345,Minas Gerais,0.044665551476179,0.0013686428711086,0.0108079337837544,0.0005322500054311,4.5,-3.2
Carauari,11940.27,0.549,1.1,48.045486851457,Amazonas,0.1749487523856648,0.0008835795575033,0.044497066515869,7.06863646002686e-05,2.1000000000000085,-0.7999999999999998
Caravelas,15702.49,0.616,9.2,36.59029649595687,Bahia,0.0342932412790697,0.0002725290697674,0.0064952761627906,9.084302325581397e-05,-94.0,-6.0
Carazinho,50724.42,0.766,93.39,32.75901060070671,Rio Grande do Sul,0.0483819030751891,0.0007245210111093,0.0102720978908388,0.0001610046691354,0.6000000000000085,-3.8
Caraá,14470.38,0.652,28.1,6.47058823529412,Rio Grande do Sul,0.0453446191051995,0.0013301088270858,0.0145102781136638,0.0004836759371221,0.8000000000000114,0.0
Caraí,7341.09,0.558,19.07,47.58497316636851,Minas Gerais,0.017141650833861,0.0002533248891703,0.0074730842305256,0.0,-0.5,0.2999999999999998
Caraúbas,18419.65,0.638,18.72,31.490384615384617,Rio Grande do Norte,0.0539696481725467,0.0005855658029571,0.01146733030791,0.0001951886009857,7.0,-7.0
Caraúbas,9396.24,0.585,8.37,10.731707317073171,Paraíba,0.0216242191254204,0.0007208073041806,0.0026429601153291,0.0002402691013935,0.0,0.0
Caraúbas do Piauí,7614.72,0.505,12.45,4.395604395604387,Piauí,0.0277777777777777,0.0006816632583503,0.0,0.0,17.5,-7.5
Carbonita,17396.17,0.638,6.46,35.28138528138528,Minas Gerais,0.0042530568846358,0.0,0.0012759170653907,0.0,0.1000000000000085,-3.4
Cardoso,20839.72,0.722,19.27,33.143939393939405,São Paulo,0.0219049164368002,0.0009735518416355,0.0034885607658607,0.0002433879604088,0.7999999999999972,-1.0
Cardoso Moreira,22923.99,0.648,24.44,21.60562338142804,Rio de Janeiro,0.0567729860407081,0.0003899243546751,0.0137253372845667,7.79848709350386e-05,-7.900000000000006,9.9
Careaçu,22212.86,0.683,37.33,13.333333333333336,Minas Gerais,0.030486902471511,0.0005919786887672,0.0045878348379458,0.0001479946721918,3.5,-1.6
Careiro,8688.0,0.557,6.22,60.50806149231345,Amazonas,0.0709023211597876,0.0007657978821727,0.0129921571734136,0.0001056272940927,10.299999999999995,-2.2
Careiro da Várzea,10393.08,0.568,11.49,55.54945054945056,Amazonas,0.0194871794871794,0.0001985111662531,0.0058229942100909,0.0,9.199999999999989,0.0
Cariacica,26704.95,0.718,1361.85,21.051308230346063,Espírito Santo,0.0592417745256173,0.0016916479798575,0.009108671990768,0.000180966993194,4.1000000000000085,-2.5
Caridade,6854.9,0.592,26.64,27.65744400527009,Ceará,0.0172084978045859,0.0008426841708431,0.0015079611478245,8.870359693085554e-05,-0.1000000000000085,-1.1
Caridade do Piauí,8202.6,0.541,10.11,26.47058823529412,Piauí,0.0236826524570751,0.0,0.0122360371028221,0.0,-2.700000000000003,0.0
Carinhanha,8426.44,0.576,10.6,28.72670807453416,Bahia,0.0113033289682266,0.0002067682128334,0.0033427527741401,3.446136880556896e-05,-91.1,-5.6
Carira,14695.13,0.588,34.7,10.416666666666664,Sergipe,0.0545240467348972,0.0011321438275518,0.0070645774839235,0.0001358572593062,-18.700000000000003,-7.1
Cariri do Tocantins,83212.92,0.662,3.88,75.0,Tocantins,0.0579643998174349,0.0009128251939753,0.0073026015518028,0.0,9.5,0.0
Caririaçu,7788.91,0.578,42.31,23.06342224437174,Ceará,0.030854811793065,0.0007046170962358,0.000927127758205,0.0,-3.799999999999997,-2.0
Cariré,8861.12,0.596,24.37,23.726534416189597,Ceará,0.0595186470078057,0.0011383347788378,0.0048785776235906,5.420641803989592e-05,-0.1000000000000085,-0.8
Cariús,7731.54,0.597,17.61,42.70281044448874,Ceará,0.0366329750254024,0.0005882667522327,0.0033691641264238,0.0,0.0,0.0
Carlinda,17449.86,0.665,4.78,37.31802911534154,Mato Grosso,0.0196021348859776,0.0009704027171276,0.0049490538573508,0.0,4.0,-1.2000000000000002
Carlos Barbosa,92970.37,0.796,130.46,24.79939125622579,Rio Grande do Sul,0.0635873026514262,0.0006368786243421,0.0124358931384708,0.0001005597827908,-1.2000000000000028,-1.8
Carlos Chagas,19340.96,0.648,5.88,7.5,Minas Gerais,0.0351966873706004,0.0003185220576524,0.0086000955566172,0.0,-7.099999999999994,0.5999999999999996
Carlópolis,24469.09,0.713,31.72,39.826839826839816,Paraná,0.015572625698324,0.0002793296089385,0.0034217877094972,6.983240223463687e-05,6.200000000000003,-5.5
Carmo,24928.31,0.696,58.6,25.849056603773583,Rio de Janeiro,0.046890711828526,0.0003704683778777,0.0174649378142365,0.000105848107965,0.5999999999999943,-0.6
Carmo da Cachoeira,16038.78,0.655,24.04,20.43343653250774,Minas Gerais,0.0082169268693508,0.0,0.0015612161051766,0.0,-22.099999999999994,5.999999999999998
Carmo da Mata,16201.51,0.689,32.13,21.960072595281307,Minas Gerais,0.0112408504705472,0.000261415127222,0.0042697804112931,0.0001742767514813,-28.10000000000001,28.2
Carmo de Minas,14660.27,0.682,46.11,14.3317230273752,Minas Gerais,0.017094017094017,0.0002691971195908,0.00410525607376,6.729927989770509e-05,1.7000000000000028,-2.3
Carmo do Cajuru,20781.11,0.71,49.31,41.054054054054056,Minas Gerais,0.0115668653794821,0.0003559035501379,0.0047602099830945,4.448794376723908e-05,5.099999999999994,3.9
Carmo do Paranaíba,24383.93,0.705,23.19,19.326723172877017,Minas Gerais,0.0189257806060206,0.0003626891753767,0.0052754789145702,3.297174321606383e-05,1.0,-0.8999999999999999
Carmo do Rio Claro,24056.36,0.733,19.92,22.878787878787875,Minas Gerais,0.0079151943462897,0.0003297997644287,0.0023085983510011,9.422850412249704e-05,-12.700000000000005,12.099999999999998
Carmo do Rio Verde,27933.06,0.713,24.09,47.37945492662473,Goiás,0.0217218805792501,0.0005951200158698,0.0082324935528664,0.0001983733386232,1.2000000000000028,-1.2
Carmolândia,16063.13,0.64,7.6,9.54545454545454,Tocantins,0.041860465116279,0.0007751937984496,0.0050387596899224,0.0003875968992248,0.0,0.0
Carmésia,12621.8,0.65,10.16,50.87719298245613,Minas Gerais,0.0064589665653495,0.0,0.0018996960486322,0.0,-2.5999999999999943,-2.9000000000000004
Carmópolis,27566.67,0.643,362.36,42.275042444821736,Sergipe,0.0232656005771311,0.0010821209570758,0.0031862450402789,0.0001803534928459,-6.200000000000003,-2.9
Carmópolis de Minas,21081.68,0.7,48.39,11.25,Minas Gerais,0.0264014466546112,0.0004649961250322,0.0061482820976491,0.0,-2.799999999999997,0.0
Carnaubais,16235.56,0.589,19.83,15.769230769230766,Rio Grande do Norte,0.024537596430895,0.0005576726461567,0.0052978901384887,9.294544102611768e-05,18.5,-2.4000000000000004
Carnaubal,7459.82,0.593,48.26,49.49783196827632,Ceará,0.0408383505623083,0.000397591730092,0.0010223787345223,5.679881858457344e-05,0.9000000000000057,0.0
Carnaubeira da Penha,6308.28,0.573,12.87,14.112388250319288,Pernambuco,0.0049489638107021,0.0001546551190844,0.0012372409526755,0.0,-0.5,3.7
Carnaíba,8061.33,0.583,45.7,20.794573643410853,Pernambuco,0.0402025471842872,0.0010229655772083,0.013145107667127,0.0002045931154416,11.5,-0.5
Carnaúba dos Dantas,10956.38,0.659,33.3,68.88888888888889,Rio Grande do Norte,0.0284841075794621,0.0006112469437652,0.0185819070904645,0.000122249388753,10.200000000000005,-4.1
Carneirinho,30292.63,0.741,4.86,25.30364372469635,Minas Gerais,0.024434028124065,0.000199461454074,0.003490575446295,0.0,-3.700000000000003,3.7
Carneiros,7356.98,0.526,80.32,14.91228070175439,Alagoas,0.0122233234225305,0.0002202400616672,0.001101200308336,0.0,2.200000000000003,-1.1
Caroebe,19607.6,0.639,0.84,63.33333333333334,Roraima,0.1219392270626413,0.0007867046907267,0.010423837152129,0.0,7.200000000000003,-2.4
Carolina,14525.44,0.634,3.78,39.979416167664674,Maranhão,0.0187073431461228,0.0002466902392895,0.0004111503988158,0.0,-0.3999999999999915,0.0
Carpina,19025.6,0.68,577.11,19.92180803088918,Pernambuco,0.0134264296218361,0.0008129984098707,0.0026302889731112,3.586757690606282e-05,2.0,-2.0
Carrancas,30195.67,0.725,5.56,31.25,Minas Gerais,0.019026439337781,0.0002470966147763,0.0084012849023968,0.0,-13.299999999999995,13.3
Carrapateira,10325.72,0.603,48.77,20.28985507246377,Paraíba,0.0440015043249341,0.0003760812335464,0.0086498683715682,0.0,21.200000000000003,-18.2
Carrasco Bonito,10579.99,0.594,21.22,70.32967032967034,Tocantins,0.0659340659340659,0.0007326007326007,0.0009768009768009,0.0,3.3999999999999915,-3.3999999999999995
Caruaru,21075.72,0.677,392.26,20.510626715080782,Pernambuco,0.037730049457518,0.0011381321340946,0.0056463538234039,9.138287208059415e-05,3.4000000000000057,-2.0
Carutapera,7006.72,0.574,19.32,60.39408866995075,Maranhão,0.0181459234678875,0.0007560801444953,0.0013861469315747,0.0,16.599999999999994,-12.8
Carvalhos,14295.39,0.646,15.87,15.942028985507244,Minas Gerais,0.0104957570343903,0.0,0.0167485484591335,0.0,28.8,-23.1
Carvalhópolis,13246.48,0.724,44.13,9.0,Minas Gerais,0.0164850516904163,0.0005588153115395,0.0058675607711651,0.0002794076557697,-13.799999999999995,2.8
Casa Branca,29941.77,0.73,35.15,31.462342966767743,São Paulo,0.0289335088874259,0.0003949967083607,0.0043778801843317,0.0,2.5999999999999943,-1.5
Casa Grande,21231.85,0.652,14.31,19.11764705882353,Minas Gerais,0.0088613203367301,0.0004430660168365,0.0013291980505095,0.0,-6.900000000000006,0.0
Casa Nova,10532.31,0.57,7.46,23.92622320894885,Bahia,0.0148397226583667,0.0002640025566563,0.0012922230404757,5.557948561186066e-05,-89.5,-4.9
Casca,52896.24,0.785,33.23,16.62518666002987,Rio Grande do Sul,0.0675451223563282,0.0008858376702469,0.0071974310707562,0.0001107297087808,4.400000000000006,-4.4
Cascalho Rico,19748.6,0.721,8.37,21.42857142857143,Minas Gerais,0.009430894308943,0.0003252032520325,0.0009756097560975,0.0,0.0,0.0
Cascavel,38368.71,0.782,156.34,18.09404125286478,Paraná,0.05957911914606,0.000767230723328,0.0196709432675504,0.0001339609199461,2.1000000000000085,-2.1999999999999997
Cascavel,12816.78,0.646,85.68,36.18783434131784,Ceará,0.0279748546896561,0.0012544777887738,0.0022441213776953,0.0,0.1999999999999886,-1.1
Caseara,31356.48,0.658,3.17,65.47619047619048,Tocantins,0.0266343825665859,0.0005587632706276,0.0022350530825107,0.0,6.0,0.0
Casimiro de Abreu,46662.46,0.726,95.89,25.43913799876536,Rio de Janeiro,0.0461479268513489,0.0010411008509867,0.0120858229223248,0.0002036936447582,7.199999999999989,-3.5
Casinhas,6646.52,0.567,123.77,54.76190476190476,Pernambuco,0.0087162680426748,0.0004183808660483,0.0009762220207795,0.0,0.0,0.0
Casserengue,8200.4,0.514,37.08,13.333333333333336,Paraíba,0.0693626138189609,0.0009373326191751,0.0038832351365827,0.0,1.9000000000000057,-9.7
Cassilândia,29023.03,0.727,6.01,14.704623287671232,Mato Grosso do Sul,0.0587538174027986,0.0015041706549979,0.009207347645745,0.0001823237157573,1.1000000000000083,-3.1000000000000014
Castanhal,20123.38,0.673,195.16,19.98986082622597,Pará,0.0163451913164303,0.0009811098992494,0.0009362876195883,1.9921013182730472e-05,16.799999999999997,-10.5
Castanheira,15448.24,0.665,2.36,57.72058823529412,Mato Grosso,0.0172986596402795,0.0003436819796082,0.004582426394776,0.0001145606598694,13.0,-14.9
Castanheiras,34063.78,0.658,3.42,21.21212121212121,Rondônia,0.0370249017038007,0.0009829619921363,0.0062254259501965,0.0,3.0999999999999943,0.0
Castelo,23799.44,0.726,56.51,13.303351225881327,Espírito Santo,0.0864283050034635,0.0013321255395108,0.0144135983375073,0.0002131400863217,1.2000000000000028,-0.4
Castelo do Piauí,9052.92,0.587,9.69,13.732718894009215,Piauí,0.0263745181578413,0.000659362953946,0.0014708865895719,0.0,1.5,0.0
Castelândia,30147.8,0.701,11.55,63.305322128851536,Goiás,0.029985443959243,0.0008733624454148,0.0032023289665211,0.0,8.700000000000003,-4.3
Castilho,33284.2,0.731,19.71,33.458489778890275,São Paulo,0.0357992954393982,0.0007140816909454,0.0046177282681138,0.000142816338189,0.0,0.0
Castro,38661.79,0.703,28.24,16.296937926069248,Paraná,0.0549773375860332,0.0007134463656202,0.0239354261093391,0.000181858877511,1.4000000000000057,1.4
Castro Alves,11229.9,0.613,36.9,20.066889632107024,Bahia,0.0289369479134937,0.000647273834907,0.0026271702710935,7.614986293024673e-05,18.200000000000003,-15.0
Cataguases,22110.86,0.751,152.76,17.6954732510288,Minas Gerais,0.0325998695472758,0.000798690148157,0.0152549818297991,0.0001597380296314,0.2000000000000028,-0.4000000000000003
Catalão,64326.38,0.766,28.48,28.832855557721796,Goiás,0.0376942374314253,0.0008637879859956,0.0064416529593927,0.0001654062100842,0.2000000000000028,0.5
Catanduva,35610.18,0.785,419.35,21.04474381864416,São Paulo,0.0431307544599629,0.0015509346638,0.0039142636753048,0.0001230900526825,0.1000000000000085,0.2
Catanduvas,40167.45,0.714,54.84,30.952380952380956,Santa Catarina,0.0634379891354387,0.0005524353190313,0.0116011416996593,0.0001841451063437,1.7999999999999972,1.3000000000000005
Catanduvas,23842.55,0.678,17.51,39.258312020460366,Paraná,0.02473255471587,0.0003925802335852,0.0085386200804789,0.0001962901167926,-1.7999999999999972,-0.9
Catarina,5749.66,0.618,42.51,13.351089588377723,Ceará,0.0176345540631945,0.0002898830804908,0.0017876123296936,0.0,0.0,0.0
Catas Altas,205288.4,0.684,22.4,2.222222222222223,Minas Gerais,0.0236235119047619,0.0003720238095238,0.0055803571428571,0.0,16.10000000000001,-11.5
Catas Altas da Noruega,9681.37,0.6,25.71,37.14285714285714,Minas Gerais,0.0074155451798956,0.0002746498214776,0.0016478989288656,0.0002746498214776,-5.1000000000000085,2.2
Catende,6935.38,0.609,206.96,52.18822273616794,Pernambuco,0.0152009698778326,0.0009325748391308,0.0005362305325002,0.0,1.7999999999999972,-0.5
Catiguá,16925.94,0.751,52.59,44.44444444444444,São Paulo,0.0438236801640184,0.0012813941568426,0.0020502306509482,0.0002562788313685,2.0999999999999943,0.0
Catingueira,9185.83,0.574,9.32,32.06388206388206,Paraíba,0.0087185725871857,0.0004055150040551,0.0030413625304136,0.0,0.0,0.0
Catolândia,21434.45,0.582,5.57,8.978328173374617,Bahia,0.0162147050601062,0.0,0.0008386916410399,0.0,-94.4,0.0
Catolé do Rocha,14353.56,0.64,55.33,13.164843925163796,Paraíba,0.0461926275126039,0.0008184377659922,0.0125712040856413,0.0001309500425587,1.1000000000000083,-1.1
Catu,11810.26,0.677,131.43,9.056339949525956,Bahia,0.0461392219947353,0.0005666861655454,0.0095788242176074,1.8280198888563907e-05,-17.69999999999999,-9.2
Catuji,10131.25,0.54,15.04,5.0925925925925934,Minas Gerais,0.0572017112977341,0.0,0.0110917445729678,0.0,14.700000000000005,-8.4
Catunda,10937.84,0.609,13.2,28.17731116943716,Ceará,0.0425449622896925,0.0006768516727905,0.0029007928833881,0.0,1.7999999999999972,-0.9
Caturama,6889.08,0.571,14.04,33.473684210526315,Bahia,0.0069675206345803,0.0002143852502947,0.0054668238825168,0.0002143852502947,-77.1,-22.9
Caturaí,14367.63,0.664,24.46,27.77777777777778,Goiás,0.0248520710059171,0.0007889546351084,0.0011834319526627,0.0,0.0,0.0
Caturité,10771.02,0.623,41.09,36.66666666666666,Paraíba,0.0288540807914262,0.0002061005770816,0.0024732069249793,0.0,3.200000000000003,0.0
Catuti,8902.82,0.621,17.32,38.88888888888889,Minas Gerais,0.01103088648215,0.0004011231448054,0.0026073004412354,0.0002005615724027,-3.700000000000003,2.5
Catuípe,43594.08,0.739,15.04,-1.0989010989011003,Rio Grande do Sul,0.0292910873033964,0.0007978117164349,0.0042170047868702,0.0,-1.8999999999999917,0.0
Caucaia,19147.09,0.682,295.31,32.909160984831104,Ceará,0.0218566685113447,0.0010514665190924,0.0025926950747094,3.597122302158273e-05,2.700000000000003,-1.4
Cavalcante,29616.4,0.584,1.4,50.54112554112554,Goiás,0.0078277886497064,0.0002059944381501,0.0005149860953754,0.0,6.0,-4.0
Caxambu,16591.22,0.743,215.52,8.583611420096405,Minas Gerais,0.018932397487994,0.000277059475434,0.0068803103066124,0.0,8.099999999999994,-3.3
Caxambu do Sul,38766.6,0.691,25.91,13.90374331550802,Santa Catarina,0.0483250961010433,0.000274574409665,0.0063152114222954,0.0,8.299999999999997,0.0
Caxias,11003.75,0.624,32.01,19.86283780721763,Maranhão,0.0349041727316836,0.0007156720038816,0.001795245026686,3.63901018922853e-05,-8.300000000000011,4.4
Caxias do Sul,52873.85,0.782,310.71,24.57858042063037,Rio Grande do Sul,0.0433719705777579,0.0007163744406994,0.0101173209944686,0.000229004944158,-2.299999999999997,-4.1
Caxingó,8767.77,0.488,11.11,12.261904761904765,Piauí,0.0228613569321533,0.0,0.0003687315634218,0.0,-8.0,-1.8
Caçador,44916.25,0.735,80.04,18.602887203327622,Santa Catarina,0.0308289331382403,0.000877918442649,0.0067307080603091,0.0002290222024301,-7.899999999999991,12.3
Caçapava,42875.69,0.788,254.59,25.657387580299783,São Paulo,0.0279643126147056,0.0008062548401811,0.0085399361361297,7.426031422721534e-05,-0.5,0.4000000000000001
Caçapava do Sul,25725.54,0.704,11.03,23.788515888881232,Rio Grande do Sul,0.0309005472281703,0.0006245538900785,0.0068403521294313,5.948132286462051e-05,12.799999999999995,-21.2
Caçu,52610.02,0.73,7.11,35.9375,Goiás,0.0478480854519332,0.0008745080891998,6.246486351427322e-05,6.246486351427322e-05,0.0999999999999943,-1.0
Ceará-Mirim,12235.69,0.616,101.46,15.594393785883147,Rio Grande do Norte,0.0144767813652257,0.0006802998761854,0.0010612678068492,2.72119950474169e-05,20.3,-7.700000000000001
Cedral,40145.71,0.766,46.79,36.44501278772378,São Paulo,0.0400562953339828,0.0011908628342535,0.0057377936559489,0.0002165205153188,3.9000000000000057,-3.9
Cedral,6451.07,0.605,36.93,38.77022653721683,Maranhão,0.0152693208430913,0.0,0.0014051522248243,0.0,-14.800000000000011,-4.3
Cedro,8048.99,0.627,35.21,33.46228239845261,Ceará,0.0347067339672105,0.0005477951246233,0.007825644637477,0.0,2.200000000000003,-1.5
Cedro,8187.58,0.615,68.79,46.23154623154623,Pernambuco,0.0628440755484034,0.000423477598035,0.0034725163038875,0.0,4.900000000000006,-0.7
Cedro de São João,10134.06,0.623,70.45,34.44444444444444,Sergipe,0.0961505850432423,0.0016957775139901,0.0140749533661183,0.0,0.0,0.0
Celso Ramos,21794.66,0.719,13.15,57.142857142857146,Santa Catarina,0.0667155425219941,0.000733137829912,0.0190615835777126,0.000366568914956,-0.7000000000000028,-2.8000000000000003
Centenário,28723.78,0.701,21.52,14.736842105263158,Rio Grande do Sul,0.0179868557592528,0.0,0.0051885160843998,0.0,11.5,-11.5
Centenário,14622.91,0.569,1.49,61.11111111111112,Tocantins,0.0413080895008605,0.0013769363166953,0.0003442340791738,0.0,8.099999999999994,0.0
Centenário do Sul,19830.47,0.668,29.12,36.25,Paraná,0.0294633785905606,0.0005541701302299,0.0115452110464579,9.236168837166344e-05,-5.399999999999992,-1.1
Central,9705.87,0.596,28.66,54.47227191413237,Bahia,0.0116992934090119,0.00028958647052,0.0019112707054326,0.0,9.200000000000005,-4.6
Central de Minas,11662.18,0.665,34.42,56.81818181818181,Minas Gerais,0.0226109215017064,0.0009954493742889,0.0041240045506257,0.0002844141069397,-5.700000000000003,7.4
Central do Maranhão,5414.99,0.585,27.18,44.54545454545454,Maranhão,0.0034590107229332,0.0001153003574311,0.0,0.0,3.0,-16.1
Centralina,27046.95,0.678,31.63,47.7124183006536,Minas Gerais,0.0295652173913043,0.0006763285024154,0.0032850241545893,0.0,-0.3000000000000113,-1.7999999999999998
Centro Novo do Maranhão,6389.81,0.518,2.62,22.838137472283808,Maranhão,0.0293219868652298,0.0003237443344741,0.0,0.0,1.0,-0.9000000000000004
Centro do Guilherme,6412.43,0.542,12.53,56.04395604395605,Maranhão,0.0261554465745281,0.000222915737851,0.0,0.0,0.5999999999999943,-2.6
Cerejeiras,31051.55,0.692,5.86,44.06565656565657,Rondônia,0.0374318446364026,0.0006126324817741,0.0196042394167738,0.0002450529927096,0.3999999999999915,2.8
Ceres,28712.82,0.775,103.54,18.854166666666668,Goiás,0.0576810418638186,0.0009463295930782,0.005002027849128,4.506331395610833e-05,2.4000000000000057,-2.1
Cerqueira César,37123.81,0.729,39.3,20.938967136150232,São Paulo,0.0201651238428821,0.0004503377533149,0.0073555166374781,0.0001501125844383,-5.899999999999992,7.1
Cerquilho,39476.07,0.782,383.0,18.68267831149928,São Paulo,0.0344235837300046,0.0004698768105579,0.0133404155345359,8.171770618398742e-05,-1.1000000000000083,1.4000000000000004
Cerrito,17658.07,0.649,13.48,31.818181818181817,Rio Grande do Sul,0.0302085043506813,0.0001641766540797,0.0114923657855852,0.0,7.299999999999997,-21.4
Cerro Azul,18086.45,0.573,13.26,50.86956521739131,Paraná,0.0249170369537094,0.0008436919961752,0.0096180887563979,0.0002812306653917,5.700000000000003,-1.7
Cerro Corá,13019.01,0.607,28.4,33.71647509578544,Rio Grande do Norte,0.011718400572502,0.0003578137579389,0.0007156275158779,0.0,24.200000000000003,-23.2
Cerro Grande,24181.58,0.674,31.47,33.333333333333336,Rio Grande do Sul,0.0558199913457377,0.0012981393336218,0.0475984422327996,0.0004327131112072,-8.0,0.0
Cerro Grande do Sul,14989.51,0.66,37.68,22.55434782608696,Rio Grande do Sul,0.0145436718686167,0.0004902361304028,0.0061279516300351,8.170602173380178e-05,-2.4000000000000057,-6.3
Cerro Largo,54767.65,0.764,79.54,11.896386312759834,Rio Grande do Sul,0.0287978490058727,0.0002122691572914,0.0117455600367933,0.0,5.5,-3.9
Cesário Lange,25528.78,0.706,95.13,46.7487684729064,São Paulo,0.0203328190434207,0.000385717434428,0.0074939387260304,5.5102490632576594e-05,8.099999999999994,-8.1
Cezarina,35338.94,0.711,20.7,55.05050505050506,Goiás,0.0316058563792702,0.0012781780153381,0.0019753660237043,0.0002323960027887,0.0,0.0
Chalé,11424.73,0.655,26.82,47.5,Minas Gerais,0.0548737727910238,0.001227208976157,0.0068373071528751,0.0,-18.0,-1.7
Chapada,49903.9,0.757,13.55,23.461538461538467,Rio Grande do Sul,0.0241665767612471,0.0002157730067968,0.0044233466393354,0.0001078865033984,-1.2999999999999972,-7.5
Chapada Gaúcha,16487.26,0.635,4.2,39.46808510638298,Minas Gerais,0.0078947368421052,7.309941520467836e-05,0.0017543859649122,7.309941520467836e-05,-5.5,0.3000000000000002
Chapada da Natividade,20639.26,0.62,2.02,30.476190476190474,Tocantins,0.0201020102010201,0.0003000300030003,0.0009000900090009,0.0,0.0,0.0
Chapada do Norte,6532.65,0.598,18.48,22.652210175145957,Minas Gerais,0.0009116957541026,0.0,0.0005860901276374,0.0,0.0,0.0
Chapada dos Guimarães,36303.0,0.688,3.3,41.94041252864782,Mato Grosso,0.0269339813689752,0.0011138112596192,0.0052146618063993,5.062778452814905e-05,18.700000000000003,-8.4
Chapadinha,9262.97,0.604,24.54,15.428816466552316,Maranhão,0.036673988076561,0.0008534672105428,0.0003263256981487,6.27549419516787e-05,1.0999999999999943,-0.8
Chapadão do Céu,139625.7,0.742,4.65,52.44360902255639,Goiás,0.0865545391954362,0.0008852168781351,0.0251795023113996,0.0001967148618078,0.0,0.0
Chapadão do Lageado,26883.79,0.704,24.01,65.0,Santa Catarina,0.0297858099062918,0.000334672021419,0.0063587684069611,0.0,-9.400000000000006,6.3
Chapadão do Sul,74367.1,0.754,6.55,21.96620583717358,Mato Grosso do Sul,0.0768895233563327,0.0007930843048616,0.016297882464906,0.0001586168609723,9.0,-5.300000000000001
Chapecó,47749.34,0.79,352.98,24.365205541676133,Santa Catarina,0.0668748043037296,0.0005990007578267,0.0118529543897225,9.983345963778606e-05,2.1000000000000085,1.2000000000000002
Charqueada,19182.29,0.736,97.76,36.79471788715486,São Paulo,0.0255381035485747,0.000523560209424,0.0035485747527632,5.817335660267598e-05,2.200000000000003,-2.2
Charqueadas,33757.46,0.747,188.39,22.934567085261072,Rio Grande do Sul,0.0477579739635686,0.0005148446885189,0.013729191693839,4.903282747799652e-05,4.599999999999994,-10.6
Chaval,7312.88,0.586,54.86,26.82638272700385,Ceará,0.0635090672583977,0.0010712372790573,0.0006886525365368,0.0,10.299999999999995,-3.4
Chavantes,17161.02,0.729,66.02,47.34042553191489,São Paulo,0.0197294250281848,0.0002415847962634,0.002979545820583,8.052826542116283e-05,2.5,-1.7
Chaves,8236.88,0.453,1.81,55.59440559440559,Pará,0.0151368216890837,4.216384871611081e-05,0.002698486317831,0.0,0.0999999999999943,-15.1
Chiador,12118.25,0.711,10.62,75.0,Minas Gerais,0.036099739486416,0.0003721622627465,0.0,0.0,-3.5999999999999943,3.6
Chopinzinho,34459.48,0.74,20.06,32.588739290085684,Paraná,0.0656486963747792,0.0009348706762231,0.0272151241300508,0.000623247117482,3.5,-0.1
Chorozinho,14198.96,0.604,72.78,28.074193116378744,Ceará,0.0389360442163442,0.0009376233714962,0.0035530990919857,4.934859849980261e-05,0.0999999999999943,-1.1
