,Nome_Município,abstencao
981,Mongaguá,45.68345323741007
754,Itu,45.66929133858268
181,Barreirinhas,45.662100456621005
174,Barra do Garças,45.65217391304348
1124,Parauapebas,45.648414985590776
659,Igarassu,45.607808340727594
1297,Ribeirão das Neves,45.56596971881759
582,Franco da Rocha,45.56113902847571
1424,Sidrolândia,45.55555555555556
1691,Várzea Grande,45.540691192865104
900,Mairiporã,45.52845528455284
660,Igrejinha,45.525291828793776
910,Manhuaçu,45.52023121387283
440,Conceição,45.51083591331269
1692,Várzea Paulista,45.50898203592814
729,Itapemirim,45.5
652,Icapuí,45.4954954954955
334,Canaã dos Carajás,45.47872340425532
356,Caraguatatuba,45.46925566343042
1176,Piedade,45.45454545454545
1346,Santa Cruz do Rio Pardo,45.43478260869565
373,Carlos Barbosa,45.42372881355932
377,Carmópolis,45.378151260504204
988,Monte Aprazível,45.357142857142854
947,Mauá,45.35137494543867
753,Itiquira,45.33333333333333
638,Hortolândia,45.3125
556,Farroupilha,45.30386740331492
491,Cururupu,45.258620689655174
110,Araucária,45.2513966480447
1249,Poços de Caldas,45.23411371237458
1362,Santa Maria do Suaçuí,45.19230769230769
740,Itapororoca,45.18518518518518
1236,Porto Nacional,45.169082125603865
907,Mandirituba,45.16129032258064
595,Glória do Goitá,45.141065830721004
1604,Três Corações,45.110410094637224
1537,São Roque,45.103857566765576
1157,Pedro Canário,45.08670520231214
970,Mirassol,45.08009153318078
1494,São José do Rio Preto,45.07785695434151
1343,Santa Bárbara d'Oeste,45.068664169787766
1517,São Manuel,45.0354609929078
1711,Óbidos,45.033112582781456
1078,Orobó,45.017182130584196
851,Lajeado,45.0
959,Minas Novas,44.93392070484582
995,Monteiro,44.93307839388145
228,Bom Jardim,44.916540212443095
269,Caaporã,44.91525423728814
1671,Viana,44.89510489510489
49,Além Paraíba,44.857142857142854
726,Itapecerica da Serra,44.8405253283302
296,Camacan,44.83775811209439
1704,Água Branca,44.827586206896555
999,Morada Nova,44.800000000000004
668,Imbituba,44.785276073619634
501,Diamante,44.776119402985074
1701,Xique-Xique,44.771241830065364
1275,Quiterianópolis,44.76987447698745
69,Andradina,44.76386036960985
966,Mirandiba,44.73684210526316
314,Campo Bom,44.73684210526316
488,Curitibanos,44.73684210526316
291,Cajamar,44.72727272727273
358,Carapicuíba,44.6821900566394
68,Andradas,44.680851063829785
508,Dois Irmãos,44.680851063829785
1308,Rio Negro,44.680851063829785
632,Guaíra,44.645340751043115
709,Itaguaí,44.645161290322584
858,Laranjeiras do Sul,44.63087248322148
1412,Seropédica,44.596651445966515
396,Catanduva,44.58041958041958
1690,Várzea Alegre,44.5440956651719
1541,São Sebastião do Paraíso,44.52887537993921
340,Canindé de São Francisco,44.52554744525548
1345,Santa Cruz do Capibaribe,44.5010183299389
619,Guaramirim,44.5
1144,Paudalho,44.49438202247191
1445,Suzano,44.49291166848418
1152,Pedra Branca,44.48217317487266
297,Camamu,44.479495268138805
623,Guararapes,44.44444444444444
1123,Paraty,44.40894568690096
1387,Santo Antônio da Platina,44.391025641025635
656,Igarapé,44.37299035369775
1134,Pará de Minas,44.369973190348524
525,Encantado,44.3609022556391
1659,Vargem Grande Paulista,44.35897435897436
1193,Piracuruca,44.34389140271493
395,Catalão,44.33887569279493
840,Ladainha,44.329896907216494
167,Barra Mansa,44.29657794676806
635,Hidrolândia,44.285714285714285
880,Luzilândia,44.27244582043344
323,Campo Verde,44.27083333333333
721,Itaobim,44.25675675675676
76,Aparecida de Goiânia,44.232698094282846
24,Alenquer,44.20289855072464
332,Canarana,44.18604651162791
1508,São Leopoldo,44.18604651162791
307,Camocim de São Félix,44.15584415584416
979,Moju,44.13965087281795
548,Estância Velha,44.13793103448276
1337,Salto,44.11276948590381
862,Leme,44.05737704918033
1409,Senador Pompeu,44.04145077720207
1039,Nova Esperança,44.014084507042256
318,Campo Limpo Paulista,44.00715563506261
1423,Sete Quedas,44.0
1048,Nova Petrópolis,44.0
535,Esmeraldas,44.0
1220,Pontes e Lacerda,43.983402489626556
294,Cajuru,43.94904458598726
341,Canoas,43.94641937145801
1183,Pindobaçu,43.93305439330544
1105,Palmitos,43.92857142857143
468,Cosmópolis,43.920595533498755
302,Camboriú,43.916913946587535
388,Cassilândia,43.91143911439114
212,Betim,43.910806174957116
171,Barra do Bugres,43.90243902439025
111,Araxá,43.90243902439025
1587,Timbaúba,43.88586956521739
1218,Pontal,43.85245901639344
1041,Nova Iguaçu,43.847150259067355
50,Amambai,43.83561643835616
1697,Xanxerê,43.83116883116883
253,Brejo da Madre de Deus,43.812709030100336
1532,São Pedro da Aldeia,43.77431906614786
564,Floresta,43.76731301939058
1027,Nioaque,43.75
362,Carazinho,43.71482176360225
848,Lagoa da Prata,43.71134020618557
264,Buriti dos Lopes,43.710691823899374
689,Ipueiras,43.687374749499
1419,Serro,43.67816091954023
471,Coxim,43.65482233502538
1204,Pitanga,43.63636363636363
850,Laguna,43.63636363636363
522,Eldorado do Sul,43.627450980392155
913,Mantena,43.62139917695473
918,Maracás,43.58974358974359
122,Arinos,43.58108108108108
273,Cabo de Santo Agostinho,43.574690150032616
1302,Rio Claro,43.56087262491204
194,Bauru,43.55275022542832
1438,Sorocaba,43.53704705246079
118,Areado,43.529411764705884
114,Araçoiaba da Serra,43.529411764705884
1669,Vespasiano,43.52720450281426
1141,Patrocínio,43.52112676056338
546,Estrela,43.51851851851852
1329,Rubiataba,43.51585014409222
