municipio;estado;regiao;Presente;Total_Alunos;populacaoTCU2019;casosAcumulado;obitosAcumulado;casosNovos_Semana;obitosNovos_Semana;Casos_per_capita;Mortes_per_capita;Relacao_Presenca;Relacao_casos_mes;Relacao_obitos_mes;diferenca;codigo
Caraúbas do Piauí;Piauí;Nordeste;4.0;7.0;5868.0;193.0;12;0;0;0.03289025221540559;0.002044989775051125;0.5714285714285714;0.0;0.0;4.395604395604387;2202539.0
Tocantinópolis;Tocantins;Norte;63.0;106.0;22870.0;2589.0;56;1;0;0.11320507214691736;0.00244862264975951;0.5943396226415094;4.3725404459991255e-05;0.0;29.91515016188456;1721208.0
São Vicente Férrer;Pernambuco;Nordeste;41.0;134.0;18018.0;1364.0;34;0;0;0.0757020757020757;0.001887001887001887;0.30597014925373134;0.0;0.0;49.22754647813564;2613800.0
Catu;Bahia;Nordeste;135.0;181.0;54704.0;6675.0;101;0;0;0.12202032758116409;0.0018463000877449547;0.7458563535911602;0.0;0.0;9.056339949525956;2907509.0
Ipueiras;Ceará;Nordeste;248.0;445.0;38166.0;3899.0;67;0;5;0.10215898967667557;0.0017554891788502855;0.5573033707865168;0.0;0.00013100665513808102;33.42514171735075;2305902.0
Marapanim;Pará;Norte;30.0;124.0;28336.0;1017.0;45;0;0;0.03589073969508752;0.001588085827216262;0.24193548387096775;0.0;0.0;59.38854116514204;1504406.0
Três Pontas;Minas Gerais;Sudeste;127.0;185.0;56746.0;7259.0;167;0;0;0.12792091072498502;0.002942938709336341;0.6864864864864865;0.0;0.0;15.306575231948369;3169406.0
Barra do Piraí;Rio de Janeiro;Sudeste;113.0;207.0;100374.0;7711.0;399;0;0;0.07682268316496303;0.003975133002570387;0.5458937198067633;0.0;0.0;27.52741634049156;3300308.0
Caetité;Bahia;Nordeste;161.0;211.0;50975.0;4056.0;42;0;0;0.07956841589014223;0.0008239333006375675;0.7630331753554502;0.0;0.0;9.127146040613916;2905206.0
Taquara;Rio Grande do Sul;Sul;204.0;335.0;57466.0;5804.0;181;0;0;0.10099885149479693;0.0031496885114676502;0.608955223880597;0.0;0.0;21.09893744573531;4321204.0
Parambu;Ceará;Nordeste;177.0;408.0;31521.0;1642.0;68;0;0;0.05209225595634656;0.0021572919640874336;0.4338235294117647;0.0;0.0;42.5399771559109;2310308.0
Viseu;Pará;Norte;37.0;103.0;61403.0;1563.0;37;4;0;0.0254547823396251;0.0006025764213474911;0.3592233009708738;6.514339690243148e-05;0.0;44.07766990291263;1508308.0
Massapê;Ceará;Nordeste;264.0;586.0;38737.0;2590.0;87;0;0;0.06686114051165552;0.002245914758499626;0.45051194539249145;0.0;0.0;25.05254724048948;2308005.0
Belmiro Braga;Minas Gerais;Sudeste;6.0;8.0;3429.0;244.0;4;1;0;0.07115777194517352;0.0011665208515602217;0.75;0.00029163021289005544;0.0;;3106101.0
Córrego do Bom Jesus;Minas Gerais;Sudeste;24.0;34.0;3704.0;478.0;8;0;0;0.12904967602591794;0.0021598272138228943;0.7058823529411765;0.0;0.0;17.873303167420815;3119906.0
João Alfredo;Pernambuco;Nordeste;120.0;198.0;33822.0;992.0;51;1;0;0.02933002187925019;0.001507894270001774;0.6060606060606061;2.9566554313760275e-05;0.0;6.876456876456878;2608107.0
Poções;Bahia;Nordeste;119.0;171.0;46871.0;4029.0;80;0;1;0.08595933519660344;0.0017068123146508501;0.695906432748538;0.0;2.133515393313563e-05;7.87414545754056;2925105.0
Itaberaí;Goiás;Centro-Oeste;135.0;349.0;42900.0;4871.0;168;0;1;0.11354312354312354;0.003916083916083916;0.3868194842406877;0.0;2.331002331002331e-05;44.253205159548976;5210406.0
Conceição do Lago-Açu;Maranhão;Nordeste;5.0;25.0;16237.0;295.0;11;0;0;0.01816838085853298;0.0006774650489622467;0.2;0.0;0.0;64.61538461538461;2103554.0
Navegantes;Santa Catarina;Sul;146.0;303.0;81475.0;11274.0;219;2;0;0.13837373427431726;0.0026879410862227678;0.48184818481848185;2.45474071801166e-05;0.0;29.5340144093985;4211306.0
Carnaíba;Pernambuco;Nordeste;69.0;120.0;19551.0;2601.0;38;1;0;0.1330366733159429;0.001943634596695821;0.575;5.1148278860416345e-05;0.0;20.794573643410853;2603900.0
Presidente Epitácio;São Paulo;Sudeste;110.0;171.0;44200.0;3342.0;126;0;0;0.07561085972850679;0.002850678733031674;0.6432748538011696;0.0;0.0;24.81537176274018;3541307.0
Espera Feliz;Minas Gerais;Sudeste;39.0;63.0;24951.0;2988.0;44;3;0;0.11975471924972947;0.0017634563744940083;0.6190476190476191;0.00012023566189731875;0.0;14.81937602627258;3124203.0
Parobé;Rio Grande do Sul;Sul;34.0;97.0;58272.0;8086.0;226;0;0;0.1387630422844591;0.0038783635365183967;0.35051546391752575;0.0;0.0;48.48503897410107;4314050.0
Paraíso;Santa Catarina;Sul;11.0;16.0;3437.0;190.0;7;0;0;0.055280768111725345;0.002036659877800407;0.6875;0.0;0.0;29.215686274509803;4212239.0
Vacaria;Rio Grande do Sul;Sul;114.0;176.0;66218.0;10001.0;222;1;0;0.15103144160198134;0.003352562747289257;0.6477272727272727;1.5101633996798454e-05;0.0;12.697628458498023;4322509.0
Corrente;Piauí;Nordeste;120.0;150.0;26644.0;2016.0;33;1;0;0.07566431466746734;0.0012385527698543762;0.8;3.753190211679928e-05;0.0;11.814946619217082;2202901.0
Gilbués;Piauí;Nordeste;18.0;34.0;10690.0;688.0;6;0;0;0.06435921421889616;0.0005612722170252573;0.5294117647058824;0.0;0.0;14.331550802139034;2204402.0
Antônio Prado;Rio Grande do Sul;Sul;35.0;48.0;13050.0;2817.0;33;2;0;0.21586206896551724;0.002528735632183908;0.7291666666666666;0.0001532567049808429;0.0;9.305555555555554;4300802.0
Cedro;Ceará;Nordeste;189.0;329.0;25557.0;3944.0;41;0;0;0.15432171225104668;0.0016042571506827874;0.574468085106383;0.0;0.0;36.57886964410034;2303808.0
Ouvidor;Goiás;Centro-Oeste;3.0;20.0;6667.0;846.0;28;0;0;0.12689365531723415;0.004199790010499475;0.15;0.0;0.0;67.6086956521739;5215504.0
Ijaci;Minas Gerais;Sudeste;18.0;29.0;6550.0;483.0;14;0;0;0.07374045801526717;0.002137404580152672;0.6206896551724138;0.0;0.0;30.78817733990148;3130408.0
Beruri;Amazonas;Norte;15.0;75.0;19679.0;2294.0;34;0;0;0.11657096397174653;0.001727730067584735;0.2;0.0;0.0;47.391304347826086;1300631.0
Simão Dias;Sergipe;Nordeste;143.0;221.0;40484.0;3368.0;88;0;0;0.08319336033988736;0.0021736982511609527;0.6470588235294118;0.0;0.0;25.59714795008913;2807105.0
Macambira;Sergipe;Nordeste;11.0;14.0;6919.0;671.0;8;0;1;0.09697933227344992;0.0011562364503540975;0.7857142857142857;0.0;0.00014452955629426219;12.807881773399012;2803708.0
Santo Antônio de Lisboa;Piauí;Nordeste;12.0;16.0;6415.0;122.0;5;0;0;0.019017926734216678;0.000779423226812159;0.75;0.0;0.0;5.487804878048781;2209401.0
Ipaussu;São Paulo;Sudeste;45.0;88.0;14971.0;2324.0;45;0;0;0.1552334513392559;0.0030058112350544387;0.5113636363636364;0.0;0.0;34.75320691578361;3520905.0
Paranaguá;Paraná;Sul;405.0;706.0;154936.0;24578.0;567;16;1;0.1586332421128724;0.003659575566685599;0.5736543909348442;0.00010326844632622502;6.4542778953890636e-06;20.15018465830532;4118204.0
Paraíba do Sul;Rio de Janeiro;Sudeste;53.0;89.0;44285.0;5364.0;174;0;0;0.12112453426668172;0.003929095630574687;0.5955056179775281;0.0;0.0;23.871898095295315;3303708.0
Fazenda Nova;Goiás;Centro-Oeste;21.0;32.0;5637.0;670.0;14;0;0;0.1188575483413163;0.002483590562355863;0.65625;0.0;0.0;;5207600.0
Coreaú;Ceará;Nordeste;129.0;308.0;23136.0;2616.0;70;0;0;0.11307053941908714;0.003025587828492393;0.41883116883116883;0.0;0.0;36.57432992539376;2304004.0
Brasilândia;Mato Grosso do Sul;Centro-Oeste;21.0;41.0;11872.0;1286.0;26;0;0;0.108322102425876;0.0021900269541778976;0.5121951219512195;0.0;0.0;9.891598915989157;5002308.0
Moreilândia;Pernambuco;Nordeste;21.0;78.0;11270.0;814.0;11;0;0;0.07222715173025732;0.0009760425909494233;0.2692307692307692;0.0;0.0;26.107226107226097;2614303.0
Antônio Carlos;Minas Gerais;Sudeste;5.0;8.0;11445.0;861.0;17;3;0;0.07522935779816514;0.0014853647881170817;0.625;0.0002621231979030144;0.0;21.18570183086312;3102902.0
Vera;Mato Grosso;Centro-Oeste;8.0;12.0;11309.0;1403.0;31;0;0;0.12406048280130869;0.0027411795914758156;0.6666666666666666;0.0;0.0;22.807017543859644;5108501.0
Lastro;Paraíba;Nordeste;11.0;27.0;2737.0;492.0;4;0;0;0.17975886006576544;0.0014614541468761417;0.4074074074074074;0.0;0.0;51.25925925925925;2508406.0
Urbano Santos;Maranhão;Nordeste;47.0;73.0;33122.0;1870.0;38;0;0;0.05645794336090816;0.001147273715355353;0.6438356164383562;0.0;0.0;16.568819308545333;2112605.0
Lavras da Mangabeira;Ceará;Nordeste;176.0;349.0;31508.0;3106.0;54;0;0;0.09857813888536245;0.0017138504506791926;0.504297994269341;0.0;0.0;32.220042844359284;2307502.0
Delmiro Gouveia;Alagoas;Nordeste;191.0;287.0;52016.0;4177.0;135;0;0;0.08030221470316826;0.0025953552752999076;0.6655052264808362;0.0;0.0;13.09549505103142;2702405.0
Jaguaruana;Ceará;Nordeste;285.0;431.0;33705.0;3822.0;71;0;0;0.1133956386292835;0.002106512386886219;0.6612529002320185;0.0;0.0;13.83251588397114;2307007.0
Saquarema;Rio de Janeiro;Sudeste;227.0;354.0;89170.0;3764.0;331;0;0;0.04221150611192105;0.0037120107659526745;0.6412429378531074;0.0;0.0;23.251943838451645;3305505.0
Bauru;São Paulo;Sudeste;924.0;1497.0;376818.0;53702.0;1241;8;1;0.1425144234086482;0.0032933670896825524;0.6172344689378757;2.1230408313827897e-05;2.653801039228487e-06;19.469678725723902;3506003.0
Demerval Lobão;Piauí;Nordeste;26.0;48.0;13817.0;3392.0;34;6;0;0.2454946804660925;0.0024607367735398422;0.5416666666666666;0.0004342476659187957;0.0;38.46491228070175;2203305.0
Grajaú;Maranhão;Nordeste;221.0;443.0;69527.0;5821.0;130;4;1;0.0837228702518446;0.0018697772088541143;0.49887133182844245;5.753160642628044e-05;1.438290160657011e-05;24.545856507877406;2104800.0
Serra Azul;São Paulo;Sudeste;13.0;20.0;14662.0;1376.0;15;0;0;0.09384804255899605;0.0010230527895239395;0.65;0.0;0.0;11.666666666666668;3551405.0
São João do Paraíso;Minas Gerais;Sudeste;33.0;50.0;23618.0;1812.0;21;0;0;0.07672114488949107;0.0008891523414344991;0.66;0.0;0.0;18.118860857889903;3162708.0
Orobó;Pernambuco;Nordeste;83.0;156.0;23884.0;1316.0;29;1;0;0.05509964830011723;0.001214201976218389;0.532051282051282;4.1869033662703066e-05;0.0;25.280927571764227;2609709.0
Quixadá;Ceará;Nordeste;354.0;919.0;87728.0;10106.0;205;0;0;0.11519697246033193;0.0023367681925952947;0.3852013057671382;0.0;0.0;26.97006550171756;2311306.0
Jardim de Piranhas;Rio Grande do Norte;Nordeste;23.0;43.0;14837.0;2981.0;42;0;0;0.20091662735054255;0.00283076093549909;0.5348837209302325;0.0;0.0;36.51162790697674;2405603.0
Carmópolis;Sergipe;Nordeste;28.0;57.0;16634.0;1079.0;40;0;0;0.06486713959360346;0.002404713237946375;0.49122807017543857;0.0;0.0;42.275042444821736;2801504.0
Segredo;Rio Grande do Sul;Sul;5.0;6.0;7421.0;677.0;7;0;0;0.09122759735884652;0.0009432691011992993;0.8333333333333334;0.0;0.0;4.545454545454543;4320263.0
Itatiaia;Rio de Janeiro;Sudeste;33.0;55.0;31805.0;2642.0;77;0;0;0.08306869988995441;0.002421002986951737;0.6;0.0;0.0;22.53968253968254;3302254.0
Potiretama;Ceará;Nordeste;37.0;57.0;6419.0;854.0;8;2;0;0.13304252998909488;0.0012463000467362517;0.6491228070175439;0.0003115750116840629;0.0;21.673085151904147;2311231.0
Santo Antônio de Jesus;Bahia;Nordeste;334.0;425.0;101512.0;13333.0;169;4;0;0.13134407754748206;0.0016648278036094255;0.7858823529411765;3.940420836945386e-05;0.0;10.52067559697146;2928703.0
Ibaiti;Paraná;Sul;51.0;113.0;31364.0;4317.0;162;5;1;0.13764188241295752;0.005165157505420227;0.45132743362831856;0.00015941844152531564;3.188368830506313e-05;21.279470377626154;4109708.0
Montalvânia;Minas Gerais;Sudeste;21.0;29.0;14877.0;1544.0;19;4;0;0.10378436512737783;0.001277139208173691;0.7241379310344828;0.0002688714122470928;0.0;17.947652679684253;3142700.0
Parintins;Amazonas;Norte;329.0;943.0;114273.0;10085.0;357;0;0;0.0882535682094633;0.0031240975558530885;0.3488865323435843;0.0;0.0;40.44579492617669;1303403.0
Altônia;Paraná;Sul;37.0;80.0;22056.0;1682.0;50;4;1;0.07626042800145086;0.002266956837141821;0.4625;0.00018135654697134566;4.5339136742836415e-05;28.086283185840703;4100509.0
Balneário Arroio do Silva;Santa Catarina;Sul;9.0;14.0;13071.0;2225.0;59;0;0;0.1702241603549843;0.004513809195929921;0.6428571428571429;0.0;0.0;4.945054945054945;4201950.0
Farias Brito;Ceará;Nordeste;108.0;241.0;19450.0;2741.0;60;1;1;0.1409254498714653;0.003084832904884319;0.44813278008298757;5.141388174807198e-05;5.141388174807198e-05;27.343584736799286;2304301.0
Aragarças;Goiás;Centro-Oeste;28.0;55.0;20118.0;3259.0;80;58;0;0.1619942340192862;0.003976538423302515;0.509090909090909;0.0028829903568943233;0.0;31.090909090909093;5201702.0
Rio Grande da Serra;São Paulo;Sudeste;48.0;112.0;50846.0;2220.0;92;0;0;0.04366125162254651;0.0018093852023758014;0.42857142857142855;0.0;0.0;36.7008681925809;3544103.0
Ceará-Mirim;Rio Grande do Norte;Nordeste;232.0;329.0;73497.0;3962.0;119;6;0;0.05390696218893288;0.0016191137053213056;0.7051671732522796;8.163598514225071e-05;0.0;15.594393785883147;2402600.0
Oiapoque;Amapá;Norte;38.0;79.0;27270.0;6256.0;51;21;0;0.2294096076274294;0.0018701870187018703;0.4810126582278481;0.0007700770077007701;0.0;33.57812349019229;1600501.0
Conceição do Jacuípe;Bahia;Nordeste;81.0;100.0;33153.0;3425.0;39;0;0;0.1033089011552499;0.0011763641299429915;0.81;0.0;0.0;6.730061349693251;2908507.0
Girau do Ponciano;Alagoas;Nordeste;84.0;150.0;40917.0;1912.0;48;0;0;0.046728743554023996;0.0011731065327370042;0.56;0.0;0.0;26.5531914893617;2702900.0
Codó;Maranhão;Nordeste;342.0;547.0;122859.0;3527.0;222;2;0;0.028707705581194704;0.0018069494298342;0.6252285191956124;1.62788236922e-05;0.0;22.783270529418346;2103307.0
Luís Antônio;São Paulo;Sudeste;27.0;42.0;14947.0;2159.0;35;0;0;0.14444370107713922;0.0023416070114404227;0.6428571428571429;0.0;0.0;17.936507936507937;3527603.0
Rosário do Catete;Sergipe;Nordeste;35.0;77.0;10855.0;885.0;20;0;0;0.08152924919391985;0.0018424689083371719;0.45454545454545453;0.0;0.0;39.16083916083915;2806107.0
Campestre;Minas Gerais;Sudeste;24.0;49.0;21055.0;2180.0;46;0;0;0.10353835193540727;0.0021847542151507957;0.4897959183673469;0.0;0.0;28.183680437009222;3111002.0
Maripá;Paraná;Sul;13.0;29.0;5603.0;772.0;19;0;0;0.13778333035873638;0.0033910405140103518;0.4482758620689655;0.0;0.0;38.50574712643678;4115358.0
Sobrália;Minas Gerais;Sudeste;4.0;7.0;5553.0;420.0;18;0;0;0.075634792004322;0.0032414910858995136;0.5714285714285714;0.0;0.0;34.161490683229815;3167707.0
Goiás;Goiás;Centro-Oeste;104.0;174.0;22645.0;2344.0;82;2;1;0.10351070876573194;0.00362110841245308;0.5977011494252874;8.83197173769044e-05;4.41598586884522e-05;29.06237236711593;5208905.0
Ribeirão Pires;São Paulo;Sudeste;390.0;616.0;123393.0;9224.0;352;13;0;0.07475302488795961;0.0028526739766437316;0.6331168831168831;0.00010535443663741055;0.0;19.21258353297188;3543303.0
São Francisco do Piauí;Piauí;Nordeste;20.0;29.0;6423.0;226.0;10;0;0;0.035186050132336916;0.0015569048731122529;0.6896551724137931;0.0;0.0;18.53448275862069;2209708.0
Cidade Ocidental;Goiás;Centro-Oeste;135.0;276.0;71376.0;7638.0;177;1;0;0.1070107599193006;0.002479825151311365;0.4891304347826087;1.4010311589329746e-05;0.0;36.054276783177045;5205497.0
Tucumã;Pará;Norte;60.0;105.0;39602.0;5080.0;82;0;0;0.12827634967930912;0.0020706024948234938;0.5714285714285714;0.0;0.0;23.009814612868045;1508084.0
Silva Jardim;Rio de Janeiro;Sudeste;8.0;22.0;21774.0;2977.0;35;0;0;0.13672269679434187;0.0016074216956002572;0.36363636363636365;0.0;0.0;41.5311004784689;3305604.0
Paracambi;Rio de Janeiro;Sudeste;162.0;250.0;52257.0;4033.0;136;0;0;0.07717626346709532;0.0026025221501425645;0.648;0.0;0.0;23.059424920127796;3303609.0
Itamaraju;Bahia;Nordeste;119.0;164.0;64486.0;8005.0;159;0;0;0.12413547126508079;0.002465651459231461;0.725609756097561;0.0;0.0;13.684377550095206;2915601.0
Ilha de Itamaracá;Pernambuco;Nordeste;28.0;83.0;26258.0;1312.0;34;1;0;0.0499657247315104;0.0012948434762738974;0.3373493975903614;3.8083631655114635e-05;0.0;49.19188950925654;2607604.0
Pedras de Fogo;Paraíba;Nordeste;17.0;45.0;28458.0;2707.0;56;0;0;0.09512263686836742;0.0019678122144915315;0.37777777777777777;0.0;0.0;38.888888888888886;2511202.0
Três Lagoas;Mato Grosso do Sul;Centro-Oeste;291.0;519.0;121388.0;20176.0;514;7;0;0.16621082808844367;0.004234355949517251;0.5606936416184971;5.766632616074076e-05;0.0;25.26396917148362;5008305.0
Pinhal Grande;Rio Grande do Sul;Sul;7.0;12.0;4350.0;240.0;5;0;0;0.05517241379310345;0.0011494252873563218;0.5833333333333334;0.0;0.0;;4314472.0
Santo Amaro;Bahia;Nordeste;166.0;235.0;60069.0;3226.0;89;2;0;0.053704906024738215;0.0014816294594549601;0.7063829787234043;3.3295044032695735e-05;0.0;18.486370562672835;2928604.0
Monte Alegre de Goiás;Goiás;Centro-Oeste;13.0;58.0;8606.0;309.0;6;0;0;0.03590518243086219;0.0006971880083662561;0.22413793103448276;0.0;0.0;48.74005305039789;5213509.0
Corumbá;Mato Grosso do Sul;Centro-Oeste;292.0;512.0;111435.0;15599.0;472;1;0;0.13998294970161979;0.0042356530712971685;0.5703125;8.973841252748239e-06;0.0;28.125;5003207.0
Rio Claro;São Paulo;Sudeste;554.0;885.0;206424.0;12774.0;587;5;1;0.06188233926287641;0.0028436615897376276;0.6259887005649718;2.4221989691121188e-05;4.844397938224237e-06;17.758527672487094;3543907.0
Crixás;Goiás;Centro-Oeste;40.0;121.0;16949.0;2556.0;66;4;0;0.15080535724821523;0.003894035046315417;0.3305785123966942;0.00023600212401911618;0.0;43.4853586368738;5206404.0
Inhambupe;Bahia;Nordeste;29.0;38.0;39926.0;2604.0;43;0;0;0.06522065821770275;0.0010769924360066122;0.7631578947368421;0.0;0.0;11.5874363327674;2913705.0
Atibaia;São Paulo;Sudeste;386.0;694.0;142761.0;12727.0;288;0;0;0.08914899727516619;0.0020173576817197974;0.5561959654178674;0.0;0.0;18.81036104260069;3504107.0
Praia Grande;São Paulo;Sudeste;687.0;1378.0;325073.0;28064.0;1035;52;0;0.08633137787512343;0.0031839002316402776;0.4985486211901306;0.00015996406960898014;0.0;26.105321284897396;3541000.0
Guaíra;Paraná;Sul;80.0;137.0;33119.0;4142.0;102;2;1;0.12506416256529485;0.0030798031341526012;0.583941605839416;6.038829674809022e-05;3.019414837404511e-05;18.12968183648812;4108809.0
Juara;Mato Grosso;Centro-Oeste;67.0;135.0;34974.0;5221.0;92;1;0;0.1492823240121233;0.002630525533253274;0.4962962962962963;2.8592668839709498e-05;0.0;35.02383571690502;5105101.0
Capinópolis;Minas Gerais;Sudeste;8.0;19.0;16173.0;2485.0;55;1;0;0.15365114697335064;0.0034007296110801955;0.42105263157894735;6.183144747418538e-05;0.0;33.57041251778094;3112604.0
São Manuel;São Paulo;Sudeste;87.0;150.0;40954.0;5673.0;153;0;0;0.13852126776383258;0.00373589881330273;0.58;0.0;0.0;29.56476683937824;3550100.0
Laguna;Santa Catarina;Sul;75.0;128.0;45814.0;5984.0;153;0;0;0.13061509582223774;0.003339590518182215;0.5859375;0.0;0.0;30.66244834710744;4209409.0
Buriti de Goiás;Goiás;Centro-Oeste;9.0;26.0;2488.0;326.0;9;0;0;0.1310289389067524;0.003617363344051447;0.34615384615384615;0.0;0.0;45.38461538461539;5203939.0
Taperoá;Bahia;Nordeste;11.0;29.0;21074.0;1241.0;34;0;0;0.05888772895511056;0.0016133624371263168;0.3793103448275862;0.0;0.0;24.970303750212118;2931202.0
Aroeiras;Paraíba;Nordeste;49.0;77.0;19153.0;2154.0;18;12;0;0.11246279956142641;0.0009398005534381037;0.6363636363636364;0.0006265337022920691;0.0;24.598930481283425;2501302.0
Indiaroba;Sergipe;Nordeste;77.0;140.0;17957.0;517.0;30;1;0;0.028791000723951663;0.0016706576822409088;0.55;5.5688589408030296e-05;0.0;27.71604938271605;2802809.0
Chapada do Norte;Minas Gerais;Sudeste;38.0;55.0;15356.0;235.0;3;0;0;0.01530346444386559;0.00019536337587913518;0.6909090909090909;0.0;0.0;22.652210175145957;3116100.0
Atalaia;Alagoas;Nordeste;65.0;128.0;47185.0;1256.0;54;0;0;0.02661862880152591;0.001144431493059235;0.5078125;0.0;0.0;23.150349650349654;2700409.0
Itanhangá;Mato Grosso;Centro-Oeste;9.0;21.0;6737.0;1089.0;13;0;0;0.16164464895354014;0.001929642274009203;0.42857142857142855;0.0;0.0;27.97619047619047;5104542.0
Jaqueira;Pernambuco;Nordeste;18.0;57.0;11656.0;360.0;15;0;0;0.03088538091969801;0.0012868908716540837;0.3157894736842105;0.0;0.0;41.754385964912274;2607950.0
Monte Alto;São Paulo;Sudeste;139.0;220.0;50498.0;6616.0;193;0;0;0.13101508970652304;0.0038219335419224522;0.6318181818181818;0.0;0.0;14.460458240946044;3531308.0
Vera Cruz;Rio Grande do Norte;Nordeste;22.0;49.0;12481.0;1321.0;20;2;0;0.10584087813476484;0.0016024357022674466;0.4489795918367347;0.00016024357022674467;0.0;34.01619179675269;2414803.0
Guaratuba;Paraná;Sul;43.0;100.0;37067.0;5553.0;185;4;0;0.14980980386867024;0.004990962311490005;0.43;0.00010791269862681091;0.0;31.316939890710376;4109609.0
Votuporanga;São Paulo;Sudeste;260.0;453.0;94547.0;16356.0;462;8;0;0.17299332607063153;0.00488645858673464;0.5739514348785872;8.461400150189853e-05;0.0;19.13915254102215;3557105.0
Inhapim;Minas Gerais;Sudeste;41.0;70.0;24140.0;2192.0;66;1;0;0.0908036454018227;0.0027340513670256836;0.5857142857142857;4.142502071251036e-05;0.0;19.20634920634921;3130903.0
Ourém;Pará;Norte;60.0;85.0;17842.0;412.0;15;0;0;0.02309158166124874;0.0008407129245600269;0.7058823529411765;0.0;0.0;16.462124418112573;1505403.0
Espírito Santo do Pinhal;São Paulo;Sudeste;90.0;173.0;44330.0;5001.0;109;0;1;0.11281299345815475;0.0024588314910895556;0.5202312138728323;0.0;2.2558087074216106e-05;14.756539629665916;3515186.0
União da Vitória;Paraná;Sul;186.0;328.0;57517.0;8299.0;145;14;0;0.1442877757880279;0.0025209937931394196;0.5670731707317073;0.0002434062972686336;0.0;19.841355493200947;4128203.0
Coxilha;Rio Grande do Sul;Sul;2.0;9.0;2756.0;399.0;11;0;0;0.14477503628447025;0.0039912917271407835;0.2222222222222222;0.0;0.0;27.777777777777786;4305975.0
Caraguatatuba;São Paulo;Sudeste;221.0;397.0;121532.0;18670.0;469;31;0;0.1536220913010565;0.003859065925023862;0.5566750629722922;0.0002550768521870783;0.0;23.0846016285718;3510500.0
